"lasso_predict","lasso_prob"
0,0.188472317365461
0,0.267196638572802
0,0.25059899387787
0,0.407491186645861
0,0.294513159879773
0,0.171021957232292
0,0.434080924767955
1,0.521611991402083
0,0.35955891084302
1,0.500822714344118
0,0.303323197134207
0,0.457656565153154
1,0.537062601038609
0,0.301055557656959
0,0.336645331118158
0,0.455522021199402
1,0.537020557928403
0,0.275187536315648
1,0.551349489866569
0,0.324563291555797
0,0.461031991584432
0,0.242641121329709
1,0.504429707132342
0,0.457351965208709
0,0.275187536315648
0,0.497051231578977
0,0.402502244102859
0,0.38548265134906
0,0.40543310935499
0,0.440536533458414
1,0.604801623811159
1,0.685370965378883
0,0.255976157825086
0,0.302967303860007
1,0.639911630658479
1,0.648802235163632
0,0.492565330337455
1,0.571208638268246
0,0.455987193216019
1,0.541785244863084
0,0.419508424434588
1,0.539570339899737
1,0.688912567670261
0,0.404074112538459
1,0.669698701850292
1,0.675368603998944
1,0.66847287500361
1,0.522401255280223
1,0.511211832008528
0,0.461172530678824
1,0.647063902256783
0,0.474577818694089
1,0.688036026167424
0,0.480721948138922
0,0.367112206779246
1,0.650146313939228
1,0.610561671429427
0,0.317695413042545
1,0.503388709694928
1,0.684016236945132
1,0.678219889127746
1,0.690721496812522
1,0.522796866053773
1,0.679460820429938
1,0.672598153226284
1,0.623258597097719
1,0.657610722688924
1,0.657610722688924
1,0.631775763323103
0,0.478977224639817
0,0.36671171554263
0,0.386275846717887
0,0.478840660225747
0,0.424961225570228
0,0.427226834155956
0,0.475224697012638
1,0.519856659095821
0,0.449596235781872
1,0.550938367849422
1,0.550478517845056
1,0.553376216176709
1,0.548986145932837
1,0.647569699673877
1,0.682131423600806
1,0.652715909587263
1,0.647844468226358
1,0.550938367849422
1,0.669519820068452
0,0.363030856120791
1,0.550478517845056
0,0.433333850066771
1,0.580536315435527
1,0.611258206614114
0,0.266608985293788
1,0.534748748996127
1,0.688245807969864
1,0.681057214142491
1,0.575978649440316
1,0.51843677610733
1,0.665957621740486
1,0.534748748996127
1,0.529107604714712
1,0.561154924407077
1,0.693388534142846
1,0.730719859871132
1,0.717913867188201
1,0.540714947013843
1,0.666410521875227
0,0.492146590668655
1,0.576893514128319
0,0.447468829239234
0,0.497427509530881
1,0.714914543787458
1,0.688586870650895
1,0.709643253040919
1,0.534748748996127
1,0.534748748996127
1,0.576235700394297
1,0.698115553442224
1,0.61328835029531
1,0.57294392643044
1,0.720932513735055
1,0.710464048532535
1,0.707020950182623
1,0.719312869524975
1,0.65135866431483
1,0.720898296803997
0,0.445374514951998
1,0.585047505234637
1,0.563645031032081
1,0.596842852548767
1,0.713846536738071
1,0.716414761355285
1,0.521999624831831
1,0.708441435434233
1,0.697820795820396
1,0.705652669296202
1,0.695592827606235
1,0.647310421446861
1,0.74103303705713
1,0.714278978009292
1,0.695156429213426
1,0.570386062335402
1,0.714914543787458
1,0.673292467709433
1,0.723161951032996
0,0.391647416971824
1,0.519856659095821
1,0.699859672562619
1,0.660262872040706
1,0.661313042744249
1,0.519856659095821
1,0.676495320666858
1,0.664044710828172
1,0.613882079681585
1,0.719475552768849
1,0.615738608398866
1,0.648701272178734
1,0.554526006514999
1,0.666959898436084
1,0.631828869415406
0,0.391647416971824
1,0.657153167357843
1,0.502370701745877
1,0.600542112295759
0,0.476447692228638
1,0.585889306481401
1,0.640662647357045
1,0.668826960885877
1,0.630602192779179
1,0.67615718697354
1,0.71512134215231
0,0.488237561083103
0,0.488237561083103
1,0.6241443871417
1,0.66666806740062
1,0.657153167357843
0,0.471437534225475
1,0.665435598538616
1,0.713566608749712
1,0.61708411386055
1,0.635017143258299
1,0.51583437413066
1,0.710072367180486
1,0.69147895451043
1,0.717135621238465
1,0.704317364464965
1,0.720995969935447
1,0.629191165140875
1,0.723253894976252
1,0.689654807254746
1,0.60091423694005
1,0.69418264843371
1,0.714092618107866
1,0.712004022584033
1,0.524501560774933
1,0.633031423687041
1,0.690879063752305
1,0.661032413667644
1,0.618422746729969
1,0.628578351490704
1,0.660993600182747
1,0.690320658573787
1,0.658657922457423
1,0.505432688095586
1,0.668508761953538
1,0.567684036609229
