"","1"
"X.Intercept.",1.12979333818412
"X.Intercept..1",0
"elev_cave",-0.00215048098719317
"slope_cave",-0.0103584027602129
"NDVI_cave",-1.65840861149128
"hidro_dist",-0.000653381034759408
"road_dista",0.0004810293955846
"censo_cave",0.0539201881128066
"Classe_cav",0.33855079296348
