hasFire,elevation,slope,ndvi,road,hydrography,popDens,occupations,lulc,temperature,rh,precipitation,ws,fuelMoistureCode,duffMoistureCode,droughtCode,fwi,initialSpread,buildUpIndex,dailySeverityRating,year,date
1,587.6569824,3.3150599,0.6174,9326.0,701.8339844,2.220340014,1398.390381,12,27.0294642857143,43.6220238095238,0.0,9.1396130952381,89.5331791569479,19.2290633853876,595.723863005593,13.3081910473106,6.38872159366315,35.5370030876023,2.73280536132055,2005,2005-11-07T14:01
1,589.2059937,3.240750074,0.5847,9866.830078,657.6480103,2.220340014,1490.830078,12,27.0294642857143,43.6220238095238,0.0,9.1396130952381,89.5331791569479,19.2290633853876,595.723863005593,13.3081910473106,6.38872159366315,35.5370030876023,2.73280536132055,2005,2005-11-07T14:01
1,609.1539917,2.202630043,0.3665,8877.419922,1240.449951,2.220340014,1817.134644,12,27.0294642857143,43.6220238095238,0.0,9.1396130952381,89.5331791569479,19.2290633853876,595.723863005593,13.3081910473106,6.38872159366315,35.5370030876023,2.73280536132055,2005,2005-11-07T16:47
1,599.9249878,2.833650112,0.4561,9546.549805,42.9917984,2.220340014,693.8881226,4,26.0017857142857,55.0625,0.0162914985714286,9.39050595238095,85.8122567612143,13.4750771803876,583.610273719879,7.2977971938023,3.89078228481748,25.4170643362174,1.00229258248569,2005,2005-11-05T16:59
1,653.5830078,2.269239902,0.4913,7480.700195,1094.390015,2.220340014,1625.180908,4,26.0017857142857,55.0625,0.0162914985714286,9.39050595238095,85.8122567612143,13.4750771803876,583.610273719879,7.2977971938023,3.89078228481748,25.4170643362174,1.00229258248569,2005,2005-11-05T16:59
1,636.0310059,2.824929953,0.54,6870.350098,881.5939941,2.220340014,1470.859863,4,26.0017857142857,55.0625,0.0162914985714286,9.39050595238095,85.8122567612143,13.4750771803876,583.610273719879,7.2977971938023,3.89078228481748,25.4170643362174,1.00229258248569,2005,2005-11-05T16:59
1,650.2269897,1.956760049,0.5965,8440.530273,1033.589966,2.220340014,1754.255005,4,26.0017857142857,55.0625,0.0162914985714286,9.39050595238095,85.8122567612143,13.4750771803876,583.610273719879,7.2977971938023,3.89078228481748,25.4170643362174,1.00229258248569,2005,2005-11-05T16:59
1,619.2020264,1.596300006,0.5583,9187.980469,280.2720032,2.220340014,1118.613159,4,26.0017857142857,55.0625,0.0162914985714286,9.39050595238095,85.8122567612143,13.4750771803876,583.610273719879,7.2977971938023,3.89078228481748,25.4170643362174,1.00229258248569,2005,2005-11-05T16:59
1,660.2709961,2.377899885,0.3721,1751.880005,590.257019,2.220340014,1915.428101,4,27.0294642857143,43.6220238095238,0.0,9.1396130952381,89.5331791569479,19.2290633853876,595.723863005593,13.3081910473106,6.38872159366315,35.5370030876023,2.73280536132055,2005,2005-11-07T16:47
1,801.2379761,1.41328001,0.2991,4623.27002,1424.900024,2.220340014,3300.163086,4,27.5181547619048,34.8839285714286,0.0,10.6177380952381,91.4766574531103,89.9409414630757,875.697692493589,33.5358649150632,9.05304652501264,142.899329156157,13.6883496187208,2005,2005-10-15T13:55
