"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.89843023292784,0.0478865681307628,-39.6443158704511,0
"`Wind Speed`",0.16273173313047,0.0428379497429676,3.79877501390423,0.000145413016859503
"RH",-1.42924591560258,0.0576297715310445,-24.8004786004169,8.85896239501202e-136
"Temperature",0.270385558595848,0.0366672617036368,7.3740319302063,1.65543512745378e-13
