"","Temperature","RH","Precipitation","Wind Speed","HAS_FIRE","Prob_fogo","HasFire_Predict"
"1",29.1200757575758,56.2727272727273,0.125560268272727,4.75901515151515,"burned",0.312681825696343,"0"
"2",28.7689393939394,54.6969696969697,0.533700127181818,7.16757575757576,"not-burned",0.368896967021186,"1"
"3",25.6507575757576,70.9583333333333,5.63291875927273,5.40109848484849,"not-burned",0.0654940944141281,"1"
"4",26.3742424242424,74.0189393939394,6.61366863027273,5.56818181818182,"not-burned",0.0545736802702456,"0"
"5",24.5545454545455,82.780303030303,11.0578582038182,6.15280303030303,"burned",0.0194069681218407,"1"
"6",24.2420454545455,83.3181818181818,11.694398169,5.7282196969697,"not-burned",0.0172516279371304,"1"
"7",23.9655303030303,86.9621212121212,16.8218563639091,6.90651515151515,"not-burned",0.0125197155204094,"1"
"8",24.1386363636364,85.2083333333333,23.2216586026364,8.00041666666667,"not-burned",0.0161843392566684,"1"
"9",23.3015151515152,89.5340909090909,15.8943661223636,9.28113636363636,"not-burned",0.0102632622357603,"1"
"10",25.4178030303031,77.4545454545455,1.14825554663636,9.15359848484849,"not-burned",0.0428853150242391,"1"
"11",26.976893939394,66.6818181818182,0.527905037636364,8.70795454545454,"not-burned",0.134248581481577,"1"
"12",25.351893939394,77.0189393939394,8.90585640136364,5.93681818181818,"not-burned",0.0368936022965633,"1"
"13",23.9878787878788,88.2765151515152,16.3048976055455,5.77367424242424,"not-burned",0.010341093913133,"1"
"14",23.4257575757576,88.8106060606061,10.8869490633636,10.0291287878788,"not-burned",0.0116959169274523,"1"
"15",23.6992424242424,85.2045454545455,6.26430753345455,9.08265151515151,"not-burned",0.0162747707079084,"1"
"16",23.9450757575758,86.5643939393939,13.0907387265455,7.56030303030303,"not-burned",0.0134832647098635,"0"
"17",23.6132575757576,88.4431818181818,17.0800597854545,7.91575757575758,"not-burned",0.0109781454546689,"1"
"18",22.8553030303031,94.030303030303,38.3587077409091,9.4232196969697,"not-burned",0.00629158632836329,"1"
"19",23.1306818181818,93.0113636363636,16.6482796413636,10.2087121212121,"not-burned",0.00755026017004018,"0"
"20",22.4734848484849,93.5378787878788,113.599111341,12.3415909090909,"not-burned",0.00745082152368135,"0"
"21",23.0647727272728,87.9886363636364,15.3570785604545,9.37579545454545,"not-burned",0.0116233087032392,"1"
"22",22.3098484848485,91.6401515151515,47.5837539805455,8.78598484848485,"not-burned",0.00711694547057512,"1"
"23",23.9253787878788,85.5227272727273,10.1979773372727,6.9032196969697,"not-burned",0.0143164240971501,"1"
"24",24.2462121212121,84.719696969697,20.0042802291818,7.73844696969697,"not-burned",0.0169485794154776,"1"
"25",23.7909090909091,89.2310606060606,8.580135591,6.87977272727273,"not-burned",0.00979652969772893,"1"
"26",24.5916666666667,84.875,7.81527579190909,4.07329545454545,"not-burned",0.0141085662952226,"1"
"27",23.7761363636364,86.780303030303,15.0864570895455,6.35984848484848,"not-burned",0.0120357280989685,"1"
"28",23.5674242424243,88.9621212121212,36.5439249426364,9.15325757575757,"not-burned",0.0111556166207909,"1"
"29",23.9306818181818,85.125,1.89287852509091,9.33814393939394,"not-burned",0.0171619058406839,"1"
"30",25.0659090909091,67.8712121212121,0,10.231553030303,"not-burned",0.104654502357541,"1"
"31",24.7553030303031,64.6060606060606,0.00956649663636364,10.6115909090909,"not-burned",0.136502161549637,"1"
"32",25.225,68.6060606060606,0.275421567727273,8.71768939393939,"not-burned",0.0921865410097037,"0"
"33",25.8678030303031,70.1818181818182,0.638319067909091,7.42462121212121,"not-burned",0.08071539898417,"1"
"34",25.0484848484849,70.2386363636364,0.294912225818182,6.73534090909091,"not-burned",0.0698562697602102,"1"
"35",25.8015151515152,66.969696969697,0.120656457,5.34924242424242,"burned",0.0954503556623885,"1"
"36",25.894696969697,72.0416666666667,0.816635391454545,7.40170454545455,"not-burned",0.0682903062116129,"0"
"37",25.8890151515152,72.2159090909091,0.3995585,6.44109848484849,"burned",0.06367933213146,"1"
"38",26.2257575757576,67.1022727272727,0.353616233909091,7.50727272727273,"not-burned",0.111345545837481,"1"
"39",26.507196969697,66.4583333333333,0.317883359181818,8.01662878787879,"not-burned",0.125005683981816,"1"
"40",26.2772727272728,63.3333333333333,0.001276174,8.40897727272727,"not-burned",0.161623047076356,"1"
"41",26.6829545454546,60.594696969697,0,5.45265151515151,"burned",0.182738371725679,"1"
"42",27.3159090909091,52.9507575757576,0,5.86325757575758,"not-burned",0.345853824801537,"1"
"43",27.3564393939394,54.1780303030303,0,6.04128787878788,"not-burned",0.322572363723235,"1"
"44",26.3678030303031,64.5416666666667,0.784034943454545,5.42674242424242,"not-burned",0.12678682517865,"1"
"45",25.3515151515152,76.5416666666667,7.38753967454545,8.52310606060606,"not-burned",0.0447057502589506,"1"
"46",25.6359848484849,75.9204545454545,4.44340608872727,6.67787878787879,"not-burned",0.0442713266882445,"1"
"47",26.5867424242424,67.0643939393939,0.0270316870909091,6.64030303030303,"not-burned",0.111413754548024,"1"
"48",26.9223484848485,55.4962121212121,0,8.70689393939394,"not-burned",0.316116136245159,"1"
"49",25.6871212121212,51.4469696969697,0,9.41162878787879,"not-burned",0.378165387702905,"1"
"50",25.3856060606061,60.2424242424242,0.413828446909091,7.43018939393939,"not-burned",0.17948266123227,"1"
"51",26.519696969697,63.6287878787879,0.236556266818182,7.60757575757576,"not-burned",0.155739221867224,"1"
"52",26.4753787878788,67.6098484848485,1.68837829845455,8.2042803030303,"not-burned",0.113830779989112,"0"
"53",26.8458333333334,60.5795454545455,0.0317883359090909,9.93405303030303,"not-burned",0.229897880507672,"1"
"54",26.9034090909091,52.5,0,9.94166666666667,"not-burned",0.399760121450502,"0"
"55",27.0454545454546,57.5643939393939,0.059400102,7.84018939393939,"not-burned",0.26700285498267,"1"
"56",27.5829545454546,57.5340909090909,0.092000549,6.61590909090909,"burned",0.267474910036762,"1"
"57",27.5655303030303,57.2689393939394,0.0532512635454545,7.16628787878788,"burned",0.278661872011836,"1"
"58",27.5704545454546,55.9924242424242,0.0150820571818182,7.24689393939394,"not-burned",0.305724918546483,"1"
"59",27.4795454545455,58.7651515151515,0.208364420909091,7.66746212121212,"not-burned",0.253506019590766,"1"
"60",28.0397727272728,60.8371212121212,0.0148500253636364,6.31613636363636,"not-burned",0.216066163846312,"1"
"61",28.3814393939394,53.5984848484849,0.000859840545454545,8.09435606060606,"not-burned",0.395096810450874,"1"
"62",27.6041666666667,54.0568181818182,0.001351178,10.6252272727273,"not-burned",0.395300638718169,"1"
"63",26.6814393939394,61.155303030303,0.250336447454545,8.87454545454545,"not-burned",0.205815958040861,"0"
"64",27.1079545454546,66.0719696969697,0.911676698181818,4.83685606060606,"not-burned",0.117542520066405,"1"
"65",25.3954545454546,75.094696969697,6.05106676690909,5.99352272727273,"not-burned",0.0446269057060287,"1"
"66",26.3125,74.0037878787879,1.07258972318182,5.10776515151515,"not-burned",0.0528416934672937,"0"
"67",25.7234848484849,76.1287878787879,3.87984643127273,6.71640151515152,"not-burned",0.0439982912550532,"1"
"68",25.757196969697,73.7159090909091,1.69990485536364,8.33799242424242,"not-burned",0.0606111656856052,"1"
"69",26.4416666666667,63.8522727272727,0.00319369363636364,8.93439393939394,"not-burned",0.161916599071512,"1"
"70",25.7992424242424,62.4431818181818,0.019899168,6.06693181818182,"not-burned",0.146589323912971,"0"
"71",25.6939393939394,67.9128787878788,0.243826225454545,5.28333333333333,"not-burned",0.0862842949895977,"0"
"72",25.0420454545455,77.4545454545455,3.30338472972727,5.24962121212121,"not-burned",0.0326976408434238,"1"
