"lasso_predict","lasso_prob"
1,0.674863193547476
1,0.640365807854455
1,0.708563278199096
1,0.658426667915487
1,0.658426667915487
1,0.700057460548273
1,0.709484146133117
1,0.701327926288483
1,0.599156973931783
1,0.603858141275382
1,0.588910625707068
1,0.564269800866867
1,0.588469467840027
1,0.591729375367708
1,0.636749431534366
1,0.558609339101734
1,0.508659049043295
1,0.583527677889115
1,0.628021346689847
1,0.58810821277562
1,0.508659049043295
1,0.615902805187942
1,0.641737032018914
0,0.459722983399042
1,0.571959355467987
1,0.571785122721211
1,0.580891016213663
1,0.512116449164479
1,0.583425888181169
1,0.608360934721057
0,0.455066433098397
0,0.434278542816899
1,0.501949781461161
1,0.534049865499321
1,0.591989796369609
1,0.588116957998956
0,0.477038543631191
1,0.566800477027565
1,0.573761084399515
1,0.615159556830726
1,0.544232540864382
1,0.577814201187538
1,0.535682120139536
1,0.747163501100377
1,0.50224956624063
1,0.509550068665046
1,0.533261653804555
1,0.502675246909269
1,0.550136001018158
1,0.50104190982484
1,0.540820825569154
1,0.559711979377311
1,0.582242869561899
1,0.512007029738961
1,0.510391174731895
1,0.56787341195998
1,0.550319238808867
1,0.542279031519584
1,0.5089705328073
1,0.55943280421673
1,0.615853664699784
0,0.450144445253878
0,0.462224160435155
1,0.535496165298698
1,0.607634919827276
0,0.487991314694887
0,0.465069071218038
1,0.521934288324983
1,0.578538574353957
0,0.482153594842696
0,0.4923638746786
0,0.492434615652682
0,0.474217966131502
1,0.528191033858669
0,0.483778492491914
1,0.543499763320587
1,0.501946712164774
1,0.604184501007423
1,0.519516877203718
1,0.530498698196626
0,0.490158746593231
0,0.468465435619155
1,0.539430783210922
1,0.548880745014502
0,0.457184347032523
1,0.540361185700622
0,0.475710723519695
1,0.601722287921326
0,0.488142644733763
1,0.597671184965007
1,0.615593897500006
0,0.484115293928397
1,0.527674602614232
0,0.498931567304539
1,0.53096617070598
1,0.535551299784038
0,0.498558991205132
1,0.532745624378885
1,0.534518853634685
1,0.538791640010597
1,0.545889466038223
1,0.57302261198563
0,0.498388024611282
0,0.437038312204087
0,0.46937849468209
0,0.439077932700761
1,0.556232143560487
1,0.619300457300448
1,0.554066402378881
0,0.456423915665337
1,0.593952581575779
0,0.45173578430646
1,0.600998338117926
1,0.531505420995118
0,0.450459461095229
1,0.59712961006183
0,0.480648406981116
0,0.499983125613526
1,0.561464830168711
0,0.499619741596164
1,0.538990325802651
0,0.484903651468223
0,0.490958938986018
1,0.53101725234052
0,0.456316798974344
1,0.508771977716513
1,0.501760413219522
1,0.536993773022386
1,0.577222642032453
1,0.593220187898842
1,0.569084455140519
1,0.575382512236102
0,0.456560818751331
1,0.510783465460467
0,0.491261942165848
1,0.585016212132948
0,0.492744280466193
1,0.535673841594312
0,0.495398434244565
0,0.485315818656245
0,0.494629745500743
0,0.49410176419788
0,0.48179529092587
1,0.566625446590102
1,0.587943316723248
1,0.533574721561653
0,0.475813766790499
1,0.527611135746868
1,0.565765602271124
1,0.622240571364597
1,0.589122074108273
0,0.468829897343376
1,0.558430237269142
0,0.489503849762438
1,0.579199025877405
1,0.556400054458895
1,0.53099557440228
1,0.620145539261483
1,0.561724916766587
1,0.553209013669841
1,0.530231832435387
1,0.541633741449612
1,0.591865330876981
1,0.588469821966367
0,0.449712071907945
1,0.585389254398584
0,0.488668357499299
0,0.483438251581269
1,0.565560189422588
0,0.460254415319064
1,0.542163625537647
0,0.499683896046458
1,0.59831992350073
1,0.52625386969114
0,0.460195595945862
0,0.486353960362766
0,0.456979455139602
0,0.478490271807866
1,0.527778690796394
0,0.480625647605607
1,0.565192798078684
1,0.525039784441088
1,0.594839339425614
1,0.564402045893133
0,0.481393837531644
1,0.528976967072778
0,0.499302265061174
1,0.600512728065391
0,0.479267059299952
0,0.464723935302227
0,0.440125532161554
0,0.457246749122149
1,0.534749174852199
0,0.459295019256724
1,0.540833838597569
0,0.497093482351745
1,0.566007545797944
1,0.537632704843308
1,0.556638332498806
0,0.487591939244137
1,0.56360656481444
0,0.438616836169266
1,0.557920235654109
1,0.504938985006362
0,0.483360163703515
0,0.479267059299952
1,0.596894093746207
1,0.562653130042937
1,0.541470643911011
1,0.507902823292952
0,0.486604179406518
0,0.442489167707019
0,0.479267059299952
1,0.544216714327406
1,0.615032530866958
1,0.518255599023945
0,0.489456343487943
1,0.533784265088196
1,0.58356175298298
0,0.428388509291102
1,0.575979881479111
1,0.566115675551374
1,0.561834212620364
1,0.555810996199401
0,0.44234363444329
0,0.44879705170708
1,0.551851591670201
0,0.483930955103178
0,0.425471111040131
0,0.471651851042273
0,0.463337905419005
0,0.491098062284127
0,0.483345090075907
1,0.514562838655405
0,0.487067079747268
0,0.449868391465292
1,0.597626185439858
0,0.495778118598187
0,0.437721653996646
1,0.561166280804209
0,0.452094946417871
1,0.506978584135788
0,0.438896976180677
0,0.494802851149025
0,0.449613104072424
0,0.469827384606035
1,0.505465612295539
0,0.49358955024936
0,0.445069894103321
1,0.505224504234225
0,0.450991279090382
0,0.46089737652231
1,0.599773295873113
0,0.476410518720736
0,0.45231431782636
1,0.55421358936121
1,0.560285827129086
1,0.509907506540566
0,0.492846467094292
0,0.440137511348048
1,0.523398756713171
0,0.458153578064472
1,0.560285827129086
1,0.558538778803788
0,0.483741880069317
1,0.560285827129086
1,0.525213903171702
1,0.52027683321632
0,0.456446391317585
1,0.517718673060161
1,0.530467100051753
0,0.465400910680059
1,0.509787387468644
1,0.591473973681072
1,0.604692736638462
1,0.604337645009946
1,0.547275177529013
1,0.605880748657302
1,0.588812536963374
1,0.52994698170358
1,0.546829099316139
1,0.547509754896169
0,0.483874783272929
1,0.525945611423011
1,0.590878409964838
1,0.509168663416249
1,0.531955531285824
1,0.59445954381714
0,0.456807077574571
1,0.528118500801394
1,0.516347236138928
0,0.483523953574846
1,0.574516474276058
1,0.512834982555242
0,0.476167847178933
0,0.492841908659378
0,0.450087305665101
0,0.480605184393754
0,0.460430526608383
1,0.504016802569774
0,0.466377079975328
0,0.465249078555441
0,0.497965679876451
0,0.458963431591237
1,0.517679769124437
0,0.478135901048383
0,0.491610476446515
0,0.480383318326579
0,0.480624720017682
0,0.483229101648095
0,0.479361472124983
0,0.489171069033369
0,0.484660386019925
1,0.546903730354828
0,0.479363411773205
0,0.485493457147297
1,0.502561339768994
1,0.579526268052786
1,0.566272042582505
0,0.440504083366986
1,0.566303170000503
0,0.481109504147165
0,0.492413653474673
1,0.589411681676906
1,0.58229191856605
1,0.562765879946571
1,0.594985496078941
1,0.51184595389323
1,0.52688873208434
0,0.482274247925743
0,0.489876608989389
1,0.544844126121289
1,0.515886777287711
0,0.469327431705375
0,0.456514825286176
0,0.491491153932278
0,0.486205372472941
1,0.512870349759785
1,0.550188435848301
1,0.538629739892963
1,0.586138101018343
0,0.477367861333028
0,0.433763123467103
0,0.426292054192663
0,0.486229044695009
1,0.500648959950575
1,0.517204133359095
0,0.49442114099138
0,0.465967643677735
0,0.455270567931719
1,0.618202523148975
1,0.526711117248312
1,0.515129931645754
1,0.52867999005109
1,0.516813459945294
1,0.552697702508399
0,0.432506310026263
0,0.498649487320677
1,0.608139827781398
1,0.504466242324549
1,0.509325597824497
0,0.441512470123834
1,0.550263900312769
1,0.501435843863487
1,0.528138522043103
0,0.480245916397901
1,0.519547697280993
1,0.592841894453711
1,0.580062230017243
1,0.553369773963798
0,0.452024202294766
0,0.454834336850237
