"","Temperature","RH","Precipitation","Wind Speed","FMC","DMC","DC","HAS_FIRE","Prob_fogo","HasFire_Predict"
"335",28.05606061,66.23863636,0.714794274,5.43094697,82.00805246,13.35855423,141.6149783,"burned",0.126867352792174,"0"
"336",27.73712121,60.27651515,0.242107888,9.867878788,85.6616686,15.58012,147.8116602,"not-burned",0.168340091861789,"0"
"337",26.82689394,61.37878788,0.190529915,10.15875,86.62358474,17.66754241,153.8445011,"burned",0.140962181125677,"0"
"338",27.96136364,59.84469697,0.464289927,7.795909091,86.3341315,19.92510893,160.0815465,"burned",0.176655041235791,"0"
"339",25.72462121,73.95454545,6.46646718,6.205719697,58.40405172,13.0926242,154.1516632,"not-burned",0.0510546761577325,"1"
"340",26.2625,74.35984848,13.0350323,8.227765152,50.37251417,7.26638874,132.7633791,"not-burned",0.0325583881193886,"0"
"341",25.79431818,78.10227273,5.383153405,5.169356061,49.64140549,5.106068379,129.9867521,"not-burned",0.0480061272767726,"0"
"342",25.34356061,79.03409091,12.65194462,4.764848485,40.27297831,3.100788233,110.8112267,"not-burned",0.0246752808769666,"0"
"343",24.94924242,78.375,16.23612884,6.755227273,39.58620464,2.005869632,86.39991077,"not-burned",0.016973436839195,"0"
"344",25.72613636,72.75378788,2.465691629,7.008977273,58.95087888,2.560382932,90.70176285,"not-burned",0.0692269350441017,"1"
"345",24.67613636,83.50378788,14.23710766,5.020757576,37.95041602,1.53899094,75.81944016,"not-burned",0.0142785101092555,"0"
"346",25.65492424,80.35984848,4.539302494,5.047916667,45.82220503,1.418818619,76.393023,"not-burned",0.0430009873113198,"0"
"347",24.19128788,88.84848485,24.35062248,5.455113636,24.74198556,0.641523666,47.3634908,"not-burned",0.00437251350750953,"1"
"348",23.70189394,89.03409091,28.01274676,5.562537879,20.24682993,0.526942833,30.60055649,"not-burned",0.00298556671071057,"0"
"349",24.22954545,86.1969697,10.40808236,7.154280303,29.6241784,0.676226756,29.99575566,"not-burned",0.0170100242218884,"0"
"350",25.44583333,77.21590909,3.305927674,7.114772727,49.442885,1.313240257,33.26542459,"not-burned",0.0500462461691269,"0"
"351",25.38333333,60.6780303,0.071680158,12.05401515,76.73128072,3.327799477,39.03842459,"not-burned",0.117128482962266,"1"
"352",24.60795455,63.96969697,0.054752002,14.24204545,83.69467303,5.118980528,44.67185641,"not-burned",0.0793755832835424,"0"
"353",24.54128788,65.81818182,0.454062501,11.33215909,84.42722229,6.813778422,50.29328823,"burned",0.0680516677343402,"0"
"354",24.71212121,68.43939394,0.729585862,10.16537879,83.31145571,8.389502044,55.94547005,"not-burned",0.0598364957185043,"0"
"355",25.14621212,62.32575758,0.784955037,10.83988636,83.68396077,10.30137071,61.67578823,"not-burned",0.0916710802192207,"1"
