HAS_FIRE;Elevation;Slope;NDVI;Road;Hydrography;Pop_dens;Ocupations;LULC;year
0;788,8587553;1,619075674;0,502401044;6018,806178;539,8566441;0,48012501;5824,560099;4;2005
0;827,9758984;1,207546932;0,427869792;590,9942305;2815,489229;0,895577013;13511,12552;12;2005
0;737,1422876;1,674111423;0,609038462;1849,318778;394,5471783;2,220340014;1375,798954;4;2005
0;795,1810984;1,26829907;0,439936665;1989,438925;5344,733171;0,48012501;1235,75037;12;2005
0;713,3269568;1,607666337;0,589129166;598,1596306;450,4617501;1,103440046;1447,13603;4;2005
0;748,8915948;3,178984681;0,441860414;5401,372167;233,8898252;0,802272975;9987,804689;12;2005
0;708,906841;6,382159245;0,56645555;446,7775955;973,8556448;2,220340014;686,7226937;4;2005
0;781,4251301;1,859473588;0,494739587;3203,420448;2472,020494;0,48012501;2705,17275;4;2005
0;811,2436069;2,7985941;0,56708666;1072,795231;481,3978566;0,802272975;1213,565094;4;2005
0;784,2180601;1,884265637;0,668012503;3353,711015;405,2149831;0,672481;976,5003849;4;2005
0;784,5733288;1,379844307;0,494379166;4195,79666;2243,404464;0,48012501;5663,99973;12;2005
0;787,5573772;3,930111056;0,537416666;6123,98487;473,7742716;2,220340014;2267,332937;4;2005
1;813,500524;0,842597297;0,573410664;7789,965094;1626,988884;0,672481;5376,956294;4;2005
1;730,9114831;2,043962271;0,403975414;4972,675559;982,2578467;0,48012501;3465,05492;4;2005
1;805,1490014;0,83859796;0,721320165;6815,180015;1319,446809;1,103440046;3686,817267;4;2005
1;773,7053351;2,703912933;0,636857565;5076,059541;200,6246028;1,103440046;4317,467203;4;2005
1;741,8956107;4,593133669;0,421724794;7591,751654;1139,529522;0,802272975;4217,297327;4;2005
1;600,86077;1,70428489;0,496332665;9552,92694;197,646647;2,220340014;759,3032897;4;2005
1;810,2162701;0,816736848;0,343780796;10017,89366;1262,892388;0,672481;2262,670079;4;2005
1;719,0115371;1,733110933;0,485029599;661,9488946;896,8974052;1,103440046;1263,710178;4;2005
1;814,5533362;0,878334529;0,619335681;6435,843615;1593,522706;0,639006087;5568,292857;4;2005
1;810,799975;0,794158606;0,256776168;7666,002087;1590,979117;0,672481;2479,099716;4;2005
1;780,9766218;7,184433156;0,502166036;5034,862227;1081,383412;2,220340014;3444,019155;4;2005
1;814,7265962;0,823479384;0,52380939;8441,929621;2689,441987;0,672481;4603,88783;4;2005
1;687,8972405;2,007529723;0,311694152;2908,780772;448,3581101;2,507019997;757,3530781;4;2005
1;732,2602886;1,296045699;0,384351522;247,6009765;230,6020266;0,852145726;10285,90507;12;2005
1;803,7857023;1,380242289;0,414109977;821,2120742;1902,79451;0,48012501;7259,391089;12;2005
1;678,3579643;1,460149929;0,422821622;1617,636806;266,0850791;2,507019997;794,0024822;4;2005
1;707,4580181;1,561913759;0,367225974;203,5221893;548,9889064;1,103440046;333,4846852;4;2005
1;736,7398818;1,568702868;0,509500826;499,2052121;1074,763461;0,802272975;4049,926564;4;2005
1;705,1605039;1,925857196;0,431674733;10044,0121;604,5869503;0,802272975;7654,314205;4;2005
1;800,9206875;4,868174767;0,508148292;11052,27361;130,9358647;2,507019997;2553,108995;4;2005
1;819,999951;1,975901699;0,404287515;3360,852117;2877,257857;0,48012501;2330,648667;4;2005
1;722,9065575;3,410438477;0,472483958;11293,87074;289,9482115;0,48012501;1534,668419;4;2005
1;761,5326627;4,519993914;0,481489269;8341,717576;201,6845725;0,802272975;9385,613393;4;2005
1;652,7424959;2,159340177;0,508130389;7498,502495;1098,159058;2,220340014;1642,305582;4;2005
1;754,5292821;2,859986088;0,356864277;7579,586709;408,9720804;0,48012501;4913,626479;4;2005
1;801,4622066;0,950639009;0,390450999;8066,275761;224,4592719;1,008740467;367,5869456;4;2005
1;806,3437136;0,94206077;0,367756538;7179,442659;376,3957572;1,103440046;826,7634414;4;2005
1;801,5659277;0,967732138;0,351744353;7310,997864;756,3267362;0,672481;1173,952273;4;2005
1;763,9296629;2,007011782;0,431418897;3144,412202;788,3338166;0,802272975;7619,955693;12;2005
1;760,5654131;1,65709768;0,252592462;4062,258804;334,3979484;1,103440046;4037,042389;4;2005
