"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-2.70548909003297,0.082828723803719,-32.6636577963488,5.1276728252306e-234
"`Wind Speed`",0.201001278022577,0.051316943096,3.916859927657,8.97098377507073e-05
"Precipitation",-0.390369001439157,0.195707405113498,-1.99465626358271,0.0460803826103808
"RH",-0.940576804808843,0.0737064915221846,-12.7611121542224,2.70313905910486e-37
"Temperature",0.547707387878831,0.0471546729305764,11.6151243098472,3.45285832797851e-31
