"","HAS_FIRE","Elevation","Slope","NDVI","Road","Hydrography","Pop_dens","Ocupations","LULC","Temperature","RH","Wind Speed","FMC","DMC","DC","Prob_fogo","HasFire_Predict"
"19","not-burned",740.8866568,1.987183572,0.495094115,1658.805205,376.5109813,3.122620106,2625.731288,"4",30.1560066,78.69360834,16.13970655,16.18994342,92.01500047,407.6179153,2.41289698129756e-09,"1"
"20","not-burned",805.7086598,0.759087712,0.31669486,1783.843417,1203.801004,0.895577013,8038.705765,"4",29.10072885,58.9503277,4.715453578,51.51100437,264.0724803,757.3399327,0.000339376734548787,"1"
"21","not-burned",560.9331831,1.645707964,0.507273324,2834.256161,1682.841987,4.401770115,3838.634961,"4",27.9122717,64.06241599,9.363432332,13.83451236,261.8053001,387.7280599,2.59859242510665e-09,"1"
"22","not-burned",820.7328936,1.055570791,0.547030538,2038.124892,2443.55228,0.895577013,8393.503241,"4",23.90753227,41.24058348,15.63818601,60.75943232,36.99200154,873.6480294,0.0265431746561798,"1"
"23","burned",457.4335159,1.315071511,0.497093743,3782.780884,844.6611441,4.205230236,1443.421999,"4",25.27992424,44.8219697,11.40715909,89.81972696,232.0957362,1216.7178,0.931389083731524,"1"
"24","burned",465.2916185,1.822881458,0.365184742,2894.356159,1350.904898,4.205230236,387.5455862,"4",24.52765152,45.01515152,12.27837121,89.77044527,229.6401694,1210.963414,0.952013100799399,"1"
"25","burned",823.2412019,0.989576252,0.474882898,961.7796383,1501.752156,0.895577013,7766.255525,"12",25.85454545,75.26893939,4.665037879,69.94098928,3.000527924,100.4681203,0.00687912342483681,"1"
"26","burned",603.2406608,1.707011038,0.475562618,889.0057494,665.590364,2.615119934,3049.755633,"4",25.48901515,59.97727273,13.59238636,82.12436195,27.23335823,666.2517429,0.153207768657797,"1"
"27","burned",460.3451822,1.513651603,0.387839344,2944.423673,719.4904277,7.10799524,2828.143319,"15",24.52765152,45.01515152,12.27837121,89.77044527,229.6401694,1210.963414,0.960564609769274,"1"
"28","burned",656.4173282,1.888096591,0.421087692,720.1492871,264.7804392,3.156620026,1352.118007,"4",23.71704545,46.89015152,10.61109848,88.63764169,207.2501455,1153.631868,0.933184256791799,"1"
"29","burned",461.8393875,1.217516168,0.676533099,667.781882,275.8779259,4.650616436,1557.132258,"4",28.05606061,66.23863636,5.43094697,82.00805246,13.35855423,141.6149783,0.00885236247273269,"1"
"30","burned",682.2204782,2.676363852,0.434087854,623.8585089,848.1359143,3.156620026,2167.927504,"4",23.71704545,46.89015152,10.61109848,88.63764169,207.2501455,1153.631868,0.944846510853806,"1"
"31","burned",793.2259536,1.380525818,0.428097658,2684.465977,248.5552739,1.533360004,3695.538539,"4",27.61590909,49.73106061,6.207424242,86.45469359,19.7765113,744.3236348,0.890535591272817,"1"
"32","burned",456.3562572,1.22318648,0.446868152,3086.058389,578.8452852,4.205230236,759.7355535,"4",25.56856061,39.65530303,9.708863636,90.13494458,234.8103565,1222.524141,0.955617535730487,"1"
"33","burned",640.9900638,3.026784948,0.433034357,3014.612816,282.5335072,1.51574504,522.2373021,"4",26.34734848,49.75757576,6.429507576,89.46952785,238.4520488,1100.552527,0.951198862138957,"1"
"34","burned",467.16392,2.162517239,0.519120437,2176.95207,1084.926464,4.205230236,834.1841631,"4",24.52765152,45.01515152,12.27837121,89.77044527,229.6401694,1210.963414,0.914302247439569,"1"
"35","burned",738.9505534,1.183511281,0.392086374,187.5122411,271.3453816,0.895577013,9128.808788,"12",28.01931818,43.77272727,9.078863636,89.53438776,53.5818577,1011.876385,0.957299854852924,"1"
"36","burned",573.4924247,1.568833651,0.557931536,479.3838932,218.0327471,1.742848053,3269.962136,"4",27.49659091,49.13636364,11.96363636,88.47160823,32.24521753,678.3720383,0.460423478346582,"1"
"37","burned",456.377713,0.955889694,0.550446481,2557.188373,245.6035542,4.540936902,1582.172358,"4",25.27992424,44.8219697,11.40715909,89.81972696,232.0957362,1216.7178,0.877368940011118,"1"
"38","burned",652.3177431,2.710872224,0.546817082,2531.574748,599.8489102,1.103440046,1392.688973,"4",28.60037879,40.40909091,12.15246212,91.02964405,38.95104506,785.984234,0.928396690619325,"1"
"39","burned",827.332086,1.020513405,0.383793794,361.688915,1760.042232,0.895577013,7764.923382,"12",25.85454545,75.26893939,4.665037879,69.94098928,3.000527924,100.4681203,0.00802297963667687,"0"
"40","burned",595.3856007,1.815538089,0.478764512,554.8483335,319.0921443,2.450153543,3364.155458,"4",25.48901515,59.97727273,13.59238636,82.12436195,27.23335823,666.2517429,0.118678298204019,"1"
"41","burned",517.683343,2.173947114,0.753663787,2210.455031,870.6475681,4.401770115,360.414899,"4",26.82689394,61.37878788,10.15875,86.62358474,17.66754241,153.8445011,0.0638692992082508,"1"
"42","burned",645.6469764,3.038250099,0.603863498,2799.889535,205.903973,2.155008014,1012.558976,"4",28.60037879,40.40909091,12.15246212,91.02964405,38.95104506,785.984234,0.91528817078816,"1"
"43","burned",659.2705132,1.66234449,0.518469474,1000.099866,587.9702705,3.156620026,1411.430497,"4",28.07689394,35.54545455,9.072045455,91.46304011,257.6670644,1269.811187,0.980336773211504,"1"
"44","burned",546.6212043,2.45301074,0.571285377,2395.639084,1069.842792,4.401770115,1385.62377,"4",26.82689394,61.37878788,10.15875,86.62358474,17.66754241,153.8445011,0.102153204359849,"1"
"45","not-burned",651.6147202,2.237266769,0.543115458,1902.766563,333.6643035,3.319195518,399.5373842,"4",22.00599414,60.79820436,13.06288359,72.80016402,347.6103427,764.1260719,0.0190714430817499,"1"
"46","not-burned",678.8927177,5.076328301,0.44433928,3686.166143,1567.350837,3.156620026,3978.501052,"4",22.1717889,82.97821374,15.28158658,39.26570077,26.74092795,76.58539836,8.01885675742826e-07,"1"
"47","not-burned",679.2269283,2.348262918,0.522790468,1228.075102,912.9867455,3.511869907,374.552144,"4",22.48758283,60.31661929,6.832401942,75.24350259,228.8563932,144.1271628,0.0131073181407701,"1"
"48","not-burned",669.0137948,2.460350658,0.517201104,4176.686397,240.4668471,1.103440046,619.5207051,"4",29.17432667,79.73087537,18.13028135,73.58535324,211.73118,731.3873143,0.00556819769910885,"1"
"49","not-burned",692.4077922,2.668488424,0.46673958,957.6244571,538.84634,0.895577013,3653.485548,"4",26.74956442,40.54537615,6.087317606,40.3273938,332.3156228,132.7208058,2.97440025481063e-06,"1"
"50","not-burned",754.5812758,5.349078832,0.528289284,3130.27034,412.1560686,0.895577013,4928.923897,"4",27.14754697,87.4398125,11.83649135,49.35967167,146.6860532,327.8884734,5.29641151136221e-06,"1"
"51","not-burned",809.3734018,4.282841149,0.466283327,886.7526806,798.4040194,0.895577013,6890.675463,"4",29.24795174,85.20136025,5.182211783,45.39043354,112.496376,672.8357519,1.14044750880688e-05,"1"
"52","not-burned",787.0421726,1.101858759,0.557225549,3026.917497,1838.528921,0.895577013,4777.764476,"4",25.90382128,65.10526626,9.597231172,68.33031793,149.5372417,687.0950452,0.020329836806204,"1"
"53","not-burned",530.5355812,2.806487307,0.490241096,191.9394923,321.2654626,5.987964272,573.3507975,"4",20.51211573,46.38268127,8.766287924,70.03808763,46.3968455,914.217569,0.0911872235763557,"1"
"54","not-burned",649.6441806,2.068794611,0.460979154,7157.572653,251.428579,2.133080006,7731.518234,"4",26.55840794,41.60577771,6.422433709,39.1370177,359.4034559,642.5763025,2.25859712773083e-05,"1"
"55","not-burned",718.4212522,1.676766293,0.450601101,1305.745931,2003.802096,3.511869907,2172.82696,"4",30.32178005,35.35568671,17.16771715,56.11856165,313.0770244,807.3751375,0.00146490264360327,"1"
"56","not-burned",656.1871639,2.479207756,0.513211444,2054.031445,132.4044339,1.533360004,678.780395,"4",27.73646694,89.2794289,5.654597397,27.84229492,277.2990697,945.4725744,1.78894919879842e-07,"1"
"57","not-burned",620.0799428,1.565603043,0.447374433,575.6851429,861.7721099,1.611490011,2695.767382,"4",24.21640685,49.0972506,12.4078104,18.02860286,220.4775484,991.8584823,1.79454349362728e-07,"1"
"58","not-burned",702.8085019,2.283197216,0.49447022,4240.53248,785.9400635,1.103440046,1454.615139,"4",27.27382483,37.70698714,12.28361117,72.14650134,261.3409508,388.4485592,0.0400720271148925,"1"
"59","not-burned",808.719636,1.094717193,0.454821094,381.0985751,879.9889503,0.895577013,4829.055684,"4",19.40532813,77.168417,8.403289627,45.28261319,340.4455562,776.3940964,2.871659488166e-05,"0"
"60","not-burned",624.9095039,1.767144303,0.435698794,2837.442098,388.0482251,2.476703674,3437.766611,"4",23.69369359,66.42474327,8.517706517,31.43604861,284.9445549,650.6590018,6.76973667691174e-07,"1"
"61","burned",791.2325568,2.668418539,0.332369836,578.0138779,471.1147164,0.895577013,9691.898201,"4",27.3594697,34.05681818,10.97837121,91.72230599,311.95112,1134.725594,0.959665234246269,"1"
"62","burned",788.1687043,2.326997886,0.382953475,1385.815074,907.4682948,0.895577013,8659.906408,"4",27.3594697,34.05681818,10.97837121,91.72230599,311.95112,1134.725594,0.971614579145925,"1"
"63","burned",745.470443,3.910647717,0.375111661,263.0719691,2052.960072,0.964864691,4750.874804,"4",27.71439394,37.9280303,15.09518939,91.94491937,328.7263258,1166.548594,0.966970512969961,"1"
"64","burned",756.8362372,5.986492618,0.402749587,2428.771635,167.2582443,1.103440046,2475.830992,"4",26.70606061,32.83333333,11.47030303,91.67239637,308.6072884,1128.596889,0.984651727755707,"1"
"65","burned",684.8300951,2.464089941,0.426981925,629.2180893,421.8496726,0.68259741,1461.314789,"4",24.26704545,37.125,5.993522727,90.18004921,190.5659,742.861571,0.939389896467499,"0"
"66","burned",674.3487639,2.275773246,0.373256028,1596.218657,584.4611137,1.103440046,2163.20308,"4",24.26704545,37.125,5.993522727,90.18004921,190.5659,742.861571,0.952208302850013,"0"
"67","burned",695.4261026,2.257127881,0.314188146,708.3773455,238.521805,1.533360004,3111.158549,"4",30.24204545,33.97727273,13.7030303,92.02585228,341.4293479,1191.522412,0.953826127266469,"0"
"68","burned",678.7643709,1.322604331,0.339048197,196.0812123,126.7795921,1.533360004,3175.975114,"4",30.24204545,33.97727273,13.7030303,92.02585228,341.4293479,1191.522412,0.937919549573996,"1"
"69","burned",670.5199966,2.762215389,0.294970873,2389.062033,1390.559774,1.533360004,838.4263813,"12",27.81515152,41.64015152,15.02166667,90.13991922,289.7445623,1092.076048,0.981261505532948,"0"
"70","burned",813.6319174,2.480080335,0.34599682,2563.618908,556.4022106,1.103440046,1280.222806,"4",26.70606061,32.83333333,11.47030303,91.67239637,308.6072884,1128.596889,0.992698508116561,"1"
"71","burned",797.4341542,6.872308979,0.344289976,2691.062449,1235.185374,1.103440046,717.0014032,"4",26.70606061,32.83333333,11.47030303,91.67239637,308.6072884,1128.596889,0.994373622505809,"1"
"72","burned",784.06105,7.81807852,0.366114769,2224.675722,295.6734186,1.103440046,2793.78058,"4",26.70606061,32.83333333,11.47030303,91.67239637,308.6072884,1128.596889,0.987169390662927,"0"
"73","burned",825.0550803,1.003864002,0.372795176,3007.340416,791.223214,0.895577013,7408.505951,"4",27.3594697,34.05681818,10.97837121,91.72230599,311.95112,1134.725594,0.986061120632975,"1"
"74","burned",787.2122166,7.176900761,0.411126763,2377.79074,214.3179723,1.103440046,1912.304152,"4",26.70606061,32.83333333,11.47030303,91.67239637,308.6072884,1128.596889,0.987730019035358,"1"
"75","burned",728.05094,2.153659004,0.360293042,815.994443,1635.028123,0.895577013,5388.17505,"4",27.71439394,37.9280303,15.09518939,91.94491937,328.7263258,1166.548594,0.961197356643371,"1"
"76","burned",597.2593315,2.751431428,0.260792606,3669.417417,820.3513132,1.611490011,2481.385156,"12",29.96666667,36.56439394,17.14340909,92.12533041,325.5427299,1160.356003,0.981551151679162,"0"
"77","not-burned",767.4188476,2.122819226,0.503981238,469.4893248,703.4385561,3.122620106,1246.729907,"12",25.42620088,88.57430697,11.12139311,64.12521965,160.2267381,436.3394102,0.000773811341767776,"0"
"78","not-burned",657.0723566,3.154483154,0.624855532,3458.050814,481.7611438,1.533360004,838.3361832,"4",25.93646655,85.2195286,12.02323672,20.62838589,141.6209259,410.9595503,8.7005086968331e-09,"0"
"79","not-burned",603.4835653,1.662873807,0.548296424,796.0031549,541.7133896,2.615119934,2845.576585,"4",20.08217193,67.0549826,10.79364174,85.76025568,184.608887,163.5882595,0.043227658584725,"1"
"80","not-burned",583.2176342,2.199088258,0.480429158,2731.930606,339.3045717,1.611490011,2709.432278,"12",27.90166045,49.60774001,12.97680446,84.75712057,32.59737849,107.1408403,0.170412977989355,"1"
"81","not-burned",681.7603539,1.748501131,0.557753559,3805.839433,1247.619839,1.103440046,705.1508079,"4",30.06084995,82.45408876,7.374422077,10.94091505,157.8266833,450.1160154,2.04028989676143e-09,"1"
"82","not-burned",750.8074687,1.871084455,0.518661447,4232.59804,1013.576293,3.511869907,4900.648871,"4",22.8961436,90.57085258,11.21045069,21.73494017,71.70270471,128.1149941,1.05950286050374e-08,"1"
"83","not-burned",455.934157,1.040484896,0.703528545,1157.132742,159.4483457,4.226140847,1295.520986,"4",20.37801042,89.92501601,13.74170439,70.51135196,201.8115378,766.1107779,0.000618560305614079,"0"
"84","not-burned",684.4600993,2.067307252,0.449876031,3597.12684,1172.652667,3.511869907,1209.013009,"12",21.12350895,44.21516247,12.75397166,85.83017924,161.312675,397.1693632,0.839636224778988,"0"
"85","not-burned",673.611647,2.558313603,0.507402074,3570.071689,255.9721429,1.103440046,1236.951798,"4",20.17316776,53.05257918,5.620073926,90.36433563,32.25944368,584.3066745,0.941779656570203,"0"
"86","not-burned",813.2113011,1.084389617,0.259167772,681.0423201,1155.287651,0.895577013,6361.948953,"41",23.71684977,72.00866508,13.15966785,84.7425316,2.531475445,469.9060216,0.51214682814583,"1"
"87","not-burned",574.3826786,1.522037241,0.561735694,664.1135415,740.1163916,2.717230082,1564.836626,"4",21.31579873,53.12297696,11.2686855,88.8972292,223.489551,653.7993333,0.503113135370593,"0"
"88","not-burned",463.7725603,1.718041664,0.700351162,511.3668478,212.4578089,5.08248553,2015.374426,"4",22.08117017,53.85123658,14.53081673,79.8853585,115.2439921,945.8687857,0.0961195891943421,"0"
"89","not-burned",562.5514693,2.411422688,0.527079757,2898.766678,820.8860781,1.611490011,1145.661845,"4",23.65781767,54.05701503,3.557099242,57.47522136,239.4805769,318.4835137,0.000412399782143267,"0"
"90","not-burned",766.3589422,3.250038455,0.575842697,1770.257417,149.2420734,3.176199196,520.2502616,"4",21.52125672,70.26141831,11.05659111,33.99187841,121.459622,1106.27897,1.73942468217823e-05,"0"
"91","not-burned",802.8744687,2.915496218,0.573368867,1906.087111,707.3997222,0.895577013,8258.168551,"4",26.85970314,59.19952546,6.74084879,16.96806446,57.84028751,1092.840304,3.59691953355808e-07,"0"
"92","not-burned",792.8940319,1.517407141,0.506970223,2594.575825,331.2817872,0.895577013,5159.555992,"4",22.02990688,53.54637348,7.167465083,44.09557757,146.7288994,775.7465144,0.000202940395500108,"0"
"93","not-burned",715.6070513,2.392972629,0.523753118,3592.563235,2730.89841,3.111498818,4543.477452,"4",27.02353238,90.95764374,12.27756263,89.10378617,4.483669616,686.7811407,0.455356091604701,"0"
"94","not-burned",701.731725,3.309343666,0.551935408,320.0229896,258.6755972,3.400055939,497.3714659,"4",29.0400517,45.53065225,5.893261793,13.39262559,126.8639885,938.1067939,1.21899057195145e-07,"0"
"95","burned",636.9002041,1.966970885,0.359434941,6237.347953,365.3485843,2.717230082,949.3498816,"12",29.43522727,34.375,13.33996212,92.71611755,258.8514395,1089.52508,0.995292356869011,"1"
"96","burned",628.0030817,1.817916248,0.376642012,4317.356917,984.7943682,2.717230082,4088.306003,"12",29.93674242,33.37878788,11.90064394,92.17978426,218.4977854,1012.084853,0.989465902244561,"1"
"97","burned",631.5741134,3.764869442,0.439934123,342.5244927,210.5926149,1.533360004,1306.379777,"4",29.27121212,34.88636364,9.735606061,92.03118046,251.4701185,1076.500285,0.949360853260121,"1"
"98","burned",811.660445,1.177487737,0.32679364,577.6756573,1609.644938,0.895577013,1454.045549,"4",24.29393939,84.10227273,6.675378788,47.15170983,1.296911534,64.35681897,1.61262451151699e-05,"0"
"99","burned",463.1640866,1.725158112,0.663384679,471.0357488,230.424279,4.756992224,498.2455678,"4",28.14772727,39.95454545,13.4675,91.87111734,241.3709771,1057.408285,0.746322303390235,"0"
"100","burned",662.6978121,3.351680299,0.450215457,552.7048115,274.8850298,0.895577013,5159.988484,"4",29.49848485,33.12121212,10.1257197,92.05110026,215.0103919,1005.492239,0.932237485508795,"0"
"101","burned",647.5180324,7.443578987,0.402491017,3536.422368,711.9188553,2.717230082,4008.367048,"12",29.93674242,33.37878788,11.90064394,92.17978426,218.4977854,1012.084853,0.986914792301068,"0"
"102","burned",652.2849133,1.932302472,0.41815549,3899.127691,677.8199019,2.717230082,2569.022791,"12",29.43522727,34.375,13.33996212,92.71611755,258.8514395,1089.52508,0.990756777874144,"0"
"103","burned",807.6326541,1.140777463,0.455142739,810.927465,1766.834881,0.895577013,2726.303118,"4",24.56780303,43.62121212,11.16064394,89.73261711,166.8128021,878.7173529,0.964105970753907,"0"
"104","burned",810.0595463,0.821145998,0.303182975,402.610406,1802.313393,0.895577013,1912.030586,"4",24.56780303,43.62121212,11.16064394,89.73261711,166.8128021,878.7173529,0.974018432295803,"0"
"105","burned",842.4527824,0.778506668,0.642712763,202.5439683,3927.385666,1.533360004,857.9755559,"41",25.64128788,65.12121212,8.147727273,85.43626358,14.61863112,99.94202203,0.620540863305056,"0"
"106","burned",471.5781888,1.590558245,0.588078454,200.9321996,623.6089545,4.205230236,584.8063651,"4",30.50151515,41.17424242,5.16125,91.74982474,265.1780935,1102.691967,0.859748289001261,"0"
"107","burned",654.7346125,4.223950896,0.29748238,5289.462005,306.7769696,2.717230082,1840.675878,"12",29.43522727,34.375,13.33996212,92.71611755,258.8514395,1089.52508,0.994602296004169,"0"
"108","burned",701.545792,2.40834162,0.408920633,1404.532587,1043.73328,0.895577013,3148.002876,"4",29.49848485,33.12121212,10.1257197,92.05110026,215.0103919,1005.492239,0.974780078474062,"0"
"109","burned",523.5878049,1.887707957,0.620494929,431.3526662,1378.853537,3.336469889,862.9700491,"4",30.27045455,38.56818182,10.76030303,91.98415443,235.0783647,1044.621785,0.877703718966031,"0"
"110","burned",639.1974812,1.684878587,0.452191863,4842.801933,417.3612145,2.717230082,1744.964148,"12",29.43522727,34.375,13.33996212,92.71611755,258.8514395,1089.52508,0.991575403133513,"0"
"111","burned",628.4241067,4.050826364,0.474492982,3040.309852,228.6164477,2.717230082,3495.031653,"12",29.93674242,33.37878788,11.90064394,92.17978426,218.4977854,1012.084853,0.979038253308334,"0"
"112","burned",840.40367,0.755157668,0.652063369,1252.196049,3600.042137,1.533360004,539.3259766,"41",25.64128788,65.12121212,8.147727273,85.43626358,14.61863112,99.94202203,0.65320521597202,"0"
"113","not-burned",637.2246358,0.933340449,0.603889982,336.0612341,284.7479758,2.148309946,2686.137438,"4",22.51006537,91.83205834,6.95724064,41.54914939,68.00313538,980.3751428,7.20857067579414e-06,"0"
"114","not-burned",713.64411,2.44442922,0.594249986,612.2048737,1155.095008,1.103440046,3090.357251,"4",24.16145692,91.58169306,18.76914797,73.86307958,260.8338933,409.0567027,0.000557951509422505,"0"
"115","not-burned",711.6676583,2.192087173,0.569641653,768.8631132,555.1048128,1.103440046,2522.241393,"4",25.13870341,48.49960971,7.285764593,83.7052755,184.2222716,431.1567615,0.256663471124664,"0"
"116","not-burned",558.6815218,2.564027034,0.509091654,552.54225,699.0853748,4.401770115,2238.095223,"4",30.04228064,86.41039842,6.121281251,74.1074724,54.49024426,772.6226069,0.00573531508709748,"0"
"117","not-burned",764.3973773,8.446814484,0.574146416,408.8190859,607.7399084,1.103440046,788.6755464,"4",30.25368247,50.32921533,13.35703254,32.4843283,2.549382255,868.9768678,7.40879221614236e-06,"0"
"118","not-burned",779.4278775,1.476464398,0.648835702,3345.990605,247.3044962,0.895577013,4591.240335,"4",25.4653835,63.6458625,11.13586342,41.66236629,121.1595548,386.6325195,6.45679222950514e-06,"0"
"119","not-burned",693.7555443,2.132681289,0.607795808,2431.45908,327.0879059,0.672481,2626.351751,"4",21.49130044,90.64797462,9.284599944,35.59760649,136.0600558,623.5023327,7.89628711719943e-07,"0"
"120","not-burned",692.0567308,2.950873999,0.580254156,3593.295476,1211.297853,3.511869907,829.5024608,"4",25.55169493,90.63347587,9.488467752,74.99026425,96.37835421,212.1730968,0.00383466328090917,"0"
"121","not-burned",535.0467374,2.193454909,0.503207833,401.3093913,1144.607264,3.336469889,436.6760597,"4",27.74476452,90.92526895,18.76866614,52.71903646,88.4627691,158.7023387,1.18337249148918e-06,"0"
"122","not-burned",613.9477144,1.734389067,0.391689209,2401.550141,1672.165428,2.615119934,2374.527064,"12",30.17504998,47.5565539,4.748762854,55.12015559,145.3293532,438.1710067,0.0014983484960623,"0"
"123","not-burned",736.9069117,1.929293604,0.610744421,4455.101377,883.5561718,3.511869907,2471.77172,"4",19.92085853,55.3126266,18.75416851,81.18987325,123.4487058,381.435193,0.189616336399711,"1"
"124","not-burned",796.6427095,0.947180342,0.568756234,4071.871893,1456.854142,0.895577013,6613.241169,"4",20.99244648,37.55187091,9.513575384,48.71310382,164.7276313,928.3573877,0.00404875296228396,"0"
"125","not-burned",603.8679376,2.375454881,0.50652888,344.638094,704.8727543,2.133080006,396.2041373,"4",20.22309055,78.84004499,7.653508359,31.71474839,104.9177284,170.6950065,1.33824744759894e-07,"0"
"126","not-burned",829.9113647,1.79838893,0.678587489,2326.682256,557.1204407,1.533360004,3644.583051,"4",23.08575336,41.54537875,18.28344043,37.21078731,8.0861557,471.7829442,1.66699602529971e-05,"0"
"127","not-burned",707.0874456,1.988561149,0.5659802,1722.452476,827.915361,3.511869907,911.1332904,"4",25.80662864,73.09108276,9.376318103,82.13073176,187.5485046,315.4553227,0.0383031100213475,"0"
"128","not-burned",821.8728622,4.176675276,0.582307122,4326.295317,246.3613048,1.533360004,5289.681856,"4",30.07618669,44.44875615,17.793307,64.92562203,111.1592551,470.5677293,0.00439448896908661,"0"
"129","not-burned",830.598669,1.043878293,0.298678561,3220.016644,3723.673487,0.895577013,9924.138692,"41",19.94866777,42.50540105,4.246902368,87.91292018,229.2151299,925.1790115,0.997002705584969,"0"
"130","not-burned",654.8192314,0.920361955,0.59713123,1706.825973,2262.947896,1.338879943,2962.873942,"4",20.04874765,81.60086265,8.950935652,24.80528852,56.96483912,895.139134,6.53286600156325e-07,"0"
"131","not-burned",550.357214,1.81482168,0.513461097,2156.640945,1001.931024,2.694950104,1812.522128,"4",25.61180002,47.15984287,11.44934397,47.32649714,69.69885032,406.1889623,4.77745898401249e-05,"0"
"132","burned",685.5886867,5.292900675,0.488061085,203.6946008,183.1537537,1.533360004,473.2001805,"4",26.66590909,35.43939394,8.702083333,91.22736876,252.9493877,893.2297716,0.936018004611683,"0"
"133","burned",799.198711,1.359916738,0.408810613,1150.055023,2162.897682,0.895577013,1953.45747,"4",26.35,69.8219697,5.637765152,84.81737874,19.14113333,137.7350548,0.271303100295559,"0"
"134","burned",559.351272,1.727716297,0.483849059,4584.043255,127.3915451,2.000450342,360.5397995,"4",29.15189394,34.29166667,9.825189394,91.77164751,57.41809829,573.82283,0.923852140452973,"0"
"135","burned",631.2172369,1.687463296,0.306530751,1594.758287,1295.126065,1.611490011,1374.403341,"4",26.88257576,48.17424242,11.15458333,89.99958516,276.3565212,942.5051352,0.889105990266214,"0"
"136","burned",723.8111393,8.527984455,0.640130296,566.8487857,207.5558682,1.533360004,1951.446764,"4",27.39848485,57.40909091,9.445340909,87.12463642,11.4324125,270.0848573,0.210212741541868,"0"
"137","burned",612.488006,2.686558268,0.503574558,1246.906242,848.0437483,1.338879943,1356.357969,"12",28.0469697,43.3219697,9.628484848,89.80678242,28.58265527,510.0875935,0.873853576635791,"0"
