"","(Intercept)","`Wind Speed`","RH","Temperature","Precipitation"
"full",-2.18004418528973,0.258819762925301,-1.4481530560165,0.227700460988644,-0.00509277940977258
"subset",-2.18004418528973,0.258819762925301,-1.4481530560165,0.227700460988644,-0.0188089395218125
