"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.650893360507997,0.671993109024968,0.96860124273062,0.332744183085525
"`Wind Speed`",0.096570876904263,0.0174248935321051,5.54212148994382,2.988288510587e-08
"RH",-0.0981401823492467,0.00409058788659728,-23.9917060994584,3.39429694742431e-127
"Temperature",0.114133440708505,0.0189569267097252,6.02067215093221,1.73694258379283e-09
