mes,ano,diasSemChuva,quantidadeFocos,umidadeMedia,tempMedia,tempMax,mediaTempComFocos,mediaPrecComFocos,mediaUmidadeComFocos,umidadeMinima,precipitacaoMedia,diasComFogo,totalPluviosidade
10,2005,24,118,41.18951612903226,27.694831378299142,31.0912878787879,27.616007905138357,0.002216476067193678,38.71129776021081,29.7424242424242,1.0861116479325486,23,33.669461085909006
11,2005,2,13,72.9118686868687,24.440997474747505,28.2428030303031,28.09898989898993,0.01717414172727272,43.77651515151516,40.7121212121212,7.4104655786242395,3,222.31396735872718
12,2005,1,0,79.02370478983383,23.439198435972664,25.9174242424243,0.0,0.0,0.0,58.8560606060606,7.37243536418182,0,228.54549628963642
1,2006,3,0,62.45821114369501,25.469868035190647,27.9818181818182,0.0,0.0,0.0,51.0984848484848,0.6782380619413504,0,21.025379920181862
2,2006,0,0,72.03733766233766,25.7274891774892,26.8840909090909,0.0,0.0,0.0,54.7234848484849,4.051824853425321,0,113.45109589590899
3,2006,0,0,81.4247311827957,24.23647360703814,27.1401515151515,0.0,0.0,0.0,64.1136363636364,8.594973708395912,0,266.4441849602733
4,2006,1,1,78.53535353535352,23.49675505050507,24.7022727272727,23.8450757575758,0.638627348363636,79.2689393939394,66.7954545454545,4.032978522812121,1,120.98935568436363
5,2006,15,0,67.36131476050831,22.168169599218007,24.4511363636364,0.0,0.0,0.0,54.5643939393939,0.21883645654838718,0,6.783930153000003
6,2006,14,2,63.26969696969696,20.790820707070726,23.8151515151515,20.97992424242425,0.0356667763181818,63.51704545454545,52.8977272727273,0.06416029036969698,2,1.9248087110909091
7,2006,0,4,57.58492179863147,21.0274071358749,24.9606060606061,22.637626262626267,1.6655999999999997E-13,46.60732323232323,42.969696969697,0.04114875541951276,3,1.2756114180048956
8,2006,0,19,52.24156891495601,23.644623655914003,26.7875,24.318476430976457,0.005846791858748008,50.31102693602694,39.905303030303,0.06385500652801769,9,1.9795052023685484
9,2006,11,90,55.790277777777774,24.794419191919225,28.0390151515152,24.953364527629258,0.8401772125454542,51.21635472370766,37.3409090909091,1.1132420243939392,17,33.39726073181817
10,2006,1,2,70.85789345063539,24.654239980449685,27.1685606060606,26.4683712121212,4.5398785306818175,64.8806818181818,47.9204545454545,5.318601110929618,2,164.87663443881814
11,2006,1,2,79.62474747474747,23.51829545454548,25.7401515151515,24.0481060606061,0.00217159436363636,64.1931818181818,61.4924242424242,8.939037911660604,1,268.17113734981814
12,2006,3,0,77.13343108504398,24.544379276637372,27.3238636363637,0.0,0.0,0.0,59.1590909090909,7.1913913103460425,0,222.93313062072733
1,2007,4,1,74.16226783968719,25.32139540566963,27.0208333333334,25.1215909090909,2.30396697209091,80.5227272727273,52.5113636363636,3.8588298461700914,1,119.62372523127283
2,2007,0,17,81.59564393939395,23.735795454545475,26.0253787878788,23.9662878787879,0.912220733181818,76.1439393939394,69.875,7.4331641259512935,1,208.12859552663622
3,2007,0,0,68.36045943304008,24.721517595307947,26.207196969697,0.0,0.0,0.0,58.4507575757576,0.917674859023582,0,28.447920629731044
4,2007,1,0,67.05265151515151,24.72924242424245,26.1712121212121,0.0,0.0,0.0,56.2159090909091,1.2099233763848478,0,36.29770129154544
5,2007,12,3,59.83308895405669,23.71708211143697,25.4359848484849,23.03939393939395,0.0092970325,59.96780303030305,46.844696969697,0.11081266353958946,2,3.435192569727273
6,2007,18,7,58.69659090909091,21.987853535353555,23.7534090909091,21.70227272727275,0.0,57.113636363636346,52.6401515151515,0.025550581015151515,2,0.7665174304545455
7,2007,20,3,54.31366080156403,22.372580645161314,24.7295454545455,23.45,0.0,48.2348484848485,39.8181818181818,0.021463309527859235,1,0.6653625953636363
8,2007,0,67,48.4024926686217,22.55876099706747,27.7473484848485,23.1537878787879,3.138859410582774E-5,44.69949494949494,35.5833333333333,0.0064731383520707595,15,0.20066728891419355
9,2007,23,213,43.54520202020203,24.841515151515175,28.4594696969697,25.11172520661159,3.8152178099173565E-4,42.82988980716254,34.4204545454545,0.005275457084848485,22,0.15826371254545454
10,2007,19,111,43.17631964809384,27.01964809384166,30.7060606060606,27.21571969696972,0.03773810990909092,40.67866161616162,30.0568181818182,0.3267379937565985,18,10.128877806454554
11,2007,8,8,55.0580808080808,27.14324494949496,29.6560606060606,28.723939393939418,0.3999445872909098,42.215151515151504,31.4962121212121,4.332585357209093,5,129.9775607162728
12,2007,0,7,74.05327468230693,24.636986803519086,27.5465909090909,26.088762626262632,2.0779017749696975,73.010101010101,57.4886363636364,6.181205497545457,3,191.61737042390916
1,2008,5,0,69.52028347996091,24.88035190615838,27.7200757575758,0.0,0.0,0.0,43.75,4.449257755005866,0,137.92699040518184
2,2008,0,0,75.75365726227795,24.622243991640566,25.957196969697,0.0,0.0,0.0,59.594696969697,6.217675672197563,0,180.31259449372934
3,2008,0,0,78.8801319648094,24.005694037145677,25.4541666666667,0.0,0.0,0.0,68.4242424242424,5.366140718413489,0,166.35036227081818
4,2008,0,1,76.51136363636364,24.24718434343437,25.8147727272728,25.0439393939394,0.0410058136363636,69.6098484848485,67.6287878787879,3.439023086481819,1,103.17069259445458
5,2008,12,1,62.62695503421309,22.93372434017597,24.3731060606061,24.1757575757576,0.0335473728181818,65.8143939393939,54.0719696969697,0.07706966581818168,1,2.389159640363632
6,2008,11,2,60.40921717171717,21.967777777777794,23.1969696969697,21.5015151515152,0.0293648025909091,56.52651515151515,51.4242424242424,0.030414764657575748,2,0.9124429397272724
7,2008,20,1,53.748411534701866,20.887634408602175,22.2791666666667,21.7598484848485,0.0,44.9204545454545,40.5530303030303,0.012010102489736054,1,0.37231317718181767
8,2008,27,15,45.66141251221897,23.14806940371459,25.7787878787879,23.0849326599327,0.0,45.876683501683516,33.9318181818182,0.016340027674486796,9,0.5065408579090906
9,2008,16,25,47.71199494949496,25.44430555555558,27.8041666666667,25.569570707070724,0.03927682042424247,40.98232323232325,32.9166666666667,0.5301284130727272,9,15.903852392181816
10,2008,24,70,38.43658357771261,27.84976783968722,30.7598484848485,27.91677188552191,0.009688131525252539,37.57786195286195,30.2916666666667,0.012845148671554271,18,0.3981996088181824
11,2008,0,25,70.73181818181818,24.81342171717174,31.0871212121212,30.22901515151516,8.74022728937066E-5,31.0090909090909,28.8143939393939,8.705736343509155,5,261.17209030527465
12,2008,1,1,81.67900782013686,23.83900293255134,25.7231060606061,25.5352272727273,0.414226947090909,69.9090909090909,65.0378787878788,9.05932287570381,1,280.8390091468181
1,2009,1,1,77.05706256109481,24.699083577712646,26.7151515151515,25.2113636363637,0.0683112403636364,62.5189393939394,62.5189393939394,5.66958580295601,1,175.7571598916363
2,2009,0,25,73.1417748917749,25.21826298701301,26.5340909090909,25.21496212121215,0.7140489841818182,66.94602272727275,62.3030303030303,2.8546865306363642,4,79.9312228578182
3,2009,6,10,72.63086510263929,25.516165689149595,28.4863636363637,26.4437878787879,0.3632691102727276,61.84393939393938,52.6136363636364,4.969766448970671,5,154.06275991809082
4,2009,0,5,83.10871212121212,23.362929292929312,24.2746212121212,23.266414141414163,6.716447069333359,85.385101010101,68.1893939393939,5.6578363106182,3,169.73508931854602
5,2009,7,0,73.16104594330402,22.287463343108524,24.0901515151515,0.0,0.0,0.0,61.4848484848485,0.8939702701466276,0,27.713078374545454
6,2009,7,1,66.51565656565657,22.24159090909093,23.5727272727273,23.5727272727273,0.170489487909091,69.8522727272727,57.5719696969697,0.2273960759606059,1,6.821882278818177
7,2009,20,0,57.08125610948191,22.531989247311852,24.9621212121212,0.0,0.0,0.0,46.3863636363636,0.04158411189442814,0,1.2891074687272723
8,2009,0,0,52.888685239491686,23.606256109481937,26.9651515151515,0.0,0.0,0.0,43.280303030303,0.08750180497368432,0,2.712555954184214
9,2009,11,34,49.111237373737374,26.752234848484875,29.214393939394,27.7062878787879,0.010286531418181814,43.573106060606065,38.0719696969697,0.27852734604848467,10,8.35582038145454
10,2009,2,8,70.23399315738025,25.453739002932576,28.7087121212121,27.69606060606062,0.22920048992727268,52.862121212121224,41.6628787878788,10.512868897366571,5,325.8989358183637
11,2009,5,13,68.30467171717173,25.317638888888908,27.0117424242424,25.69621212121215,0.0050754746818182,64.7007575757576,53.5340909090909,2.2145372761696955,2,66.43611828509087
12,2009,1,1,76.98875855327468,24.410740469208235,26.4469696969697,26.039393939394,0.533598969545454,68.4431818181818,57.8598484848485,6.590496368824043,1,204.30538743354535
1,2010,2,2,70.70100195503422,25.333479960899346,27.1212121212121,26.210795454545448,1.9282267924090912,67.74810606060605,52.3106060606061,3.071055609178886,2,95.20272388454546
2,2010,3,1,62.961038961038966,26.371577380952406,28.6859848484849,26.3988636363637,1.59136297718182,69.1893939393939,51.8219696969697,1.8035246226948058,1,50.498689435454565
3,2010,0,0,79.32135874877811,24.833260019550366,26.4348484848485,0.0,0.0,0.0,66.3522727272727,7.442171727912029,0,230.7073235652729
4,2010,6,3,69.11262626262626,24.118308080808102,26.1943181818182,25.022916666666653,0.3275430406818183,68.05871212121215,58.7462121212121,1.6588091989484839,2,49.76427596845452
5,2010,8,0,65.8847751710655,24.41477272727275,25.9443181818182,0.0,0.0,0.0,55.5454545454545,0.46351640053079163,0,14.369008416454541
6,2010,19,1,57.814772727272725,21.990214646464665,24.6424242424243,23.4246212121212,0.0237293596363636,65.3674242424242,49.0113636363636,0.012381750824242426,1,0.3714525247272728
7,2010,11,4,55.14638318670576,22.199841153470206,23.7609848484849,23.2795454545455,0.001753463772727275,55.7026515151515,47.2689393939394,0.03214054948387098,2,0.9963570340000004
8,2010,26,61,48.97763929618768,22.177346041055742,25.1234848484849,22.748926767676792,0.0,47.59880050505052,40.2386363636364,3.7505511143695006E-4,12,0.011626708454545451
9,2010,22,176,45.329040404040406,24.768611111111138,28.0632575757576,24.73113952020205,0.004108336624999998,43.56376262626264,34.5075757575758,0.31105814142121235,24,9.33174424263637
10,2010,5,71,56.98118279569892,27.370466764418403,30.1852272727273,28.433653846153867,0.3519556407202794,48.877622377622366,39.4204545454545,1.7936902052727275,13,55.604396363454555
11,2010,0,1,78.34040404040405,24.396111111111143,27.3151515151515,24.6511363636364,4.03851881072727,82.719696969697,57.8598484848485,7.404258777078787,1,222.1277633123636
12,2010,1,0,78.61241446725317,24.648130498533746,27.0810606060606,0.0,0.0,0.0,62.5492424242424,8.271112801923747,0,256.4044968596362
1,2011,1,0,75.48252688172042,24.62727272727275,26.3636363636364,0.0,0.0,0.0,56.3522727272727,4.678794515788854,0,145.04262998945447
2,2011,1,0,67.19155844155844,25.527110389610417,27.032196969697,0.0,0.0,0.0,51.9166666666667,2.269553625097401,0,63.54750150272723
3,2011,0,0,82.8762218963832,23.920869990224855,25.4465909090909,0.0,0.0,0.0,65.8484848484848,8.839046842498533,0,274.0104521174545
4,2011,1,1,72.25366161616162,24.096691919191933,25.5253787878788,23.4931818181818,1.95461911,77.6780303030303,60.1060606060606,1.3667787181181812,1,41.00336154354544
5,2011,15,1,64.38269794721407,22.733822091886623,24.9155303030303,20.4659090909091,0.0,63.6022727272727,52.9583333333333,0.23659741638709686,1,7.3345199080000025
6,2011,20,6,60.099747474747474,22.324229797979818,24.8227272727273,21.546969696969697,0.0,59.08333333333335,54.3674242424242,0.01960713859090909,2,0.5882141577272727
7,2011,0,3,55.771016617790806,21.757856793743915,23.3299242424243,21.6957070707071,1.6655999999999997E-13,55.59469696969693,49.2765151515151,0.027106627566141617,3,0.8403054545503902
8,2011,28,94,48.75207722385142,23.721688660801593,25.6318181818182,23.416726475279127,0.0,47.46830143540671,37.9166666666667,0.0029254880175953106,19,0.09069012854545463
9,2011,25,350,41.80631313131314,24.456022727272746,28.2140151515152,24.691919191919208,0.0025869050189393935,41.342487373737384,29.125,0.0020724889484848483,24,0.062174668454545445
10,2011,0,22,66.1924486803519,24.6754521016618,27.5098484848485,26.1875420875421,0.07808788919206487,53.5290404040404,41.4204545454545,3.5769116607185656,9,110.88426148227553
11,2011,0,2,75.96565656565657,23.339924242424264,26.2962121212121,25.3229166666667,5.19836387300006,71.74810606060605,52.7272727272727,7.620951331542476,2,228.6285399462743
12,2011,0,0,80.31769305962855,23.753543499511263,25.676893939394,0.0,0.0,0.0,64.8409090909091,7.078749222413491,0,219.44122589481825
1,2012,0,1,73.41446725317694,24.026576246334344,26.3450757575758,24.9037878787879,0.211597496909091,64.7272727272727,61.0340909090909,4.358593763633429,1,135.11640667263632
2,2012,0,6,65.55943051201672,25.001724137931056,26.9897727272728,25.6886363636364,0.21035080502272718,59.94602272727275,51.4166666666667,1.578169201065829,4,45.76690683090904
3,2012,0,3,64.11241446725317,25.53703567937441,27.3560606060606,26.018055555555566,0.029704879181894638,54.02777777777777,43.3257575757576,3.2435523109062143,3,100.55012163809265
4,2012,0,2,56.96742424242425,25.901161616161634,27.1359848484849,26.199053030303048,8.328E-14,52.7083333333333,42.2121212121212,0.11148977945462014,2,3.3446933836386044
5,2012,0,3,64.80816226783969,23.409054252199446,25.614393939394,24.81780303030305,0.033885612681968984,59.3693181818182,49.4848484848485,1.248005674404816,2,38.6881759065493
6,2012,10,11,58.20454545454546,23.686388888888917,25.3125,23.6193181818182,0.05570057946969694,58.39015151515152,51.7234848484849,0.028414793945454556,6,0.8524438183636367
7,2012,22,11,52.48998044965787,22.458663245356814,25.214393939394,22.29372294372296,0.0,51.9875541125541,37.2007575757576,0.0055496684164222845,7,0.1720397209090908
8,2012,15,111,48.35801564027369,22.794195992179894,26.2431818181818,23.318442234848504,0.025083599517045467,46.271543560606055,37.0,0.060602051824046904,16,1.878663606545454
9,2012,20,650,43.40454545454545,25.770606060606088,28.6852272727273,25.707337261503955,0.009144821488215474,43.14913019079685,31.7462121212121,0.012349647621212092,27,0.37048942863636275
10,2012,14,250,43.67363147605083,27.172837243401787,31.1829545454546,27.35484532828286,0.03230955520833334,41.109848484848484,30.7462121212121,0.3356628452082113,24,10.40554820145455
11,2012,0,15,84.74886363636364,23.732777777777805,30.0238636363637,27.1727272727273,7.154093907318205,65.79166666666666,45.625,14.280453526087873,2,428.4136057826362
12,2012,4,10,62.93132942326491,26.382245845552326,28.7344696969697,26.521717171717217,0.9904324196060609,59.66414141414142,50.0227272727273,1.2120967070351887,6,37.57499791809085
1,2013,0,5,75.79154447702835,24.79255865102642,27.2140151515152,26.240340909090953,0.410902629363747,60.643939393939405,50.875,5.474991345275716,2,169.72473170354718
2,2013,4,5,61.25405844155845,26.33648538961041,27.4969696969697,26.825984848484882,0.058861783672727284,57.275757575757574,51.2159090909091,0.6431545898474023,5,18.008328515727264
