"","OR","2.5 %","97.5 %"
"(Intercept)",22131.7181575208,3738.83879415576,131006.704372912
"`Wind Speed`",0.932145180731195,0.871015394715282,0.99756519027361
"Hydrography",0.999655985885901,0.999428724822735,0.999883298626179
"NDVI",0.000448779606913682,5.34764077680578e-05,0.00376620539762395
"Ocupations",0.999948771681709,0.999882667952178,1.00001487978146
"Precipitation",0.281122313387666,0.237857190247879,0.332257162384175
"RH",0.977528968918798,0.961342929273585,0.993987531377066
"Slope",0.847116688957613,0.767170796091643,0.935393641632817
