"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-9.83830780635319,0.786034410407133,-12.5163830948029,6.07405372936821e-36
"`Wind Speed`",-0.237337772783766,0.123667130538178,-1.91916616606946,0.0549633079181362
"Elevation",-0.291580453559062,0.124649460088723,-2.33920350197684,0.0193249039379923
"Hydrography",-0.259868359396227,0.113000690275409,-2.29970594659967,0.0214648850014602
"NDVI",-0.956664718831273,0.134077340527608,-7.13517075343754,9.66670815439107e-13
"Precipitation",-17.3448041622622,1.16757379614055,-14.8554243163011,6.41604101959115e-50
"RH",-0.417819954960616,0.144459409014486,-2.89230004338948,0.0038243252959192
"Road",-0.200210675689888,0.127319327077924,-1.57250812021141,0.115832757455774
"Slope",-0.38607225568359,0.118563744473814,-3.25624209489148,0.00112897443981565
