"","OR","2.5 %","97.5 %"
"(Intercept)",1.87753367491128,0.106969151735847,32.9546663053937
"`Wind Speed`",0.891417869468737,0.814420483201182,0.97569478469501
"DMC",0.99003964657251,0.986182110427373,0.99391227180206
"FMC",1.15187264001647,1.1177198153552,1.18706903160419
"Hydrography",0.999659132177777,0.999349220311939,0.999969140151525
"NDVI",4.81734093165988e-05,2.64145783654909e-06,0.000878559306559438
"Precipitation",0.361545635063809,0.298468818485452,0.437952771405044
"Slope",0.767337408122192,0.671643525218868,0.876665486668406
