"","HAS_FIRE","Slope","NDVI","Road","Hydrography","Pop_dens","Ocupations","LULC","Temperature","RH","Wind Speed","FMC","DMC","DC","Prob_fogo","HasFire_Predict"
"52","not-burned",0.88456677,0.412732135,4526.418007,1428.53531,0.802272975,9171.053098,"12",19.4160134,88.89599673,6.497869099,90.81231807,99.56281311,1061.165053,0.741716730486994,"1"
"53","not-burned",2.917087513,0.395143322,3403.364991,1644.246744,0.48012501,1957.390997,"12",28.38204047,90.00270346,10.23452294,19.92862921,169.1248026,51.45546659,1.98326420993336e-07,"1"
"54","not-burned",2.76950294,0.488021096,1480.502352,398.1422775,0.802272975,1970.158763,"4",26.49808399,78.27897556,12.93228045,57.97769689,160.1687707,668.4886951,0.00193659884290344,"1"
"55","not-burned",3.60313212,0.538778569,1248.248642,203.9163856,0.802272975,2171.331346,"4",22.29297936,58.49979636,7.342868887,48.55552307,107.5165743,196.8853888,0.000541044643420267,"1"
"56","not-burned",1.609514406,0.499759514,439.1131778,1477.766057,2.220340014,1040.444731,"4",19.30922471,71.22699692,18.37188949,65.80937153,207.6678601,1195.953364,0.0270741711723887,"1"
"57","not-burned",1.273095559,0.476644433,2029.286028,1854.948609,1.103440046,2527.272245,"4",20.08003299,51.16159783,16.18739892,27.58401359,296.7381192,373.8472758,8.92012197154196e-06,"1"
"58","not-burned",2.1452144,0.48914478,14771.44227,715.4499566,2.507019997,2258.468157,"12",27.02341358,42.12747419,17.32359337,72.41253066,160.381065,1194.001708,0.0826270980545081,"1"
"59","not-burned",1.781511617,0.492713721,1029.04675,396.0184964,0.48012501,11764.58269,"4",29.26214428,84.84471039,17.27978522,38.68423554,321.162066,598.9711453,1.63286378648022e-06,"1"
"60","not-burned",2.458563601,0.487514092,6131.16602,558.2012209,0.48012501,3292.514324,"4",19.81024701,62.10027936,7.00327952,76.66868522,298.9277525,609.6843963,0.125201241439127,"1"
"61","not-burned",1.448192302,0.37345685,1029.031162,1746.736959,0.48012501,9100.792246,"12",24.30817378,90.05700194,6.099478058,63.34950041,347.426048,203.1059389,0.000506545975513916,"1"
"62","not-burned",5.954856085,0.65540665,190.0651593,380.5585459,2.220340014,1194.317314,"4",23.34111668,85.37309327,5.321318546,51.02649765,43.11705942,949.5319127,0.000175729698532843,"1"
"63","not-burned",0.840027894,0.527494431,555.692394,1032.410395,0.802272975,4395.83635,"4",24.36369394,44.13674386,6.735734907,20.23981751,274.2198548,694.4670416,4.14254135515746e-06,"1"
"64","not-burned",4.752151223,0.510933318,1013.58347,1605.561542,2.220340014,899.2711501,"4",23.56656611,67.12443267,14.05117869,69.4335456,62.70682767,12.16656388,0.0191684077728524,"1"
"65","not-burned",1.651850922,0.434588087,10074.45284,479.2228387,0.48012501,1153.196734,"4",25.62817628,34.57453212,12.53775312,64.9190594,146.5283625,1146.266466,0.434770605887245,"1"
"66","not-burned",1.263492722,0.437895544,4440.69817,1791.953735,0.48012501,13473.47878,"12",28.49397709,40.1136068,7.435740833,75.80414577,185.346974,735.2336244,0.137873086428526,"1"
"67","not-burned",2.058155253,0.408076654,955.2467061,957.9492135,0.914987391,9651.362769,"4",19.30317769,66.06208493,8.241860239,47.52726453,246.9022151,369.2342245,0.000710111236101369,"1"
"68","not-burned",2.949137069,0.472461108,2833.617411,260.9446003,0.802272975,2447.624175,"4",28.75432535,41.38168642,11.85475836,16.55307599,306.1246055,553.6048908,1.30711650836643e-06,"1"
"69","not-burned",1.503962817,0.541306655,2529.143504,276.0453169,0.802272975,7045.234488,"4",20.28391849,59.80485837,15.98482404,82.41253946,191.6030229,564.8940278,0.13305635009467,"1"
"70","not-burned",2.298216947,0.436634509,2473.628785,206.617843,2.507019997,3655.4357,"12",22.49929995,56.24011535,17.23945752,86.82098223,268.4577249,826.9933924,0.268244616226106,"1"
"71","not-burned",1.447779118,0.604001019,2839.382486,1417.666192,0.802272975,1600.868492,"4",26.49516673,64.91719851,7.371462369,73.35390277,92.82890497,423.2433196,0.0362427045958049,"1"
"72","not-burned",0.707759246,0.496245231,5351.241227,1046.498789,2.220340014,3309.154035,"4",20.99564217,80.92939853,12.00848582,21.16603128,241.5210729,251.3749449,5.14872572625335e-07,"1"
"73","not-burned",3.062437035,0.540611112,1099.728135,717.940856,0.48012501,443.4352075,"4",26.6007497,87.02224557,7.967052907,91.30394175,62.71334497,851.7750826,0.667960560737679,"1"
"74","not-burned",3.600239526,0.476772606,4202.060676,1262.800034,0.48012501,2444.994834,"4",22.03091911,85.1742422,18.02610698,62.83177326,237.9213589,236.6308625,0.000836946247381693,"1"
"75","not-burned",1.256306664,0.468247909,2616.747724,1691.623768,0.48012501,10111.07083,"12",25.10568953,39.31545985,7.174244282,83.41784618,211.5271905,907.4768123,0.470123801196882,"1"
"76","not-burned",1.157899826,0.400932131,1762.5711,3971.446633,0.48012501,5325.907936,"4",25.71052323,48.35095677,17.43103319,74.90003106,83.66605217,871.375468,0.768512300475121,"1"
"77","not-burned",1.846838624,0.501923323,227.3273498,960.6909308,2.220340014,411.9508677,"4",20.05768911,89.69625422,10.94187466,18.68710365,308.2193344,237.5759699,1.32036796935568e-07,"1"
"78","burned",3.809106524,0.317617702,4283.684561,867.1678096,0.48012501,3785.271275,"4",23.78541667,40.9702381,9.771904762,90.85574577,210.3786223,807.2194354,0.993938336956412,"1"
"79","burned",2.312964781,0.331693152,7493.62752,642.6930917,0.48012501,3832.384857,"4",27.87202381,36.36309524,9.829553571,91.83687128,307.3618328,1118.334471,0.993140143009442,"1"
"80","burned",2.081773116,0.438523168,9251.931634,485.5523094,0.48012501,1595.47176,"12",26.72619048,32.75595238,10.93133929,91.7369929,300.8701265,1105.987953,0.889036380847799,"1"
"81","burned",1.695244365,0.424301533,4416.395199,187.8732551,0.802272975,5504.680717,"4",29.61636905,35.90178571,16.61464286,92.1791531,314.5053124,1131.336007,0.936790696302366,"1"
"82","burned",1.11442478,0.229247642,986.5189382,1292.514739,1.103440046,3739.407521,"4",26.24107143,32.52380952,11.64666667,91.64236811,297.5375231,1099.973239,0.999099390840082,"1"
"83","burned",0.803623802,0.228038101,4075.504355,2437.520131,0.48012501,4957.398559,"12",23.99583333,46.94642857,11.95422619,89.99113675,289.2230637,998.6973997,0.987148006207894,"1"
"84","burned",2.512239869,0.350307042,4585.860537,1523.231116,0.48012501,3889.847782,"4",23.78541667,40.9702381,9.771904762,90.85574577,210.3786223,807.2194354,0.992174557679885,"1"
"85","burned",2.118934239,0.256208197,7866.199431,277.2751798,0.48012501,4962.832948,"15",27.87202381,36.36309524,9.829553571,91.83687128,307.3618328,1118.334471,0.993496534488584,"1"
"86","burned",1.764842377,0.451369104,1161.04809,440.7495246,0.802272975,808.5819595,"4",23.69761905,37.22619048,10.4727381,90.83488633,198.8010286,780.1171497,0.975684772049349,"1"
"87","burned",1.689690178,0.816991815,503.2283954,214.8052988,0.73114143,873.8702464,"3",25.08005952,64.79761905,9.069791667,86.56700329,19.37956402,138.5067964,0.0993796959915844,"1"
"88","burned",2.372358566,0.229183666,10200.47733,402.5305483,0.48012501,3119.447203,"4",26.72619048,32.75595238,10.93133929,91.7369929,300.8701265,1105.987953,0.998887651457644,"0"
"89","burned",1.995611356,0.648671077,11266.75258,253.6606716,2.302584271,595.2333593,"4",24.70297619,61.40178571,6.029761905,86.98961138,49.66200558,267.3435394,0.283803138931414,"0"
"90","burned",2.644342797,0.357684507,3511.384419,2497.835156,0.48012501,2730.10697,"4",23.13154762,51.86904762,11.68702381,89.23212034,179.724827,736.0500247,0.982312281314454,"0"
"91","burned",4.091812128,0.353661308,4872.199482,188.3687416,0.48012501,3247.66212,"4",23.13154762,51.86904762,11.68702381,89.23212034,179.724827,736.0500247,0.97051900540255,"0"
"92","burned",2.572886424,0.265013059,3682.311218,1927.127178,0.48012501,3325.46194,"4",23.78541667,40.9702381,9.771904762,90.85574577,210.3786223,807.2194354,0.998145298791354,"1"
"93","burned",2.1466225,0.242330307,1411.792161,1894.32288,1.103440046,2065.772573,"4",26.24107143,32.52380952,11.64666667,91.64236811,297.5375231,1099.973239,0.999022651310206,"0"
"94","burned",0.999568081,0.372740941,274.1089801,1427.204399,0.802272975,3244.104991,"4",25.98065476,64.28869048,7.589672619,79.84614044,30.17555135,137.5839314,0.829303573650064,"1"
"95","burned",2.144300815,0.278151887,8571.040658,450.2141764,0.48012501,3237.701779,"4",27.34196429,36.6875,11.73315476,91.78692385,304.0774279,1112.113507,0.996707569247177,"1"
"96","burned",1.866787779,0.278167526,1003.443239,1642.788268,1.103440046,3853.331213,"4",26.24107143,32.52380952,11.64666667,91.64236811,297.5375231,1099.973239,0.997955096046415,"0"
"97","burned",2.670430546,0.37530804,7166.888237,818.5531215,0.48012501,3426.495599,"12",27.87202381,36.36309524,9.829553571,91.83687128,307.3618328,1118.334471,0.935527026408515,"0"
"98","burned",3.078337008,0.366495847,2881.544639,2197.73762,0.48012501,2010.044266,"4",23.13154762,51.86904762,11.68702381,89.23212034,179.724827,736.0500247,0.979133719347522,"1"
"99","burned",4.18931359,0.410479577,11035.39166,146.6815567,0.48012501,2149.208721,"4",26.72619048,32.75595238,10.93133929,91.7369929,300.8701265,1105.987953,0.977738746857536,"0"
"100","burned",2.238388512,0.576243396,440.0982881,143.1536513,1.022821031,444.2801264,"4",23.69761905,37.22619048,10.4727381,90.83488633,198.8010286,780.1171497,0.840884932865622,"0"
"101","burned",4.039432547,0.513300989,11431.95314,273.1374912,0.48012501,1570.779649,"4",27.34196429,36.6875,11.73315476,91.78692385,304.0774279,1112.113507,0.872278099493096,"0"
"102","burned",2.625989448,0.487434818,519.1833352,252.7945831,0.802272975,359.8627473,"4",29.33779762,33.35416667,9.033214286,92.28373374,337.6466461,1175.213721,0.946254012724048,"0"
"103","burned",0.756154372,0.200789634,1241.300164,1097.594334,1.103440046,3076.923784,"12",26.24107143,32.52380952,11.64666667,91.64236811,297.5375231,1099.973239,0.997272087099932,"1"
"104","burned",2.232630844,0.338089517,5399.728504,1437.95354,0.48012501,4541.169529,"12",23.99583333,46.94642857,11.95422619,89.99113675,289.2230637,998.6973997,0.910751325902712,"1"
"105","burned",1.709521918,0.229096552,1269.63207,1844.057128,1.103440046,2087.912751,"4",26.24107143,32.52380952,11.64666667,91.64236811,297.5375231,1099.973239,0.999241406040826,"0"
"106","burned",1.681652497,0.313900545,853.0330956,1942.563372,1.103440046,4032.222932,"4",26.24107143,32.52380952,11.64666667,91.64236811,297.5375231,1099.973239,0.996604383784533,"0"
"107","burned",2.264135878,0.28787422,7433.673557,301.2765239,0.48012501,4496.646475,"15",27.87202381,36.36309524,9.829553571,91.83687128,307.3618328,1118.334471,0.989680556881308,"1"
"108","burned",2.504910238,0.415498472,828.3430728,302.5865552,0.802272975,701.1558306,"4",30.15803571,33.35119048,15.86294643,92.23186003,334.0342395,1168.728918,0.964989146139968,"0"
"109","burned",1.68103725,0.401742199,8747.411656,466.1046691,0.48012501,2932.409303,"4",26.72619048,32.75595238,10.93133929,91.7369929,300.8701265,1105.987953,0.98540037460315,"1"
"110","burned",2.55369657,0.458179551,230.5520617,202.0665097,0.802272975,632.8518776,"4",30.15803571,33.35119048,15.86294643,92.23186003,334.0342395,1168.728918,0.932937773586258,"0"
"111","burned",1.540774474,0.745119718,1544.252206,210.135335,0.802272975,746.8718236,"4",25.08005952,64.79761905,9.069791667,86.56700329,19.37956402,138.5067964,0.0492970720487125,"0"
"112","burned",3.460551644,0.215362915,5040.270418,948.4819119,0.48012501,3442.296045,"12",23.78541667,40.9702381,9.771904762,90.85574577,210.3786223,807.2194354,0.99426585525935,"0"
"113","burned",1.488124781,0.218393447,9746.8513,710.3921171,0.48012501,3534.81434,"4",26.72619048,32.75595238,10.93133929,91.7369929,300.8701265,1105.987953,0.999165965231197,"0"
"114","burned",2.529555289,0.258885988,10280.98871,584.0984121,0.48012501,2329.635169,"4",26.72619048,32.75595238,10.93133929,91.7369929,300.8701265,1105.987953,0.99837316065819,"0"
"115","burned",2.007088565,0.449000592,1956.62392,1363.596482,0.802272975,993.8443474,"4",23.69761905,37.22619048,10.4727381,90.83488633,198.8010286,780.1171497,0.978538414303851,"0"
"116","burned",3.813754668,0.326697698,5608.489339,228.4405851,0.48012501,2513.450333,"12",23.13154762,51.86904762,11.68702381,89.23212034,179.724827,736.0500247,0.916290599731294,"1"
"117","burned",1.894899796,0.359522026,878.0944,2015.874036,1.103440046,4204.637705,"4",26.24107143,32.52380952,11.64666667,91.64236811,297.5375231,1099.973239,0.992851714736217,"1"
"118","burned",2.665895881,0.3537746,8674.951038,600.863022,0.48012501,2554.084806,"12",27.34196429,36.6875,11.73315476,91.78692385,304.0774279,1112.113507,0.948497219202162,"0"
"119","not-burned",1.84049537,0.682103105,223.3827887,226.6791078,1.859779914,749.8294702,"4",21.30051876,66.00554298,13.1733265,66.45341493,54.30083794,512.1685991,0.00301505062562926,"0"
"120","not-burned",2.601360595,0.505386655,6717.362297,199.3261904,0.802272975,10073.20807,"12",22.68238123,55.15564929,6.478001961,48.46765602,116.7494129,666.5927702,0.000244629619075342,"0"
"121","not-burned",4.623767532,0.551201095,6432.147511,216.4140086,0.802272975,7624.329235,"4",26.68648246,67.11150289,13.80121048,92.07879208,8.805556568,475.0606032,0.523857274829023,"1"
"122","not-burned",1.59430614,0.50818554,5516.454154,1000.291735,0.48012501,5519.629208,"12",23.91094397,58.14813151,12.65755311,76.34468926,169.6027909,235.5296589,0.0152710877582645,"1"
"123","not-burned",1.109212586,0.391605197,2942.259492,2579.282139,0.802272975,8461.840988,"12",25.40548503,80.930944,8.857613969,37.91445456,19.40239867,524.1354487,9.76063178680717e-05,"1"
"124","not-burned",1.22099817,0.593182202,204.146256,424.6504261,1.103440046,720.6710017,"4",20.14992547,67.37904596,10.81640798,36.27651533,212.8774139,92.15904161,5.94809699592389e-06,"0"
"125","not-burned",1.685226245,0.618015455,1445.098527,797.9407486,1.103440046,2231.279435,"4",21.04261929,57.22109409,11.63185927,71.54637234,108.5089188,830.5685534,0.0448901629075681,"0"
"126","not-burned",1.54278878,0.626365459,5223.338157,1090.118929,1.103440046,4666.974743,"4",25.58677743,31.05380031,6.246128484,49.84915203,172.8334521,1003.599756,0.00212500379072737,"0"
"127","not-burned",0.972304718,0.534346656,4137.379219,1547.783375,0.802272975,6739.319362,"12",24.85369871,95.1584472,8.050372344,41.06173611,23.81015036,986.0145102,2.10848071318853e-05,"0"
"128","not-burned",1.952003078,0.653592691,4553.479645,2331.049571,0.672481,7948.568275,"4",26.40726472,64.91329143,13.77228229,69.7405675,91.88641138,179.3307859,0.00181254174017326,"0"
"129","not-burned",0.936338778,0.595362481,5695.455133,2347.567685,0.48012501,10566.17995,"4",22.00482348,44.07014933,12.25540073,57.07096822,161.751198,943.988089,0.00355835477853231,"0"
"130","not-burned",2.110906879,0.551215461,1551.191483,2502.191354,2.220340014,1975.55529,"4",20.47588768,83.36891901,4.841584106,43.62048151,3.512948694,246.1053932,0.000251630895767413,"0"
"131","not-burned",1.151644751,0.454418737,1594.213333,2020.318234,0.48012501,10902.28407,"12",23.02089769,37.82742917,15.97218789,16.33079998,130.3853275,564.11965,1.19119635730708e-06,"0"
"132","not-burned",1.748733853,0.608083334,3159.065422,336.4390017,1.103440046,2656.693484,"4",24.11101426,94.66297985,9.137324994,72.22569461,86.34737364,538.6563414,0.00478122634548748,"0"
"133","not-burned",2.202375842,0.504773315,14404.59807,255.5065507,2.507019997,686.3782046,"4",25.29398311,69.11557914,5.36575117,77.55520486,138.8603103,1020.319959,0.401182639055757,"1"
"134","burned",1.602285265,0.451094269,5657.853685,1624.049512,2.220340014,4904.624752,"4",27.25178571,36.20535714,10.0972619,91.69763082,205.1273435,987.8643571,0.978882049474664,"0"
"135","burned",1.768733377,0.715086085,301.2109621,123.8028451,0.802272975,356.3573111,"4",24.6014881,59.75297619,8.467589286,86.8619262,50.0101189,295.1293309,0.115585014624364,"0"
"136","burned",4.327410819,0.387186737,15888.00565,1653.291663,2.507019997,4445.192559,"4",27.28839286,44.60416667,7.13577381,90.05215771,157.7042477,857.8884999,0.984604910493618,"0"
"137","burned",0.818459325,0.543926737,9662.597248,1344.231167,0.672481,1993.499619,"9",21.29166667,54.83333333,10.04217262,88.28585273,114.3619482,577.1711558,0.839879704585865,"0"
"138","burned",2.817204067,0.43158902,9594.580135,388.0219124,2.364119125,4095.026971,"12",28.69196429,36.10416667,10.7722619,92.02217456,183.0933134,943.5466606,0.905300582894834,"0"
"139","burned",2.182275183,0.533948815,12792.68297,120.6599454,2.276500557,1076.949984,"4",25.66934524,42.3422619,14.76116071,89.96703116,107.6931251,739.4702499,0.875622732765044,"0"
"140","burned",1.127975578,0.291031228,1276.208214,3494.362788,0.895577013,9533.361903,"15",24.60625,79.88392857,5.048005952,72.2639691,4.708406366,44.73162162,0.384692432121187,"0"
"141","burned",1.189226519,0.455295148,1398.682723,273.8550012,0.802272975,5326.242667,"12",27.51458333,41.27380952,12.45544643,91.64772934,201.9061697,981.7550356,0.805613537971726,"0"
"142","burned",1.863148594,0.509308548,11769.78447,342.7125007,2.507019997,481.7599064,"4",22.95029762,43.52083333,9.864434524,90.06199202,139.970687,817.0730892,0.948727310100952,"0"
"143","burned",0.956920916,0.301525943,2522.082065,1550.191805,0.895577013,8389.394107,"41",24.78630952,79.49702381,5.50202381,50.39813662,5.154582786,575.6573665,2.57960697680319e-08,"0"
"144","burned",2.794755915,0.370495586,9911.955832,767.320509,2.507019997,3790.466362,"4",28.69196429,36.10416667,10.7722619,92.02217456,183.0933134,943.5466606,0.992915560305578,"0"
"145","burned",5.1219437,0.354305765,16044.17956,1085.968723,2.507019997,3962.674423,"4",27.28839286,44.60416667,7.13577381,90.05215771,157.7042477,857.8884999,0.989368050574737,"0"
