"","HAS_FIRE","Slope","NDVI","Road","Hydrography","Pop_dens","Ocupations","LULC","Temperature","RH","Wind Speed","FMC","DMC","DC","Prob_fogo","HasFire_Predict"
"146","burned",2.202861466,0.435975147,12668.94878,463.5089315,2.507019997,332.9711923,"4",22.95029762,43.52083333,9.864434524,90.06199202,139.970687,817.0730892,0.982989420872183,"0"
"147","burned",1.490276285,0.468527649,803.2745195,209.7074559,0.802272975,5671.971846,"4",27.51458333,41.27380952,12.45544643,91.64772934,201.9061697,981.7550356,0.941010295231349,"0"
"148","burned",2.186101348,0.34515753,9584.708608,264.3677998,2.00223027,4211.647236,"12",28.69196429,36.10416667,10.7722619,92.02217456,183.0933134,943.5466606,0.97498328627195,"0"
"149","not-burned",1.484327245,0.592365537,503.4882652,175.6715932,0.672481,582.1271437,"4",24.17936123,47.583481,14.98504003,64.07864656,81.66318293,1013.978479,0.030711958293114,"0"
"150","not-burned",1.35164539,0.475568883,5660.816163,1963.412476,0.48012501,10323.57841,"12",22.31524127,30.46309629,9.35687453,48.37231893,81.19636685,732.5152384,0.00278256826447428,"0"
"151","not-burned",1.848415146,0.476431245,2519.002907,273.709201,0.48012501,12125.105,"12",22.18975354,39.42643972,7.769192421,25.91947179,91.12772784,74.31048451,4.15061675273439e-06,"0"
"152","not-burned",2.211678271,0.503211894,9145.23641,1394.890006,0.802272975,5473.040489,"12",29.88565275,36.96999608,19.66418278,21.90609119,121.7018128,518.7854114,1.07203510919608e-06,"0"
"153","not-burned",2.854242725,0.668457754,580.969993,221.4962091,0.802272975,3694.6588,"4",24.94627335,44.14629301,7.01032662,28.24703979,24.32993447,359.117229,6.37405989459012e-06,"0"
"154","not-burned",1.65563757,0.541833321,11148.86399,330.7442342,0.48012501,470.5004703,"4",21.99444256,74.40172292,3.98297887,77.77604985,112.1777715,26.47206848,0.0907052797295725,"0"
"155","not-burned",3.289253014,0.555101089,11894.67237,104.9068563,2.507019997,1830.736961,"4",23.46824823,34.23676801,6.152390139,70.82417218,143.7312553,641.7598672,0.19296652233426,"0"
"156","not-burned",2.291869457,0.577933315,1359.076758,365.2355414,1.103440046,2193.39419,"4",28.87466178,40.46814665,8.105914933,89.04633951,251.5369344,883.8366036,0.643340165039293,"0"
"157","not-burned",4.432079616,0.573497899,6659.026416,305.9799644,0.48012501,6812.999127,"4",20.0236908,86.49435661,18.64538358,42.7030605,88.06250544,683.0008785,1.28783462928711e-05,"0"
"158","not-burned",2.60650709,0.565516659,5220.101508,272.3656457,1.103440046,5186.219128,"4",29.35607406,81.55825786,2.994283815,92.56598141,98.71243621,266.7704282,0.347248640174968,"0"
"159","not-burned",2.598112804,0.46749776,7223.365643,371.3186039,0.48012501,2622.83504,"12",22.61982859,38.65216708,7.640609839,67.31161558,207.3175553,512.6741286,0.0320469487098154,"0"
"160","not-burned",6.447050911,0.632269021,4461.637421,184.3242756,0.48012501,8029.349787,"4",20.6048728,58.44828199,6.876990167,55.1609992,54.91592413,263.8891621,0.000358682918881467,"0"
"161","not-burned",2.30415432,0.52916144,12903.15313,805.282447,2.507019997,5681.085419,"4",27.49393326,61.5702613,7.949222995,86.3713684,120.8719435,678.6880991,0.535462503576046,"0"
"162","not-burned",2.053763965,0.63398451,2396.734067,979.2137892,1.103440046,6294.594704,"4",19.37824656,41.38091242,10.9276936,91.04591815,89.28758266,723.9625467,0.762187929105784,"0"
"163","not-burned",5.00299612,0.604896409,11292.01215,160.5475367,2.507019997,2144.619318,"4",20.4381706,70.95198226,11.90921337,85.575209,236.7564511,241.2894304,0.0311406842743611,"0"
"164","not-burned",2.232621892,0.58185999,15392.58643,319.45303,2.507019997,752.8509012,"4",24.8109544,76.01178391,3.189162378,59.89854427,249.4305699,314.9257131,0.000631900009756257,"0"
"165","not-burned",1.598276627,0.630980947,1947.632833,584.6283694,0.802272975,3263.95172,"4",20.21934139,87.94793499,9.794570093,90.36780106,214.7173505,100.1143044,0.0339128089658863,"0"
"166","not-burned",1.336186723,0.365726656,460.2746947,1815.733762,0.48012501,9670.148488,"12",29.52973329,85.29623656,10.31316973,72.49234245,256.1397888,271.3263441,0.00501454286395432,"0"
"167","not-burned",0.825878765,0.546857131,2593.778782,1985.502463,2.220340014,2442.532336,"4",21.05817617,89.83693121,16.42956369,68.38538774,254.5863612,322.7500844,0.00126591682313178,"0"
"168","not-burned",1.010663031,0.569503914,2746.825229,2710.540363,0.802272975,5468.68966,"4",22.52595902,33.4592504,8.775409827,50.79538848,79.26849565,913.8652602,0.0120118511295724,"0"
"169","not-burned",2.561190153,0.568049984,10534.10713,400.2190469,0.802272975,7030.973038,"4",24.85537939,30.98791521,6.631808493,39.63396517,232.5586677,601.0036976,0.000139254116565196,"0"
"170","not-burned",3.625092756,0.518026173,13231.5973,196.1769126,2.507019997,5567.405268,"4",27.89377529,55.58889571,5.759119313,33.76256863,195.4935658,775.1553642,3.70098354744635e-05,"0"
"171","not-burned",1.888627036,0.570501187,4130.19905,1185.748811,0.802272975,3069.8363,"4",23.50421371,87.23629816,14.25136973,27.84669582,5.180989288,322.3665457,1.98291140950189e-06,"0"
"172","not-burned",2.221983588,0.507798711,3225.179443,324.5754749,0.48012501,1990.220206,"12",24.34903237,52.07261652,18.73536284,37.86080478,42.31099543,525.8511429,3.45929903332792e-05,"0"
"173","not-burned",0.992646789,0.498191094,3950.638379,577.1532269,0.48012501,6932.295192,"12",28.89730785,67.02279505,15.23112071,27.66970056,39.69132845,489.9876488,1.69048837739526e-06,"0"
"174","not-burned",1.304085176,0.65954777,2438.684701,376.1371335,0.802272975,6211.054167,"4",24.08666794,87.08152719,4.275463843,66.10690176,85.88714027,278.8478531,0.000746630066448671,"0"
"175","not-burned",4.609839451,0.590473788,8348.1712,262.9632304,0.802272975,9451.681105,"4",20.77619296,86.44188021,18.90533354,60.59809476,100.2100181,965.1047636,0.000344939310548328,"0"
"176","not-burned",3.237889823,0.453590611,6324.438141,720.3587016,0.48012501,2198.429621,"12",26.46949563,84.3162821,19.26017198,36.07825452,125.0201428,208.5193845,2.00225714199528e-06,"0"
"177","burned",2.458239938,0.385918706,4494.319358,406.7184375,2.220340014,373.6664674,"12",29.31458333,30,12.23943452,92.71943402,64.80779643,612.6605032,0.983451011642235,"0"
"178","burned",1.172192751,0.486177032,1026.36567,600.4858727,0.802272975,464.1130601,"4",28.93988095,36.51488095,10.16193452,92.76018173,72.0652854,625.4475389,0.984428706258101,"0"
"179","burned",1.713124361,0.611747052,2625.234918,208.6229678,2.507019997,711.8479844,"4",22.84583333,53.87797619,10.16883929,87.22851926,73.13322552,408.3639607,0.486780055024417,"0"
"180","burned",2.591941085,0.366397887,3071.230642,468.3051125,2.507019997,3099.788054,"12",26.54732143,30.56845238,10.535625,92.02932407,218.9498098,827.7004785,0.967936713720784,"0"
"181","burned",2.092531009,0.515586251,14142.10634,239.230516,1.283047694,4296.396036,"4",29.12857143,30.70238095,9.849077381,92.48310597,60.8154459,606.1798782,0.970429030028869,"0"
"182","burned",1.43922653,0.587286203,231.8833869,1114.931527,0.802272975,3856.78691,"4",28.13809524,36.6547619,12.91300595,91.25324326,199.8347921,982.3223995,0.794725518713216,"0"
"183","burned",1.796942711,0.256967571,3928.407916,111.5888673,2.507019997,3719.506368,"4",26.54732143,30.56845238,10.535625,92.02932407,218.9498098,827.7004785,0.998826956512025,"0"
"184","burned",5.900055659,0.348169303,10231.82596,1362.777696,0.802272975,7270.719212,"4",28.31369048,40.41071429,13.03104167,91.03838471,193.4011687,969.8260424,0.981710008946342,"0"
"185","burned",2.917154923,0.322122995,4624.505998,215.510076,2.507019997,3131.195503,"12",26.54732143,30.56845238,10.535625,92.02932407,218.9498098,827.7004785,0.982335563563178,"0"
"186","burned",3.08969516,0.474691962,2373.655841,283.1263523,2.507019997,2687.145553,"4",26.54732143,30.56845238,10.535625,92.02932407,218.9498098,827.7004785,0.964298428043713,"0"
"187","burned",1.812505194,0.488709552,10431.01601,225.6144047,0.802272975,6490.97329,"4",29.12857143,30.70238095,9.849077381,92.48310597,60.8154459,606.1798782,0.976585579829369,"1"
"188","burned",2.077804465,0.575713146,742.9208822,192.7329019,0.95992616,1513.330191,"4",28.13809524,36.6547619,12.91300595,91.25324326,199.8347921,982.3223995,0.823963816693362,"0"
"189","burned",1.007597924,0.606054556,444.9620674,811.8444186,0.802272975,595.8456956,"3",28.93988095,36.51488095,10.16193452,92.76018173,72.0652854,625.4475389,0.985520107247502,"0"
"190","burned",1.688717551,0.566726112,1717.914426,683.3154149,0.802272975,1297.995063,"4",30.00327381,30.67857143,6.146904762,92.76284776,226.7965277,1032.340507,0.944609587065114,"0"
"191","burned",2.990272789,0.294392272,3754.215092,344.9669705,2.507019997,2314.71217,"4",26.54732143,30.56845238,10.535625,92.02932407,218.9498098,827.7004785,0.997935456548166,"0"
"192","burned",1.687564488,0.433119343,14078.67003,772.2621908,2.507019997,2152.905424,"4",28.13809524,36.6547619,12.91300595,91.25324326,199.8347921,982.3223995,0.979233368721302,"0"
"193","burned",2.581695763,0.339801533,12034.6766,268.5440447,2.163256152,6167.190663,"12",28.31369048,40.41071429,13.03104167,91.03838471,193.4011687,969.8260424,0.945007716668176,"0"
"194","burned",1.727560142,0.328277635,10610.11296,192.3599007,0.802272975,7608.629054,"12",28.31369048,40.41071429,13.03104167,91.03838471,193.4011687,969.8260424,0.951710047157293,"0"
"195","burned",2.214378004,0.460811661,11143.64475,144.1651412,2.220340014,1903.943059,"4",28.09166667,34.0952381,9.304880952,91.65122821,209.5640062,1000.762489,0.977958085275459,"0"
"196","burned",3.247388549,0.28868482,10116.01844,305.3981628,0.802272975,7880.621916,"4",28.31369048,40.41071429,13.03104167,91.03838471,193.4011687,969.8260424,0.99353501633503,"0"
"197","burned",1.904726106,0.564691587,758.6756053,310.5340357,0.802272975,2977.589657,"4",28.13809524,36.6547619,12.91300595,91.25324326,199.8347921,982.3223995,0.83376584782094,"0"
"198","burned",2.904455618,0.533907556,1389.450638,892.2156273,2.220340014,1254.626985,"4",28.29732143,34.63988095,11.55720238,92.29906805,246.1401007,882.1486035,0.892019784750857,"0"
"199","burned",2.068597411,0.316024677,11440.71953,502.5993375,0.802272975,6569.037344,"12",28.31369048,40.41071429,13.03104167,91.03838471,193.4011687,969.8260424,0.963680516561006,"0"
"200","burned",1.955939815,0.480573797,14417.43823,593.8848372,2.507019997,2605.401138,"4",28.13809524,36.6547619,12.91300595,91.25324326,199.8347921,982.3223995,0.952748484846747,"0"
"201","burned",0.997438748,0.63407585,10385.88224,413.4582806,0.48012501,2741.65285,"4",22.13571429,53.58035714,11.38309524,87.36759022,74.72854634,413.5523893,0.376660384700482,"0"
"202","burned",1.007496965,0.494500856,306.8291894,192.345363,0.802272975,935.2593762,"4",29.31458333,30,12.23943452,92.71943402,64.80779643,612.6605032,0.983990902969713,"0"
"203","burned",1.974840559,0.522322118,12412.40022,1192.384416,0.802272975,2619.370122,"4",29.12857143,30.70238095,9.849077381,92.48310597,60.8154459,606.1798782,0.976092465671053,"1"
"204","burned",3.146316173,0.482454028,7500.38862,148.1546897,2.444404881,6394.325372,"4",23.79017857,58.32738095,11.18467262,86.95945559,142.6956485,636.8413535,0.644281957251758,"0"
