HAS_FIRE;Elevation;Slope;NDVI;Hydrography (m);Road (m);LULC;Pop. Density
1;659,0349731;1,20788002;0,46390301;1265,160034;3063,300049;3;2,220340014
1;667,1870117;1,158280015;0,428247005;1268,439941;2615,969971;3;2,220340014
1;604,9260254;2,788120031;0,286469996;85,9835968;4752,100098;3;2,220340014
1;641,6959839;3,036119938;0,513782978;323,1539917;4464,529785;3;2,220340014
1;662,6389771;3,463350058;0,492834002;1019,190002;5231,939941;3;2,220340014
1;621,9760132;3,205019951;0,43167001;30,39979935;4493,109863;3;2,220340014
1;622,7880249;2,302999973;0,481465995;1037,609985;5575,109863;3;2,220340014
1;649,6699829;1,83604002;0,449948013;978,9489746;3413,050049;3;2,220340014
1;612,9680176;3,644659996;0,446653992;42,9917984;4755,02002;4;2,220340014
1;652,6669922;2,686490059;0,478280991;1543,52002;6214,209961;3;2,220340014
1;612,2630005;4,43806982;0,44975701;231,5180054;4922,97998;3;2,220340014
1;603,1430054;1,300250053;0,429336011;163,7079926;11208,59961;4;2,220340014
1;641,6959839;3,036119938;0,513782978;323,1539917;4464,529785;3;2,220340014
1;605,2180176;2,123739958;0,425790012;598,8060303;8511,129883;3;2,220340014
1;598,723999;2,289289951;0,652970016;42,9917984;11218,59961;4;2,220340014
1;666,6589966;2,522099972;0,411045015;203,9279938;335,7770081;3;2,220340014
1;666,4840088;2,295150042;0,476301014;1091,430054;6722,75;3;2,220340014
1;666,6079712;1,480090022;0,493597001;1530,890015;7783,830078;3;2,220340014
1;794,9710083;2,057280064;0,489953995;1180,51001;1739,439941;3;2,220340014
1;634,8209839;1,089159966;0,502198994;656,2410278;7983,580078;3;2,220340014
1;657,8070068;3,236969948;0,435698986;303,9979858;2460,879883;3;2,220340014
1;622,8909912;3,495460033;0,455826014;517,6900024;8843,410156;3;2,220340014
1;657,25;1,887249947;0,414678007;538,6859741;4020,139893;3;2,220340014
1;734,6380005;24,92919922;0,504585028;1055,27002;1367,98999;2;2,220340014
1;613,4829712;2,509380102;0,44562301;448,8479919;9460,639648;3;2,220340014
1;649,4630127;2,889800072;0,418065012;386,9259949;4679,790039;3;2,220340014
1;644,2299805;0,685497999;0,498041987;864,6589966;7956,390137;3;2,220340014
1;608,8400269;1,82656002;0,39923501;371,0769958;10581,90039;3;2,220340014
1;639,4190063;0,937406003;0,451770008;641,2839966;9271,990234;3;2,220340014
1;607,1170044;2,065989971;0,420125991;364,7969971;9611,580078;3;2,220340014
1;601,2189941;0,448659003;0,698441982;85,9835968;12283,40039;4;2,220340014
1;599,9249878;2,833650112;0,513445973;42,9917984;9546,549805;3;2,220340014
1;653,5830078;2,269239902;0,530749977;1094,390015;7480,700195;3;2,220340014
1;636,0310059;2,824929953;0,437660009;881,5939941;6870,350098;3;2,220340014
1;650,2269897;1,956760049;0,482939005;1033,589966;8440,530273;3;2,220340014
1;656,1799927;0,850979984;0,476343989;280,2720032;0;3;2,220340014
1;619,2020264;1,596300006;0,427524;280,2720032;9187,980469;3;2,220340014
1;660,2709961;2,377899885;0,483532012;590,257019;1751,880005;3;2,220340014
1;665,1459961;0,378894001;0,419589013;887,8610229;1402,680054;3;2,220340014
1;660,8740234;1,310199976;0,431232989;657,6480103;7844,620117;3;2,220340014
1;654,6710205;1,040779948;0,439027995;219,2160034;2855,149902;3;2,220340014
1;664,9910278;0,999055028;0,401796013;245,0910034;245,0910034;3;2,220340014
1;662,6060181;2,473730087;0,462639987;407,8559875;2353,379883;3;2,220340014
1;631,6640015;1,612779975;0,502771974;151,9989929;5076,77002;4;2,220340014
1;640,4349976;2,537719965;0,419618994;576,7949829;1182,469971;4;2,220340014
1;611,1309814;2,075680017;0,394176006;212,798996;9125,80957;3;2,220340014
1;616,4000244;1,350980043;0,419559985;243,197998;8437,19043;3;2,220340014
1;602,3969727;1,511010051;0,494403005;354,5190125;12961,90039;4;2,507019997
1;652,2379761;2,221120119;0,414398015;0;203,9279938;4;2,220340014
1;654,0170288;3,009040117;0,462738991;1369,339966;7935,799805;3;2,220340014
1;601,0280151;1,957209945;0,298193991;171,9669952;10814,59961;3;2,220340014
1;639,3909912;1,814779997;0,464581013;742,1539917;9923,799805;3;2,220340014
1;644,276001;1,81596005;0,433288991;844,6550293;8652,839844;3;2,220340014
1;614,4559937;0,739938021;0,414866;380,9079895;11978,09961;3;2,220340014
1;644,276001;1,81596005;0,433288991;844,6550293;8652,839844;3;2,220340014
1;641,7189941;1,748669982;0,389548004;128,9750061;1915,189941;3;2,220340014
1;635,7390137;0,570707977;0,473320991;558,065979;10946,59961;3;2,220340014
1;676,4819946;1,029549956;0,466396987;804,8770142;3303,659912;3;2,220340014
1;611,1810303;0,783752978;0,455722004;730,8610229;11891,90039;3;2,220340014
1;676,4819946;1,029549956;0,466396987;804,8770142;3303,659912;3;2,220340014
1;630,5900269;2,093209982;0,416274995;323,1539917;10550,2998;3;2,220340014
1;608,4940186;0,981599987;0,446619004;214,9589996;14150,2998;3;2,507019997
1;648,6199951;2,761080027;0,483529001;709,6900024;1408,27002;3;2,220340014
1;643,7730103;1,854719996;0,397175997;323,1539917;1999,22998;3;2,220340014
1;603,0629883;0,357284993;0,480468005;30,39979935;11368,7998;3;2,220340014
1;614,4559937;0,739938021;0,414866;380,9079895;11978,09961;3;2,220340014
1;606,8930054;2,050009966;0,406825989;30,39979935;7712,97998;4;2,220340014
1;638,3070068;2,966120005;0,419173986;271,9039917;911,9940186;3;2,220340014
1;614,3740234;3,695300102;0,482450008;121,598999;7314,419922;3;2,220340014
1;604,1790161;1,245429993;0,618991971;151,9989929;8228,469727;4;2,220340014
1;608,5319824;2,03144002;0,375647992;155,0090027;9106,200195;3;2,220340014
1;601,3380127;2,556829929;0,507848024;60,79959869;8592,820313;4;2,220340014
1;608,1890259;2,454169989;0,412891001;91,19940186;8085,200195;3;2,220340014
1;607,7470093;1,289019942;0,552448988;463,0360107;12720,2002;4;2,507019997
1;599,684021;2,435630083;0,730377018;0;12867,90039;4;2,507019997
1;607,7470093;1,289019942;0,552448988;463,0360107;12720,2002;4;2,507019997
1;652,5720215;0,752351999;0,433705002;1046,040039;8360,830078;3;2,220340014
1;599,2949829;2,523669958;0,384449005;42,9917984;9416,139648;4;2,220340014
1;610,2860107;3,13421011;0,381696999;91,19940186;7758,620117;3;2,220340014
1;644,3790283;1,793329954;0,423729002;280,2720032;1846,150024;3;2,220340014
1;676,3339844;1,071799994;0,429331988;1074,359985;2257,169922;3;2,220340014
1;646,5159912;1,979760051;0,429740012;155,0090027;1585,459961;3;2,220340014
1;663,8460083;2,24612999;0,465180993;699,8560181;2007,540039;3;2,220340014
1;598,1489868;1,133280039;0,497361988;288,3980103;9545,969727;4;2,220340014
1;595,0510254;1,018749952;0,558876991;334,3980103;9920,580078;4;2,220340014
1;604,9879761;2,286689997;0,49220401;163,7079926;12748;3;2,220340014
1;662,882019;2,824620008;0,491201997;615,5490112;1823,98999;3;2,220340014
1;661,2600098;2,884219885;0,425623;367,321991;2518,780029;3;2,220340014
1;595,3129883;1,783579946;0,431095988;60,79959869;9795,530273;4;2,220340014
1;597,0930176;0,499092996;0,547562003;67,97599792;12559,40039;4;2,220340014
1;664,0159912;1,163930058;0,409177989;864,1240234;2926,290039;3;2,220340014
1;597,25;1,067939997;0,503320992;0;12966;4;2,220340014
1;611,0280151;3,200129986;0,445003986;60,79959869;7410,189941;3;2,220340014
1;684,5150146;6,230010033;0,418826997;638,3959961;2390,780029;2;2,220340014
1;671,6430054;1,732329965;0,43838799;652,7109985;2408,5;3;2,220340014
1;647,0700073;1,880470037;0,416563004;475,8320007;4484,049805;3;2,220340014
1;658,9429932;2,51680994;0,460332006;730,8610229;4388,109863;3;2,220340014
1;647,5410156;1,929669976;0,46952799;734,6439819;4651,27002;3;2,220340014
1;640,7059937;3,812190056;0,42701599;560,5440063;4902,009766;3;2,220340014
1;687,0949707;1,738270044;0,430247009;984,5969849;2097,590088;2;2,220340014
1;769,7490234;7,352240086;0,489706993;816,8439941;2492,780029;2;2,220340014
1;688,6119995;1,370959997;0,431326002;1180,51001;1915,189941;3;2,220340014
1;676,9180298;0,381653011;0,444824994;1061,819946;1960,72998;3;2,220340014
1;669,1640015;1,910509944;0,430898994;429,9179993;2681,389893;3;2,220340014
1;619,5339966;3,594269991;0,445596993;60,79959869;5996,470215;3;2,220340014
1;674,1779785;1,938570023;0,429224998;1189,089966;1795,900024;3;2,220340014
1;658,2789917;1,604349971;0,416317999;125,3420029;3349,090088;3;2,220340014
1;672,2520142;2,044909954;0,467287004;683,1500244;3709,27002;3;2,220340014
1;618,8549805;2,423110008;0,493620008;614,7979736;13466,7002;3;2,507019997
1;656,5999756;1,939900041;0,431331009;163,7079926;3439,340088;3;2,220340014
1;672,0440063;1,679759979;0,461962014;1037,609985;1885,030029;3;2,220340014
1;653,8980103;1,364030004;0,460209012;1019,190002;4450,950195;3;2,220340014
1;675,2360229;0,190390006;0,436392993;797,9580078;2232,469971;3;2,220340014
1;650,1729736;1,383659959;0,405503988;745,2600098;4685,120117;3;2,220340014
1;657,9130249;1,785940051;0,425594985;0;3410,199951;3;2,220340014
1;635,8839722;1,112429976;0,431567997;317,3829956;5108,609863;3;2,220340014
1;656,8339844;1,653740048;0,416009992;151,9989929;3409,25;3;2,220340014
1;661,6489868;3,163290024;0,443468988;438,4320068;3823,72998;3;2,220340014
1;685,7009888;1,98514998;0,455475003;1035,380005;2021,069946;3;2,220340014
1;626,6389771;2,614530087;0,493193001;121,598999;5355,890137;3;2,220340014
1;660,3530273;3,155100107;0,444458991;422,3269958;3793,52002;3;2,220340014
1;646,9390259;3,711090088;0,439429998;644,8770142;4624,370117;3;2,220340014
1;639,8070068;2,890170097;0,448574007;346,6109924;5046,459961;3;2,220340014
1;662,0700073;1,15260005;0,45499;924,5739746;4196,930176;3;2,220340014
1;680,3759766;7,373139858;0,437458992;1109,48999;1909,150024;3;2,220340014
1;778,3850098;7,254670143;0,483684987;938,4630127;2675,179932;2;2,220340014
1;655,2659912;3,001529932;0,447919011;280,2720032;3818,290039;3;2,220340014
1;652,8950195;2,27493;0,427870005;1454,75;12490;3;2,507019997
1;654,5930176;1,754009962;0,469884992;1414,160034;12588,5;3;2,507019997
1;618,0460205;0,861805022;0,518344998;395,196991;11858,5;3;2,507019997
1;628,1630249;1,889119983;0,501269996;460,0320129;14966,90039;3;2,507019997
1;654,3530273;2,409080029;0,468897015;1504,709961;12331,40039;3;2,507019997
1;801,0830078;0,453166008;0,557008028;1964,48999;4228,189941;1;2,220340014
1;798,125;0,329937011;0,571452975;1570,530029;2212,51001;1;2,220340014
1;621,0380249;1,172119975;0,456674993;623,7520142;15379,7998;3;2,507019997
1;647,2310181;1,320619941;0,436071008;1192,199951;10272,5;3;2,220340014
1;652,5689697;1,101400018;0,501928985;135,9519958;501,3659973;4;2,220340014
1;638,1480103;2,295559883;0,451041013;212,798996;7971,759766;3;2,220340014
1;623,6939697;3,925649881;0,412625015;109,6080017;10615,7998;4;0,802272975
1;632,5960083;1,161370039;0,478951007;924,5739746;13611,7002;3;2,507019997
1;635,9539795;3,123549938;0,447759002;978,9489746;11550,5;3;2,507019997
1;614,1859741;0,484800011;0,511300981;231,5180054;11736,7002;4;2,507019997
1;617,2230225;1,519440055;0,670562983;245,0910034;11085,59961;4;2,220340014
1;621,4509888;1,04858005;0,489234;30,39979935;10673,2002;4;2,507019997
1;630,2789917;0,874665022;0,586661994;243,197998;8723,040039;4;2,220340014
1;621,1699829;0,639999986;0,68039602;280,2720032;10868,7002;4;2,507019997
1;679,4370117;2,566679955;0,442950994;380,9079895;6386,709961;3;2,220340014
1;632,5960083;1,161370039;0,478951007;924,5739746;13611,7002;3;2,507019997
1;626,4550171;3,128249884;0,392459989;30,39979935;10579,2998;4;2,507019997
1;619,776001;0,430510014;0,591565013;386,9259949;11223,59961;4;2,507019997
1;800,9249878;0,919454992;0,554731011;1332,400024;4855,790039;1;2,220340014
1;614,5540161;1,292709947;0,572445989;214,9589996;11447,40039;4;2,507019997
1;662,0980225;2,549479961;0,416503996;1788,430054;12822,90039;3;2,507019997
1;624,9520264;1,495679975;0,448900014;451,9249878;16329;3;2,507019997
1;656,9299927;2,747659922;0,473338008;1728,25;13203,59961;3;2,507019997
1;619,9329834;0,600600004;0,586161017;408,9869995;11247,90039;4;2,507019997
1;672,2540283;0,706075013;0,411172986;1961,910034;8774,589844;3;2,220340014
1;639,5009766;1,123350024;0,463176996;1290,469971;14761,7002;3;2,507019997
1;651,5499878;2,519119978;0,464974999;1550,390015;13491,09961;3;2,507019997
1;790,6389771;4,751520157;0,458393991;1069,189941;4489,399902;2;2,220340014
1;638,7600098;0,443102986;0,48635;1397,400024;14652,09961;3;2,507019997
1;623,4450073;0,778333008;0,511063993;666,7189941;11563,2002;3;2,507019997
1;669,71698;1,093009949;0,467974991;1311,430054;9544,570313;3;2,220340014
1;647,1030273;0,826004028;0,458068997;1417,099976;10198,40039;3;2,220340014
1;745,7160034;13,0763998;0,486119986;944,3530273;6362,569824;2;2,220340014
1;629,8930054;1,690389991;0,453197986;683,1500244;13587,2002;3;2,507019997
1;657,7670288;1,435310006;0,423121005;171,9669952;7641,47998;3;2,220340014
1;598,7470093;2,383130074;0,368741989;42,9917984;14866,7002;4;2,507019997
1;801,2379761;1,41328001;0,549534023;1424,900024;4623,27002;3;2,220340014
1;797,8270264;1,693719983;0,527849019;773,8519897;5038,669922;3;2,220340014
1;800,8179932;0,477385998;0,547545016;1621,47998;4408,390137;3;2,220340014
1;643,3930054;2,348170042;0,414629012;1074,790039;10446,90039;3;2,220340014
1;800,4249878;0,359925002;0,54330498;1893,589966;4412,580078;1;2,220340014
1;680,3759766;9,899860382;0,470135987;486,3970032;6432,47998;2;2,220340014
1;801,9699707;1,034999967;0,541319013;856,6060181;5266,279785;3;2,220340014
1;656,6710205;2,671309948;0,453898996;1487,109985;9887,929688;3;2,220340014
1;762,1480103;14,32940006;0,494764;881,5939941;6633,709961;2;2,220340014
1;802,7810059;1,475900054;0,539790988;864,6589966;5173,680176;3;2,220340014
1;799,3660278;0,924763024;0,575891972;2421,320068;3258,879883;1;2,220340014
1;801,9229736;0,856490016;0,555226982;1305,780029;4756,379883;1;2,220340014
1;800,9229736;0,537842989;0,558324993;1144,73999;2352,01001;3;2,220340014
1;779,5739746;17,09000015;0,512485027;1365,619995;3908,709961;2;2,220340014
1;603,0780029;0,35552901;0,462208986;182,3990021;14903,2002;4;2,507019997
1;777,7620239;12,20219994;0,511089981;448,8479919;5716,620117;2;2,220340014
1;659,3969727;1,083349943;0,404799014;182,3990021;5546,609863;3;2,220340014
1;643,8150024;0,783757985;0,611198008;435,2590027;7450,430176;4;2,220340014
1;784,434021;4,368730068;0,507044017;707,0809937;1517,859985;2;2,220340014
1;800,4890137;0,944992006;0,556520998;1377,420044;2413,870117;3;2,220340014
1;644,1900024;1,006989956;0,481153995;328,8240051;9009,120117;3;2,220340014
1;798,9140015;0,166828007;0,480307013;858,2219849;5541,27002;3;2,220340014
1;699,6329956;15,23789978;0,598356009;455,9970093;601,8850098;2;2,220340014
1;659,6439819;3,728810072;0,426995009;1337,939941;8507,870117;3;2,220340014
1;656,9630127;2,640300035;0,441350996;762,4229736;4555,609863;3;2,220340014
1;698,1290283;0,860302985;0,498858988;577,5960083;519,4719849;3;2,220340014
1;784,7189941;3,010780096;0,463057995;1469,290039;1361,219971;2;2,220340014
1;611,8670044;4,007349968;0,421117008;310,0180054;12192,09961;4;2,507019997
1;656,677002;3,523659945;0,352564007;42,9917984;271,9039917;4;2,220340014
1;659,6439819;3,728810072;0,426995009;1337,939941;8507,870117;3;2,220340014
1;679,5609741;1,976840019;0,503280997;128,9750061;91,19940186;3;2,220340014
1;667,0689697;2,700700045;0,408775985;1770,77002;9213,139648;3;2,220340014
1;640,2160034;1,785240054;0,420103997;687,8690186;9924,169922;3;2,220340014
1;727,7949829;19,91950035;0,457296997;1163,959961;838,6160278;2;2,220340014
1;682,552002;1,245390058;0,448605001;779,2080078;639,1190186;3;2,220340014
1;672,723999;0,538051009;0;1482,439941;894,085022;0;0
1;664,5079956;0,550375998;0,422066987;897,6950073;237,4299927;3;2,220340014
1;639,8699951;0,997289002;0,614369988;151,9989929;607,9959717;4;2,220340014
1;635,5640259;2,07565999;0,453494012;605,7119751;14384;3;2,507019997
1;650,4310303;4,101270199;0,429973006;1282,569946;13297,2002;3;2,507019997
1;632,5059814;1,043990016;0,445003986;674,9849854;11652,7998;3;2,507019997
1;660,96698;1,391849995;0,446240008;851,1939697;4355,240234;3;2,220340014
1;618,9920044;2,196310043;0,556321979;30,39979935;9829,709961;4;2,220340014
1;627,7319946;1,977830052;0,498266011;775,0460205;13327,7002;3;2,507019997
1;628,2940063;4,123149872;0,438315004;30,39979935;10512,5;4;2,507019997
1;648,7459717;1,931630015;0,414245993;577,5960083;7966,370117;3;2,220340014
1;655,177002;2,410170078;0,456726015;1631,420044;13441,59961;3;2,507019997
1;621,5969849;3,270319939;0,524159014;515,9019775;11334,2002;3;2,507019997
1;616,0419922;0,630514026;0,531979978;109,6080017;10950,7002;4;2,507019997
1;641,2210083;1,408699989;0,49713701;1128,47998;11808;3;2,507019997
1;660,572998;2,274509907;0,460310012;1010,539978;8769,330078;3;2,220340014
1;655,539978;1,270300031;0,437379986;936,4910278;6880,029785;4;2,220340014
1;601,3540039;0,92870599;0,525765002;135,9519958;15054;4;2,507019997
1;649,348999;3,8829;0,47409299;1386,439941;12731,5;3;2,507019997
1;658,1489868;1,980340004;0,406495005;303,9979858;7674,310059;3;2,220340014
1;781,9879761;5,49435997;0,472941995;1821,959961;7520,490234;2;2,220340014
1;637,5770264;2,619100094;0,444909006;997,1870117;11572,7998;3;2,507019997
1;655,177002;2,410170078;0,456726015;1631,420044;13441,59961;3;2,507019997
1;621,0170288;3,373670101;0,435252994;327,4159851;13901,2998;3;2,507019997
1;632,651001;0,738470972;0,476830989;725,1480103;13779;3;2,507019997
1;660,0859985;1,191159964;0,490837991;1686,300049;12360,2998;3;2,507019997
1;627,1810303;1,532279968;0,553022027;85,9835968;9636,299805;4;2,220340014
1;794,8980103;1,887529969;0,49613601;623,7520142;1530,890015;3;2,220340014
1;621,4719849;1,81843996;0,501941025;346,6109924;16440,59961;3;2,507019997
1;635,6010132;0,845278978;0,362917989;851,1939697;10369,90039;1;2,220340014
1;658,9539795;1,075219989;0,430323988;30,39979935;7327,930176;3;2,220340014
1;723,0679932;21,27400017;0,499830008;109,6080017;598,8060303;2;2,220340014
1;665,6300049;2,381309986;0,422491997;1876,189941;8497,269531;3;2,220340014
1;618,2440186;1,704530001;0,430395007;135,9519958;16698,59961;3;2,507019997
1;665,0980225;2,055599928;0,382972002;121,598999;6501,290039;3;2,220340014
1;598,4780273;0,345232993;0,311141014;30,39979935;14932,09961;4;2,507019997
1;625,0360107;0,508624017;0,478329986;623,7520142;13478,40039;3;2,507019997
1;670,6779785;0,658074021;0,461245;425,5969849;305,5140076;3;2,220340014
1;702,0499878;21,52140045;0,491798013;1884,300049;7944,819824;2;2,220340014
1;776,6560059;2,505340099;0,450677991;389,3070068;1155,589966;2;2,220340014
1;784,7189941;3,010780096;0,463057995;1469,290039;1361,219971;2;2,220340014
1;656,5390015;1,307340026;0,422641009;1375,73999;9876,94043;3;2,220340014
1;800,7139893;0,600995004;0,544291973;1139,48999;2344,72998;3;2,220340014
1;640,2739868;0,995148003;0,462110996;1019,640015;11063;3;2,220340014
1;802,6409912;0,612788022;0,563897014;1032,699951;1877,910034;3;2,220340014
1;801,96698;0,113394;0,56595403;1346,540039;2273,689941;3;2,220340014
1;643,4609985;3,09217;0,431989998;689,2109985;9537,830078;3;2,220340014
1;681,5540161;3,542269945;0,427239001;463,0360107;685,8510132;3;2,220340014
1;800,8460083;1,827419996;0,574096024;740,28302;1946,540039;3;2,220340014
1;777,0709839;2,281689882;0,502511024;67,97599792;1261,130005;2;2,220340014
1;619,9569702;0,247602999;0,635900021;30,39979935;10619,7998;4;2,507019997
