HAS_FIRE;Elevation;Slope;NDVI;Hydrography (m);Road (m);LULC;Pop. Density
1;722,2719727;2,619910002;0,453377008;567,914978;8510,639648;3;2,507019997
1;764,9899902;3,826790094;0,540467978;60,79959869;4965,600098;3;0,802272975
1;734,5040283;3,518249989;0,442122012;825,8449707;11069,09961;2;2,507019997
1;765,3599854;2,586819887;0,452408999;558,065979;12507,2998;3;2,507019997
1;701,5380249;1,412439942;0,406488001;0;8929,730469;4;2,507019997
1;734,315979;1,542840004;0,460774988;1117,790039;9975,80957;2;2,507019997
1;730,6610107;0,91099;0,483244985;1184,030029;9963,709961;2;2,507019997
1;696,8280029;2,844549894;0,399641991;214,9589996;9599,599609;3;0,802272975
1;696,190979;1,409790039;0,386633009;60,79959869;9378,959961;4;0,802272975
1;692,9210205;0,986950994;0,717022002;42,9917984;10265,2998;4;2,507019997
1;698,5709839;2,037319899;0,410928994;91,19940186;9212,94043;3;0,802272975
1;737,4630127;3,413460016;0,472038001;30,39979935;11264,7002;2;2,507019997
1;796,934021;3,125639915;0,413455009;395,196991;10948,09961;2;2,507019997
1;715,7780151;2,570760012;0,456463009;1139,48999;11420;3;2,507019997
1;697,1890259;3,423840046;0,584212005;0;9885,120117;4;2,507019997
1;732,257019;3,113820076;0,401095003;730,8610229;12622,5;3;2,507019997
1;794,9249878;3,812880039;0,429205;0;6181,330078;2;0,802272975
1;725,0859985;2,021270037;0,36936301;30,39979935;7989,600098;3;0,802272975
1;806,9489746;2,157259941;0,473035991;310,0180054;6248,620117;2;0,802272975
1;759,1740112;1,811890006;0,418125004;380,9079895;6527,470215;2;0,802272975
1;765,2059937;6,101270199;0,492060989;407,8559875;7152,290039;2;0,802272975
1;700,4890137;2,474050045;0,408434004;85,9835968;9359,580078;3;0,802272975
1;732,257019;3,113820076;0,401095003;730,8610229;12622,5;3;2,507019997
1;756,572998;2,446429968;0,421644986;243,197998;9891,570313;3;2,507019997
1;724,4349976;1,00462997;0,383244991;280,2720032;7696,009766;3;0,802272975
1;710,5360107;2,515759945;0,43473801;310,0180054;8844,200195;3;0,802272975
1;756,572998;2,446429968;0,421644986;243,197998;9891,570313;3;2,507019997
1;702,4260254;0,859039009;0,40319699;395,196991;9337,089844;3;0,802272975
1;713,3270264;2,352289915;0,479256988;894,085022;8052,5;3;2,507019997
1;699,2379761;1,725759983;0,381707013;257,9509888;9966,030273;2;2,507019997
1;735,3530273;1,068830013;0,491777986;1121,089966;10071,7002;3;2,507019997
1;756,572998;2,446429968;0,421644986;243,197998;9891,570313;3;2,507019997
1;732,257019;3,113820076;0,401095003;730,8610229;12622,5;3;2,507019997
1;699,5679932;1,587720037;0,393229008;271,9039917;9017,269531;3;0,802272975
1;700,6199951;1,344059944;0,403225005;305,5140076;9446,55957;3;0,802272975
1;705,1920166;2,71848011;0,443973005;67,97599792;12192,2002;3;2,507019997
1;737,875;2,389590025;0,371214986;396,3649902;13374,2998;3;2,507019997
1;715,7780151;2,570760012;0,456463009;1139,48999;11420;3;2,507019997
1;719,934021;4,902210236;0,408627987;541,2529907;9460,639648;3;2,507019997
1;724,4349976;1,00462997;0,383244991;280,2720032;7696,009766;3;0,802272975
1;804,6959839;4,009940147;0,440398008;364,7969971;6085,810059;2;0,802272975
1;697,8220215;2,550839901;0,421474993;177,2599945;9738,620117;3;0,802272975
1;759,6760254;2,852370024;0,413401008;366,0620117;13385,2998;3;2,507019997
1;715,5839844;5,816279888;0,457094014;448,8479919;12537,40039;3;2,507019997
1;734,315979;1,542840004;0,460774988;1117,790039;9975,80957;2;2,507019997
1;716,2459717;2,815579891;0,436378986;471,9320068;13372,59961;3;2,507019997
1;730,0869751;3,454760075;0,463427991;425,5969849;6430,540039;3;2,507019997
1;680,0230103;1,98676002;0,755952001;171,9669952;693,2219849;4;2,220340014
1;697,0469971;1,078469992;0,585569978;42,9917984;339,8800049;3;2,220340014
1;694,9329834;2,011620045;0,439592004;747,7360229;8979,679688;3;2,507019997
1;670,25;0,382340014;0,521111012;30,39979935;10085,09961;4;2,507019997
1;681,9580078;3,033529997;0,496978998;257,9509888;9529,160156;4;2,507019997
1;739,5949707;3,478590012;0,443217993;386,9259949;13704,2002;3;2,507019997
1;686,0969849;1,389879942;0,756132007;829,7529907;1223,569946;4;2,220340014
1;677,0770264;1,753440022;0,680725992;177,2599945;669,4860229;4;2,220340014
1;674,0939941;2,378690004;0,393561006;85,9835968;9295,980469;4;2,507019997
1;720,276001;4,694680214;0,438407004;474,8599854;12838,7002;3;2,507019997
1;738,0999756;3,566519976;0,433614999;747,7360229;13011,09961;3;2,507019997
1;717,927002;1,419839978;0,538613975;464,0329895;2312,179932;3;0,802272975
1;714,1110229;1,579869986;0,474272013;543,8079834;13196,7998;3;2,507019997
1;697,4630127;1,296280026;0,630096972;280,2720032;730,8610229;3;0,802272975
1;747,4970093;2,334670067;0,505508006;1114,890015;3920,75;3;0,802272975
1;731,8049927;2,999490023;0,456207991;882,117981;5996,240234;3;2,507019997
1;675,9379883;2,712569952;0,419916004;128,9750061;9300,650391;4;2,507019997
1;744,2130127;1,514610052;0,578952014;1459,189941;3484,459961;3;0,802272975
1;699,7999878;1,491889954;0,613503993;558,065979;531,7789917;3;0,802272975
1;674,492981;1,239629984;0,682192981;121,598999;8724,790039;4;2,507019997
1;702,4390259;1,678169966;0,406939;257,9509888;12680,90039;3;2,507019997
1;677,3989868;0,459800988;0,712140977;30,39979935;498,5939941;4;2,220340014
1;727,7449951;2,622430086;0,414813995;486,3970032;13513,7002;3;2,507019997
1;736,4229736;0,41217801;0,414018989;177,2599945;5188,040039;3;0,802272975
1;704,8460083;2,785249949;0,405775011;364,7969971;9883,860352;3;2,507019997
1;695,8850098;1,373649955;0,474054992;30,39979935;10264,40039;4;2,507019997
1;800,4500122;0,420468003;0,394820005;1676,680054;5604,540039;3;0,802272975
1;695,9400024;2,532779932;0,451586992;194,654007;9941,660156;2;2,507019997
1;735,2109985;0,991815984;0,409390002;121,598999;5856,75;3;0,802272975
1;794,2230225;4,335199833;0,486093998;560,5440063;6556,350098;2;0,802272975
1;689,8770142;3,28305006;0,353724003;85,9835968;413,4819946;3;0,802272975
1;755,9180298;1,802729964;0,458344012;530,9099731;14403,7998;3;2,507019997
1;763,7520142;1,752640009;0,539232016;667,4119873;1884,790039;3;2,220340014
1;804,007019;1,413599968;0,466392994;425,5969849;12312,90039;3;2,507019997
1;730,0640259;0,899317026;0,458981991;1139,48999;12259,59961;3;2,507019997
1;678,8449707;3,039580107;0,363290995;257,9509888;10485,09961;4;2,507019997
1;707,4869995;3,015399933;0,475849003;1012,359985;8878,669922;3;2,507019997
1;802,039978;0,650783002;0,50564599;1205,689941;6290,629883;3;0,802272975
1;696,8809814;2,470799923;0,438838005;487,3460083;11037,2002;3;2,507019997
1;674,8309937;1,242609978;0,712382019;30,39979935;8652,200195;4;2,507019997
1;742,7650146;3,430459976;0,369502008;109,6080017;5931,390137;2;0,802272975
1;711,9069824;2,470510006;0,482811987;1276,790039;11911,5;3;2,507019997
1;724,9580078;1,758460045;0,426883012;1358,5;12141,40039;3;2,507019997
1;786,1359863;13,51119995;0,533051014;405,5840149;12358,09961;3;2,507019997
1;687,617981;4,256229877;0,420848012;317,3829956;135,9519958;3;2,220340014
1;767,9359741;2,331959963;0,488743991;699,8560181;4883,689941;3;0,802272975
1;698,9329834;0,549588978;0,45390299;825,8449707;11674,7002;3;2,507019997
1;735,6309814;3,214570045;0,456041008;949,7199707;9908;2;2,507019997
1;695,9819946;0,608210981;0,461800992;0;10196,40039;4;2,507019997
1;784,4539795;1,719709992;0,500690997;1180,51001;1609,75;3;2,220340014
1;717,5430298;1,03884995;0,443803012;1307,189941;11705,5;3;2,507019997
1;680,7509766;0,144189;0,414245993;0;10919,09961;4;2,507019997
1;707,4089966;4,184619904;0,465128005;60,79959869;9942,360352;3;2,507019997
1;709,9290161;2,642699957;0,507291019;1225,449951;12043,2998;3;2,507019997
1;685,1519775;4,399380207;0,580220997;590,257019;8096,450195;4;2,507019997
1;709,289978;2,720190048;0,494129986;883,6879883;11820,7998;3;2,507019997
1;802,4680176;1,008209944;0,470858991;877,3909912;5796,799805;2;0,802272975
1;687,6129761;4,06058979;0,489354998;91,19940186;10486,2002;4;2,507019997
1;747,2579956;1,610270023;0,430934995;1223,949951;12335,90039;3;2,507019997
1;674,3280029;2,318749905;0,517282009;367,321991;8092,109863;4;2,507019997
1;772,3590088;2,834290028;0,534249008;503,2059937;5816,220215;3;0,802272975
1;735,3439941;1,937049985;0,410730988;1359,52002;8619,879883;3;2,507019997
1;739,776001;2,433749914;0,401089013;1371,699951;8135,450195;3;2,507019997
1;713,3270264;2,352289915;0,479256988;894,085022;8052,5;3;2,507019997
1;737,0219727;0,625584006;0,405844986;60,79959869;5633,890137;3;0,802272975
1;728,7960205;0,386498988;0,449580997;699,8560181;9186,830078;3;2,507019997
1;674,8809814;1,061089993;0,636216998;30,39979935;7893,939941;4;2,507019997
1;771,5009766;4,28278017;0,461064994;486,3970032;4998,890137;3;0,802272975
1;793,1530151;2,910949945;0,380106002;1768,680054;4768,209961;3;0,802272975
1;714,7800293;2,53895998;0,419474989;413,4819946;9525,379883;3;2,507019997
1;689,4569702;1,949730039;0,452930003;323,1539917;6781,609863;3;2,507019997
1;777,742981;0,246992007;0,545400977;623,7520142;5460,470215;3;0,802272975
1;793,2440186;1,731109977;0,39497599;1523,630005;5152,740234;3;0,802272975
1;781,9130249;2,246020079;0,467561007;380,9079895;5002,589844;3;0,802272975
1;763,5759888;1,232419968;0,369839013;634,7659912;12911,59961;3;2,507019997
1;767,6630249;6,911399841;0,456030995;128,9750061;6030,890137;2;0,802272975
1;732,3699951;1,728850007;0,372197002;155,0090027;6441,600098;2;0,802272975
1;682,289978;1,647570014;0,527284026;632,5789795;7796,109863;3;2,507019997
1;724,3779907;1,962710023;0,413818985;1305,780029;11467,5;3;2,507019997
1;716,7839966;3,126209974;0,445138007;501,3659973;9432,80957;3;2,507019997
1;785,0390015;1,110990047;0,388904005;498,5939941;12763,90039;3;2,507019997
1;675,2620239;1,367370009;0,565530002;30,39979935;7205,009766;4;2,507019997
1;674,6290283;1,237239957;0,612034976;42,9917984;7225,819824;4;2,507019997
1;736,5029907;1,518079996;0,406475008;151,9989929;13608,7998;3;2,507019997
1;709,1810303;3,610599995;0,427026004;429,9179993;9761,360352;3;2,507019997
1;796,4190063;3,062570095;0,480206996;1359,52002;1021,900024;2;2,220340014
1;748,6550293;1,726300001;0,441731989;261,5090027;11826,59961;3;2,507019997
1;739,4810181;2,477930069;0,426384002;1599,969971;11966,90039;3;2,507019997
1;765,6099854;1,662299991;0,395182997;305,5140076;13419,40039;3;2,507019997
1;724,7349854;1,09683001;0,435220003;85,9835968;10736;3;2,507019997
1;777,742981;0,246992007;0,545400977;623,7520142;5460,470215;3;0,802272975
1;708,2109985;3,142100096;0,42553401;91,19940186;9949,839844;4;2,507019997
1;728,5130005;4,069600105;0,460202992;486,3970032;6431,049805;3;2,507019997
1;775,7750244;1,02275002;0,469956011;919,0599976;5066,200195;3;0,802272975
1;739,2199707;1,842260003;0,423218012;1094,810059;8817,830078;3;2,507019997
1;775,8519897;2,098479986;0,564122021;1149,180054;4325,970215;3;0,802272975
1;742,1690063;2,067620039;0,417389005;85,9835968;13801,40039;3;2,507019997
1;798,0079956;1,704820037;0,360801011;1292,619995;4893,22998;3;0,802272975
1;695,5120239;1,98672998;0,480556011;486,3970032;11167,40039;3;2,507019997
1;748,7069702;2,727299929;0,386191994;494,8729858;13137;3;2,507019997
1;803,4799805;0,838532984;0,379729003;1569,050049;5700,669922;3;0,802272975
1;717,492981;0,570693016;0,410320014;1234,469971;9002,040039;3;2,507019997
1;749,9780273;3,02621007;0,394100994;1128,069946;12431,40039;3;2,507019997
1;764,3770142;1,955880046;0,384447992;366,0620117;13915,09961;3;2,507019997
1;743,5880127;1,902959943;0,422951013;259,7359924;5088,040039;3;0,802272975
1;700,0050049;0,800643981;0,572340012;503,2059937;42,9917984;3;0,802272975
1;710,5670166;3,332269907;0,445490003;487,3460083;7600,5;3;2,507019997
1;777,2290039;4,679699898;0,482546985;422,3269958;6810,100098;2;0,802272975
1;739,1060181;1,047709942;0,578037024;286,7909851;1860,109985;3;2,220340014
1;711,2009888;1,494729996;0,450679988;625,9699707;7805,410156;3;2,507019997
1;698,6879883;2,324249983;0,391102999;280,2720032;10020,09961;2;2,507019997
1;740,2620239;1,075979948;0,402545005;194,654007;5895,759766;2;0,802272975
1;748,6890259;3,696840048;0,428088009;451,9249878;5085,5;3;0,802272975
1;771,4039917;3,348929882;0,406798005;432,0620117;12915,2998;3;2,507019997
1;713,3270264;2,352289915;0,479256988;894,085022;8052,5;3;2,507019997
1;802,7800293;0,609055996;0,540212989;1096,079956;6652,490234;3;0,802272975
1;704,9119873;0,251982003;0,408531994;942,3939819;11352,7998;3;2,507019997
1;796,9810181;1,530130029;0,448125988;1266,97998;1754,780029;3;2,220340014
1;752,6270142;0,632974029;0,51623702;840,8170166;3113,419922;3;0,802272975
1;716,1610107;3,154210091;0,490691006;734,6439819;5495,049805;3;2,507019997
1;732,0709839;2,046070099;0,448947012;494,8729858;1454,75;3;2,220340014
1;792,3619995;3,380620003;0,48683399;1282,930054;914,5239868;2;2,220340014
1;786,4580078;2,269929886;0,480387986;334,3980103;7464,740234;3;0,802272975
1;704,882019;2,900629997;0,46913299;1046,920044;9261,120117;3;2,507019997
1;789,0789795;1,640169978;0,507655025;599,5780029;6633,149902;3;0,802272975
1;685,5120239;1,80211997;0,618440986;121,598999;10667;4;2,507019997
1;690,8439941;2,360399961;0,418967992;395,196991;10030,2998;3;2,507019997
1;745,5300293;3,817260027;0,408082008;317,3829956;6475,72998;2;0,802272975
1;740,9860229;1,250579953;0,369379014;30,39979935;5642,990234;3;0,802272975
1;696,3200073;2,185369968;0,474337012;598,8060303;273,5979919;3;2,220340014
1;777,1469727;5,679150105;0,466066003;590,257019;12640,2002;3;2,507019997
1;802,0250244;1,20630002;0,527101994;1028,660034;6700,450195;3;0,802272975
1;673,9550171;1,195109963;0,757695019;0;10670,7002;4;2,507019997
1;782,0479736;11,72179985;0,540780008;422,3269958;11190,5;2;2,507019997
1;704,0999756;1,546329975;0,443515986;109,6080017;10067,2002;3;2,507019997
1;702,4169922;1,566089988;0,434691012;881,5939941;11538,5;3;2,507019997
1;706,4819946;1,649299979;0,599397004;380,9079895;949,7199707;3;0,802272975
1;730,2319946;4,106860161;0,436650991;516,7960205;12476,2998;3;2,507019997
1;710,1309814;4,558879852;0,416195005;395,196991;9575,69043;3;2,507019997
1;757,0999756;1,415230036;0,580671012;1551,579956;3335,810059;3;0,802272975
1;769,0150146;3,273890018;0,412806988;323,1539917;12838,2998;3;2,507019997
1;691,7880249;4,923570156;0,395319998;0;9930,730469;4;0,802272975
1;718,6859741;3,475919962;0,474967003;930,5510254;5837,470215;3;2,507019997
1;708,9459839;3,505739927;0,324438006;494,8729858;10127,90039;2;2,507019997
1;760,1630249;1,137109995;0,421517998;85,9835968;12217;3;2,507019997
1;749,6489868;0,829167008;0,437130004;109,6080017;13433;3;2,507019997
1;678,2750244;0,528964996;0,477521002;328,8240051;7501,419922;4;2,507019997
1;722,2089844;1,638309956;0,466603011;1346,199951;11597,40039;3;2,507019997
1;732,1740112;2,105129957;0,401257008;109,6080017;5796,799805;2;0,802272975
1;703,8989868;1,335299969;0,432092994;448,8479919;11353,2002;2;2,507019997
1;740,4459839;1,273499966;0,429931998;60,79959869;13768,7002;3;2,507019997
1;673,9660034;1,066020012;0,705838025;0;10689,2002;4;2,507019997
1;706,6749878;2,476350069;0,39192301;389,3070068;10037,09961;2;2,507019997
1;696,4000244;2,158489943;0,455725014;541,2529907;11484,2002;3;2,507019997
1;705,9450073;3,183739901;0,493948013;498,5939941;6605,990234;3;2,507019997
1;754,1599731;1,262539983;0,422235012;192,2649994;11940,5;3;2,507019997
1;758,9920044;0,860086024;0,563474;843,0120239;3403,149902;3;0,802272975
1;735,3400269;0,780515015;0,506190002;530,9099731;2528,310059;3;2,220340014
1;696,901001;1,952160001;0,49849999;765,4470215;8018,290039;3;2,507019997
1;689,2360229;4,36093998;0,400920987;601,8850098;8684,339844;3;2,507019997
1;705,6589966;1,138299942;0,443343014;886,2990112;11412,7002;3;2,507019997
1;689,5640259;2,090660095;0,433524013;243,197998;10943,59961;3;2,507019997
1;675,0999756;1,331779957;0,670982003;299,4030151;8213,570313;4;2,507019997
1;755,848999;3,335880041;0,44026199;42,9917984;5998,700195;2;0,802272975
1;673,9500122;1,590739965;0,617963016;0;8462,339844;4;2,507019997
1;724,4349976;1,00462997;0,383244991;280,2720032;7696,009766;3;0,802272975
1;742,1170044;2,877199888;0,409956992;834,75;12766,40039;3;2,507019997
1;712,1799927;2,3645401;0,399994999;451,9249878;9688,19043;3;2,507019997
1;750,8629761;2,118829966;0,416108996;429,9179993;13198,59961;3;2,507019997
1;743,4970093;1,874119997;0,430233002;471,9320068;14235;3;2,507019997
1;775,3969727;0,628018975;0,526979983;42,9917984;7372,810059;3;0,802272975
1;737,1339722;2,075809956;0,379877001;30,39979935;5828,200195;2;0,802272975
1;793,3720093;3,658629894;0,458168;1595,920044;1386,439941;2;2,220340014
1;795,1870117;0,347645015;0,396292001;1258,569946;5479,560059;3;0,802272975
1;676,0529785;0,525367975;0,657378972;67,97599792;7809,669922;4;2,507019997
1;754,0089722;1,135450006;0,602560997;1157,589966;3249,51001;3;0,802272975
1;754,4899902;2,943249941;0,41028899;371,0769958;12525,09961;3;2,507019997
1;756,3010254;1,069319963;0,538321972;261,5090027;4989,72998;3;0,802272975
1;770,8239746;1,353309989;0,395711988;280,2720032;13261,2998;3;2,507019997
1;680,151001;2,499569893;0,670042992;475,8320007;8111,049805;4;2,507019997
1;708,6950073;1,707949996;0,454854995;30,39979935;745,2600098;3;2,220340014
1;707,8579712;2,724410057;0,402631015;590,257019;9639,080078;3;2,507019997
1;799,8499756;2,047699928;0,460346997;1444,22998;1629,439941;3;2,220340014
1;695,9890137;3,362030029;0,39102;30,39979935;10009,7998;4;2,507019997
1;724,5239868;2,451920033;0,440016001;897,6950073;11578,2002;3;2,507019997
1;741,2849731;1,098359942;0,454782993;317,3829956;14085;3;2,507019997
1;690,1300049;2,487780094;0,425572008;457,0090027;11333,7002;4;2,507019997
1;696,2039795;1,254520059;0,435104012;121,598999;10359,59961;3;2,507019997
1;735,5430298;0,724947989;0,565873981;163,7079926;3575,429932;3;0,802272975
1;756,5969849;1,145769954;0,538132012;870,5180054;3278,25;3;0,802272975
1;724,4349976;1,00462997;0,383244991;280,2720032;7696,009766;3;0,802272975
1;733,0289917;1,746749997;0,488685012;923,072998;2063,610107;3;0,802272975
1;763,2069702;0,964694023;0,446933001;954,572998;3605,290039;3;0,802272975
1;745,8880005;2,585380077;0,516745985;422,3269958;3420,209961;3;0,802272975
1;709,7069702;2,810280085;0,582177997;203,9279938;1405,310059;3;0,802272975
1;763,6119995;1,521989942;0,488418996;644,8770142;4053,219971;3;0,802272975
1;723,0109863;1,367769957;0,587284982;151,9989929;1823,98999;3;0,802272975
1;703,9920044;2,48409009;0,533434987;121,598999;838,6160278;3;0,802272975
1;676,9699707;1,925009966;0,698276997;96,13259888;641,2839966;4;2,220340014
1;733,9569702;1,928490043;0,565832019;194,654007;2124,070068;3;2,220340014
1;675,1560059;0,772316992;0,490619987;0;10731,2002;4;2,507019997
1;721,0089722;1,403530002;0,555211008;1282,569946;584,7520142;3;2,220340014
1;786,7789917;3,518189907;0,430132002;537,8270264;4330,240234;3;0,802272975
1;758,1199951;2,190809965;0,485403001;652,7109985;3556,909912;3;0,802272975
1;768,8670044;2,234839916;0,454311013;836,4089966;4459,660156;3;0,802272975
1;718,1420288;1,794229984;0,604583025;1006,409973;747,7360229;3;2,220340014
1;711,9869995;4,822509766;0,500451982;231,5180054;10223,09961;3;2,507019997
1;701,8800049;0,412160009;0,608479023;30,39979935;902,8280029;3;0,802272975
1;721,5159912;1,51778996;0,527993023;1441,98999;538,6859741;3;2,220340014
1;725,0139771;2,712670088;0,552699029;1063,98999;3115,199951;3;0,802272975
1;772,9169922;0,859238982;0,471293986;995,7960205;4124,189941;3;0,802272975
1;731,3430176;2,566740036;0,582624972;60,79959869;2265,550049;3;2,220340014
1;684,3770142;4,266379833;0,461459011;91,19940186;10475,09961;4;2,507019997
1;690,3389893;2,5817101;0,553354979;380,9079895;590,257019;4;2,220340014
1;774,8900146;4,877200127;0,460473001;257,9509888;12922,09961;3;2,507019997
1;701,7969971;0,382887006;0,55440402;1544,420044;231,5180054;3;2,220340014
1;716,2520142;1,094990015;0,57961601;395,196991;1547,699951;3;0,802272975
1;695,177002;1,474679947;0,578706026;194,654007;286,7909851;3;2,220340014
1;714,4370117;0,774901986;0,542428017;1543,52002;288,3980103;3;2,220340014
1;685,3099976;2,107150078;0,483218014;60,79959869;10488,2998;4;2,507019997
1;679,1040039;0,724268973;0,681352973;42,9917984;730,8610229;4;2,220340014
1;720,2979736;0,205583006;0,489268005;1470,859985;509,5929871;3;2,220340014
1;774,8900146;4,877200127;0,460473001;257,9509888;12922,09961;3;2,507019997
1;677,3880005;1,123890042;0,466554999;221,3139954;10567;4;2,507019997
1;728,9569702;1,048519969;0,544754982;1125,199951;3224,379883;3;0,802272975
1;738,085022;0,978011012;0,588347971;96,13259888;4183,370117;3;0,802272975
1;738,7709961;2,49048996;0,437023014;109,6080017;5070,209961;3;0,802272975
1;731,9069824;1,546489954;0,535283029;280,2720032;2942,659912;3;0,802272975
1;776,2080078;2,955229998;0,450527012;1210,280029;4625,669922;3;0,802272975
1;710,5770264;0,892205;0,525552988;399,8469849;1117,790039;3;0,802272975
1;676,3530273;0,636752009;0,673933029;151,9989929;10500,2998;4;2,507019997
1;799,2990112;1,875810027;0,479878008;212,798996;4223,379883;2;0,802272975
1;679,1040039;0,724268973;0,681352973;42,9917984;730,8610229;4;2,220340014
1;736,8339844;1,390930057;0,519388974;343,9339905;2698,060059;3;0,802272975
1;717,1380005;1,635849953;0,527206004;638,3959961;2732,939941;3;0,802272975
1;724,6279907;0,764271975;0,459037006;886,2990112;1210,280029;3;2,220340014
1;723,7340088;1,618460059;0,559534013;705,117981;3089,72998;3;0,802272975
1;761,9790039;1,76086998;0,445555001;1591,280029;3522,709961;3;0,802272975
1;749,5189819;3,219480038;0,379806012;442,6279907;4971,180176;2;0,802272975
1;725,3859863;0,560131013;0,570954025;942,8839722;3140,610107;3;0,802272975
1;733,1170044;2,913229942;0,538872004;151,9989929;3258,879883;3;0,802272975
1;786,4039917;2,734410048;0,442768991;271,9039917;4721,759766;2;0,802272975
1;766,2930298;1,881960034;0,561191976;829,7529907;4556,72998;3;0,802272975
1;722,3939819;1,205919981;0,596023977;214,9589996;1771,030029;3;0,802272975
1;726,8400269;1,34059;0,582453012;42,9917984;2882,209961;3;0,802272975
1;717,9169922;1,285699964;0,560553014;516,7960205;1655,319946;3;0,802272975
1;739,5419922;1,812700033;0,537936985;42,9917984;3842,540039;3;0,802272975
1;777,3540039;0,309632003;0,581556976;486,3970032;5127,569824;3;0,802272975
1;690,3389893;2,5817101;0,553354979;380,9079895;590,257019;4;2,220340014
1;716,9520264;0,219594002;0,600201011;399,8469849;1311,430054;3;0,802272975
1;715,5880127;2,444560051;0,476866007;966,1199951;520,3610229;3;2,220340014
1;745,5289917;0,669143975;0,574522972;96,13259888;4405,450195;3;0,802272975
1;735,3729858;3,124710083;0,448302001;789,223999;1192,199951;3;2,220340014
1;723,5170288;1,381590009;0,561964989;1327,189941;2997,429932;3;0,802272975
1;751,4689941;2,617399931;0,512503028;343,9339905;3967,48999;3;0,802272975
1;745,2990112;1,624729991;0,595954001;280,2720032;3938,5;3;0,802272975
1;777,15802;1,908280015;0,400123;1374,72998;4166,549805;3;0,802272975
1;735,2109985;0,991815984;0,409390002;121,598999;5856,75;3;0,802272975
1;684,0529785;2,328360081;0,617618024;91,19940186;10611,2998;4;2,507019997
1;731,5720215;2,410099983;0,525108993;271,9039917;2315,179932;3;2,220340014
1;712,2780151;0,898495018;0,642162979;870,5180054;516,7960205;3;2,220340014
1;685,3189697;0,64616698;0,699705005;317,3829956;826,9639893;4;0,672481
1;745,2609863;0,916453004;0,575329006;67,97599792;4457,589844;3;0,802272975
1;685,6350098;0,310245007;0,769887984;601,8850098;856,065979;4;0,672481
1;708,2390137;1,141739964;0,549232006;790,3950195;2007,310059;3;0,802272975
1;696,3200073;2,185369968;0,474337012;598,8060303;273,5979919;3;2,220340014
1;679,1040039;0,724268973;0,681352973;42,9917984;730,8610229;4;2,220340014
1;757,8690186;2,153259993;0,551165998;192,2649994;5405,100098;3;0,802272975
1;673,3909912;1,781559944;0,404740006;0;8504,660156;4;2,507019997
1;752,8699951;2,396409988;0,583956003;312,9849854;4930,490234;3;0,802272975
1;700,4210205;1,284719944;0,455464989;720,6740112;399,8469849;3;0,672481
1;674,5469971;0,771983027;0,726082027;30,39979935;10659,59961;4;2,507019997
1;710,1389771;5,296909809;0,360498011;472,9100037;10162,09961;2;2,507019997
1;730,6900024;0,905417979;0,396054;980,3640137;10366,5;2;2,507019997
1;698,3449707;3,575789928;0,476673007;894,085022;9283,089844;3;2,507019997
1;729,875;8,491109848;0,541921973;709,6900024;10262,90039;2;2,507019997
1;697,4060059;2,04192996;0,712594986;30,39979935;9675,780273;4;2,507019997
1;707,1500244;3,112370014;0,42572701;366,0620117;9576,129883;3;2,507019997
1;697,25;2,225379944;0,383536011;60,79959869;9311,370117;3;0,802272975
1;696,2650146;1,171939969;0,437756002;151,9989929;10077,2998;2;2,507019997
1;696,5319824;1,620730042;0,381408006;0;9248,780273;4;0,802272975
1;705,9379883;3,771980047;0,481059998;554,7440186;10057,40039;3;2,507019997
1;702,3359985;3,134530067;0,409294009;300,9429932;9777,44043;2;2,507019997
1;728,0980225;1,555879951;0,460794985;781,5759888;8633,219727;3;2,507019997
1;737,2109985;1,735780001;0,487358004;1061,819946;9417,30957;3;2,507019997
1;739,9060059;4,029620171;0,436825991;881,5939941;9871,509766;3;2,507019997
1;697,1950073;1,322379947;0,39509201;171,9669952;9589,049805;3;0,802272975
1;700,5679932;0,699122012;0,402137995;203,9279938;9556,370117;3;2,507019997
1;796,8519897;1,437579989;0,465323001;1082,51001;1998,310059;3;2,220340014
1;690,8660278;2,438199997;0,357717991;151,9989929;128,9750061;3;0,802272975
1;744,2800293;5,345940113;0,552420974;683,1500244;1645,52002;3;2,220340014
1;696,8809814;2,470799923;0,438838005;487,3460083;11037,2002;3;2,507019997
1;696,1259766;1,160760045;0,577570975;67,97599792;0;3;0,802272975
1;791,7249756;2,025049925;0,467112005;995,7960205;1961,910034;3;2,220340014
1;699,197998;1,24988997;0,612587988;460,0320129;271,9039917;3;0,802272975
1;700,8920288;1,417350054;0,595492005;599,5780029;537,8270264;3;0,802272975
1;693,3980103;0,597437024;0,508575022;503,2059937;271,9039917;3;0,802272975
1;695,8319702;1,344380021;0,654042006;231,5180054;237,4299927;3;0,802272975
1;740,2730103;2,33427;0,530981004;654,8319702;1666,449951;3;2,220340014
1;789,0609741;3,754849911;0,52015698;541,2529907;6729,279785;3;0,802272975
1;697,0750122;0,853164971;0,619220972;280,2720032;67,97599792;3;0,802272975
1;762,46698;1,191859961;0,505903006;1010,539978;1384,439941;3;2,220340014
1;798,8930054;1,570119977;0,515941024;2135,139893;1586,040039;3;2,220340014
1;698,71698;1,297140002;0,586880028;599,5780029;280,2720032;3;0,802272975
1;705,2479858;0,846484005;0,637726009;699,1950073;797,9580078;3;0,802272975
1;698,947998;0,369902998;0,557669997;576,7949829;109,6080017;3;0,802272975
