"Temperature","Relative.Humidity","Precipitation","Wind.speed","Fine.Fuel.Moisture.Code","Duff.Moisture.Code","Drought.Code","Fire.Weather.Index","Initial.Spread.Index","Buildup.Index","Daily.Severity.Rating","Day","Month","Year"
23.8458333333334,82.094696969697,7.44378230872727,4.90727272727273,50.1463394322685,3.85115143512917,11.572121867476,0.116886323963659,0.2648784586773,4.24824223157141,0.00102298234346653,1,1,1999
24.2954545454546,82.3939393939394,12.8586334663636,4.6555303030303,37.4698615580657,2.32654376333624,9.7526124835794,0.037162942352609,0.0891947760949213,2.85685148092653,0.000195636329969726,2,1,1999
23.007196969697,89.6780303030303,37.2287629803636,4.86924242424242,19.2836450764345,0.913902169776326,5.34529545454546,5.79301873721835e-05,0.000205609041646187,1.23413497171797,1.60823731737014e-09,3,1,1999
23.4526515151515,85.0757575757576,5.71058011854545,4.61276515151515,29.7218383971972,0.749514035680982,6.23685703605843,0.00171068402128578,0.00628660167167822,1.14615437689952,5.63151400553996e-07,4,1,1999
23.8564393939394,85.9090909090909,9.07456673936364,6.41628787878788,30.3591077239935,0.67323172844918,5.4981590909091,0.00149292415446981,0.00563290385686515,1.0301032223691,3.04893386249545e-07,5,1,1999
23.3253787878788,86.1098484848485,7.68551424618182,7.75545454545455,32.4963954401714,0.649781698642046,5.56466542203826,0.00335089708932853,0.0126863264661749,1.00377033857186,1.60396957437315e-06,6,1,1999
24.6109848484849,79.7575757575758,1.52418445627273,6.83757575757576,53.2798108884097,1.36238463538883,10.7683641066579,0.11429571684805,0.356726420630755,2.05428772744793,0.000709939042589508,7,1,1999
24.8007575757576,77.5530303030303,1.98311267954545,5.63791666666667,60.9030814055088,1.84590429586526,16.1789509564425,0.198980766895228,0.566160099395651,2.84608289457307,0.00165873472688418,8,1,1999
24.6450757575758,75.2424242424242,0.0513018185454545,8.43674242424242,75.2668996692356,3.0663116489164,21.8190645928061,0.508778930628035,1.22644033970713,4.51678435546869,0.0084463756855534,9,1,1999
23.975,71.8825757575758,8.42111912263636,9.31064393939394,57.4905106139942,2.43216159286501,16.6352482150836,0.211569681376261,0.546483953971121,3.49481779594508,0.00204348259425652,10,1,1999
23.2776515151515,82.9090909090909,2.93740085009091,9.04136363636364,55.6329722544313,2.13580950333433,19.7522825685666,0.196021100049554,0.486463265319855,3.32450478452089,0.00221303704568151,11,1,1999
22.4950757575758,87.0530303030303,11.432777496,6.8455303030303,35.1769120919644,1.15849384744004,13.4114300431708,0.0418369140775722,0.0981517464585892,1.84653438838886,0.000380524826361056,12,1,1999
23.2060606060606,86.8598484848485,9.83591546309091,6.54609848484848,31.052432145564,0.818739378269026,10.3973761460206,0.00736358001033491,0.0239032685090539,1.35509779808918,1.34066030396344e-05,13,1,1999
23.5310606060606,85.3295454545455,5.47842080345455,4.81962121212121,36.2445903141828,0.901924564739786,10.7724273392511,0.0199707410939154,0.064509719929912,1.45399934320034,5.95923190345273e-05,14,1,1999
23.9598484848485,81.5757575757576,1.759410729,7.30893939393939,52.463843395886,1.44649384698566,15.9447355273807,0.116436793731246,0.345019336021738,2.30146493071747,0.000796849669147923,15,1,1999
25.0306818181818,79.155303030303,1.57362751318182,5.01787878787879,61.6784559171164,2.11999940361867,21.4365425580552,0.21333994113258,0.57225468182183,3.30560613902244,0.00191573638700441,16,1,1999
25.5204545454546,72.8409090909091,0.164407457636364,6.31064393939394,76.0985442236899,3.50353845157448,27.234224376237,0.51697101794635,1.16615898290921,5.21746373440134,0.00882831884856206,17,1,1999
25.3617424242424,61.5984848484848,0,9.23359848484849,83.8759939901473,5.44822863625914,33.0033380126006,2.45931941090232,2.89652466459998,7.63943323479007,0.137544381212903,18,1,1999
25.6863636363637,64.3143939393939,0.198794545545455,7.68568181818182,85.3619974079267,7.27828308362468,38.8308834671461,3.40090846323341,3.26891165912984,9.84911315054038,0.239979197246426,19,1,1999
25.7803030303031,68.1893939393939,0.254278578181818,8.67473484848485,85.2001070073291,8.91507286464425,44.6753380126006,3.94199887372745,3.36347105470408,11.8412253570808,0.310805069794858,20,1,1999
25.8621212121212,69.155303030303,0.229835863636364,8.29882575757576,85.2800840141542,10.507331570221,50.5345198307825,4.2956885750064,3.33413887918327,13.7765339000265,0.361150105273679,21,1,1999
25.4719696969697,68.1477272727273,0.212363505272727,8.05916666666667,85.4140784093248,12.1271884205893,56.323474376237,4.69717337354395,3.35317870708028,15.7198742711073,0.422705619562387,22,1,1999
26.4772727272728,63.1136363636364,0.131135625818182,9.09041666666667,86.0261584888244,14.0738206801714,62.2933834671461,5.8424760747069,3.8464172817558,17.9441885760881,0.621113141882638,23,1,1999
26.5371212121212,61.2954545454545,0.0310413179090909,9.85310606060606,86.4232872204618,16.120567210179,68.2740652853279,6.85327522444075,4.22657766634329,20.2342346860603,0.822782067362491,24,1,1999
26.5030303030303,63.6287878787879,0.463482188090909,9.75659090909091,86.1029857898643,18.0417609907535,74.2486107398734,6.97427043696146,4.04301535892477,22.4118715488381,0.853500926928218,25,1,1999
26.8856060606061,63.9962121212121,1.180871201,7.28681818181818,81.2730119598683,18.7018385487502,80.2920198307825,4.35939411151009,2.51910909997988,23.5681470736338,0.479873206774964,26,1,1999
25.8738636363637,63.9204545454545,0.0348517788181818,4.5275,84.4586422561933,20.565382066206,86.1533152853279,5.0480983402726,2.6615926765955,25.679996472656,0.530542599643314,27,1,1999
25.5829545454546,67.155303030303,2.04426593318182,4.50814393939394,75.3384287925965,19.984628659238,90.6208685482196,2.49282835127356,1.3920443775818,25.5236004431771,0.186847754323676,28,1,1999
