"","HAS_FIRE","Elevation","Slope","NDVI","Road","Hydrography","Pop_dens","Ocupations","LULC","Temperature","RH","Wind Speed","Prob_fogo","HasFire_Predict"
"17","not-burned",671.6597308,2.619787386,0.48159879,3720.858465,221.8715025,1.103440046,1072.020903,"4",28.10103149,79.30631376,10.33833061,0.0535795715541553,"1"
"18","not-burned",595.2654048,1.619504781,0.510238453,1750.171334,2987.109266,4.401770115,3861.681253,"4",27.76988661,39.15817195,11.42130016,0.564904995087246,"1"
"19","not-burned",740.8866568,1.987183572,0.495094115,1658.805205,376.5109813,3.122620106,2625.731288,"4",30.1560066,78.69360834,16.13970655,0.0361021162602726,"1"
"20","not-burned",805.7086598,0.759087712,0.31669486,1783.843417,1203.801004,0.895577013,8038.705765,"4",29.10072885,58.9503277,4.715453578,0.315856629400197,"1"
"21","not-burned",560.9331831,1.645707964,0.507273324,2834.256161,1682.841987,4.401770115,3838.634961,"4",27.9122717,64.06241599,9.363432332,0.104147265219246,"1"
"22","not-burned",820.7328936,1.055570791,0.547030538,2038.124892,2443.55228,0.895577013,8393.503241,"4",23.90753227,41.24058348,15.63818601,0.558746507550197,"1"
"23","burned",457.4335159,1.315071511,0.497093743,3782.780884,844.6611441,4.205230236,1443.421999,"4",25.27992424,44.8219697,11.40715909,0.488081345861229,"1"
"24","burned",465.2916185,1.822881458,0.365184742,2894.356159,1350.904898,4.205230236,387.5455862,"4",24.52765152,45.01515152,12.27837121,0.595030061046609,"0"
"25","burned",823.2412019,0.989576252,0.474882898,961.7796383,1501.752156,0.895577013,7766.255525,"12",25.85454545,75.26893939,4.665037879,0.0630309437433816,"0"
"26","burned",603.2406608,1.707011038,0.475562618,889.0057494,665.590364,2.615119934,3049.755633,"4",25.48901515,59.97727273,13.59238636,0.139301158038524,"1"
"27","burned",460.3451822,1.513651603,0.387839344,2944.423673,719.4904277,7.10799524,2828.143319,"15",24.52765152,45.01515152,12.27837121,0.514503165155469,"1"
"28","burned",656.4173282,1.888096591,0.421087692,720.1492871,264.7804392,3.156620026,1352.118007,"4",23.71704545,46.89015152,10.61109848,0.488907263963361,"1"
"29","burned",461.8393875,1.217516168,0.676533099,667.781882,275.8779259,4.650616436,1557.132258,"4",28.05606061,66.23863636,5.43094697,0.026426144644482,"1"
"30","burned",682.2204782,2.676363852,0.434087854,623.8585089,848.1359143,3.156620026,2167.927504,"4",23.71704545,46.89015152,10.61109848,0.485211847722963,"1"
"31","burned",793.2259536,1.380525818,0.428097658,2684.465977,248.5552739,1.533360004,3695.538539,"4",27.61590909,49.73106061,6.207424242,0.554249285439566,"0"
"32","burned",456.3562572,1.22318648,0.446868152,3086.058389,578.8452852,4.205230236,759.7355535,"4",25.56856061,39.65530303,9.708863636,0.639891527080753,"0"
"33","burned",640.9900638,3.026784948,0.433034357,3014.612816,282.5335072,1.51574504,522.2373021,"4",26.34734848,49.75757576,6.429507576,0.54863831308488,"0"
"34","burned",467.16392,2.162517239,0.519120437,2176.95207,1084.926464,4.205230236,834.1841631,"4",24.52765152,45.01515152,12.27837121,0.408600605749229,"1"
"35","burned",738.9505534,1.183511281,0.392086374,187.5122411,271.3453816,0.895577013,9128.808788,"12",28.01931818,43.77272727,9.078863636,0.602992475025735,"1"
"36","burned",573.4924247,1.568833651,0.557931536,479.3838932,218.0327471,1.742848053,3269.962136,"4",27.49659091,49.13636364,11.96363636,0.232294765370391,"1"
"37","burned",456.377713,0.955889694,0.550446481,2557.188373,245.6035542,4.540936902,1582.172358,"4",25.27992424,44.8219697,11.40715909,0.366567060526242,"1"
"38","burned",652.3177431,2.710872224,0.546817082,2531.574748,599.8489102,1.103440046,1392.688973,"4",28.60037879,40.40909091,12.15246212,0.639015269085758,"1"
"39","burned",827.332086,1.020513405,0.383793794,361.688915,1760.042232,0.895577013,7764.923382,"12",25.85454545,75.26893939,4.665037879,0.0790581977910095,"1"
"40","burned",595.3856007,1.815538089,0.478764512,554.8483335,319.0921443,2.450153543,3364.155458,"4",25.48901515,59.97727273,13.59238636,0.126225137384,"0"
"41","burned",517.683343,2.173947114,0.753663787,2210.455031,870.6475681,4.401770115,360.414899,"4",26.82689394,61.37878788,10.15875,0.0568851095521594,"1"
"42","burned",645.6469764,3.038250099,0.603863498,2799.889535,205.903973,2.155008014,1012.558976,"4",28.60037879,40.40909091,12.15246212,0.602824943353231,"1"
"43","burned",659.2705132,1.66234449,0.518469474,1000.099866,587.9702705,3.156620026,1411.430497,"4",28.07689394,35.54545455,9.072045455,0.688238035104132,"1"
"44","burned",546.6212043,2.45301074,0.571285377,2395.639084,1069.842792,4.401770115,1385.62377,"4",26.82689394,61.37878788,10.15875,0.115226973936952,"0"
"45","not-burned",651.6147202,2.237266769,0.543115458,1902.766563,333.6643035,3.319195518,399.5373842,"4",22.00599414,60.79820436,13.06288359,0.162628174013382,"0"
"46","not-burned",678.8927177,5.076328301,0.44433928,3686.166143,1567.350837,3.156620026,3978.501052,"4",22.1717889,82.97821374,15.28158658,0.0401553265432265,"1"
"47","not-burned",679.2269283,2.348262918,0.522790468,1228.075102,912.9867455,3.511869907,374.552144,"4",22.48758283,60.31661929,6.832401942,0.171555641955984,"1"
"48","not-burned",669.0137948,2.460350658,0.517201104,4176.686397,240.4668471,1.103440046,619.5207051,"4",29.17432667,79.73087537,18.13028135,0.0499469188715698,"1"
"49","not-burned",692.4077922,2.668488424,0.46673958,957.6244571,538.84634,0.895577013,3653.485548,"4",26.74956442,40.54537615,6.087317606,0.620706687589949,"0"
"50","not-burned",754.5812758,5.349078832,0.528289284,3130.27034,412.1560686,0.895577013,4928.923897,"4",27.14754697,87.4398125,11.83649135,0.0197781022926832,"1"
"51","not-burned",809.3734018,4.282841149,0.466283327,886.7526806,798.4040194,0.895577013,6890.675463,"4",29.24795174,85.20136025,5.182211783,0.0188496014823369,"1"
"52","not-burned",787.0421726,1.101858759,0.557225549,3026.917497,1838.528921,0.895577013,4777.764476,"4",25.90382128,65.10526626,9.597231172,0.130624797149912,"1"
"53","not-burned",530.5355812,2.806487307,0.490241096,191.9394923,321.2654626,5.987964272,573.3507975,"4",20.51211573,46.38268127,8.766287924,0.350003012908874,"1"
"54","not-burned",649.6441806,2.068794611,0.460979154,7157.572653,251.428579,2.133080006,7731.518234,"4",26.55840794,41.60577771,6.422433709,0.777451956748619,"1"
"55","not-burned",718.4212522,1.676766293,0.450601101,1305.745931,2003.802096,3.511869907,2172.82696,"4",30.32178005,35.35568671,17.16771715,0.774124140020744,"1"
"56","not-burned",656.1871639,2.479207756,0.513211444,2054.031445,132.4044339,1.533360004,678.780395,"4",27.73646694,89.2794289,5.654597397,0.0122115047741077,"0"
"57","not-burned",620.0799428,1.565603043,0.447374433,575.6851429,861.7721099,1.611490011,2695.767382,"4",24.21640685,49.0972506,12.4078104,0.358244389919873,"0"
"58","not-burned",702.8085019,2.283197216,0.49447022,4240.53248,785.9400635,1.103440046,1454.615139,"4",27.27382483,37.70698714,12.28361117,0.818102268276211,"1"
"59","not-burned",808.719636,1.094717193,0.454821094,381.0985751,879.9889503,0.895577013,4829.055684,"4",19.40532813,77.168417,8.403289627,0.0378852938086915,"1"
"60","not-burned",624.9095039,1.767144303,0.435698794,2837.442098,388.0482251,2.476703674,3437.766611,"4",23.69369359,66.42474327,8.517706517,0.130795526605563,"0"
"61","burned",791.2325568,2.668418539,0.332369836,578.0138779,471.1147164,0.895577013,9691.898201,"4",27.3594697,34.05681818,10.97837121,0.80942563899977,"0"
"62","burned",788.1687043,2.326997886,0.382953475,1385.815074,907.4682948,0.895577013,8659.906408,"4",27.3594697,34.05681818,10.97837121,0.811159386657271,"1"
"63","burned",745.470443,3.910647717,0.375111661,263.0719691,2052.960072,0.964864691,4750.874804,"4",27.71439394,37.9280303,15.09518939,0.751607252454531,"1"
"64","burned",756.8362372,5.986492618,0.402749587,2428.771635,167.2582443,1.103440046,2475.830992,"4",26.70606061,32.83333333,11.47030303,0.906693013806392,"1"
"65","burned",684.8300951,2.464089941,0.426981925,629.2180893,421.8496726,0.68259741,1461.314789,"4",24.26704545,37.125,5.993522727,0.741243202266779,"1"
"66","burned",674.3487639,2.275773246,0.373256028,1596.218657,584.4611137,1.103440046,2163.20308,"4",24.26704545,37.125,5.993522727,0.797574530877468,"1"
"67","burned",695.4261026,2.257127881,0.314188146,708.3773455,238.521805,1.533360004,3111.158549,"4",30.24204545,33.97727273,13.7030303,0.848671782902221,"1"
"68","burned",678.7643709,1.322604331,0.339048197,196.0812123,126.7795921,1.533360004,3175.975114,"4",30.24204545,33.97727273,13.7030303,0.805382053575182,"0"
"69","burned",670.5199966,2.762215389,0.294970873,2389.062033,1390.559774,1.533360004,838.4263813,"12",27.81515152,41.64015152,15.02166667,0.874841114100393,"0"
"70","burned",813.6319174,2.480080335,0.34599682,2563.618908,556.4022106,1.103440046,1280.222806,"4",26.70606061,32.83333333,11.47030303,0.926855875160069,"0"
"71","burned",797.4341542,6.872308979,0.344289976,2691.062449,1235.185374,1.103440046,717.0014032,"4",26.70606061,32.83333333,11.47030303,0.944211744509191,"1"
"72","burned",784.06105,7.81807852,0.366114769,2224.675722,295.6734186,1.103440046,2793.78058,"4",26.70606061,32.83333333,11.47030303,0.92617046780221,"0"
"73","burned",825.0550803,1.003864002,0.372795176,3007.340416,791.223214,0.895577013,7408.505951,"4",27.3594697,34.05681818,10.97837121,0.873339380257234,"0"
"74","burned",787.2122166,7.176900761,0.411126763,2377.79074,214.3179723,1.103440046,1912.304152,"4",26.70606061,32.83333333,11.47030303,0.917951485010491,"1"
"75","burned",728.05094,2.153659004,0.360293042,815.994443,1635.028123,0.895577013,5388.17505,"4",27.71439394,37.9280303,15.09518939,0.748393114287464,"1"
"76","burned",597.2593315,2.751431428,0.260792606,3669.417417,820.3513132,1.611490011,2481.385156,"12",29.96666667,36.56439394,17.14340909,0.928864278101652,"0"
"77","not-burned",767.4188476,2.122819226,0.503981238,469.4893248,703.4385561,3.122620106,1246.729907,"12",25.42620088,88.57430697,11.12139311,0.0189123548774577,"1"
"78","not-burned",657.0723566,3.154483154,0.624855532,3458.050814,481.7611438,1.533360004,838.3361832,"4",25.93646655,85.2195286,12.02323672,0.0164720230283048,"1"
"79","not-burned",603.4835653,1.662873807,0.548296424,796.0031549,541.7133896,2.615119934,2845.576585,"4",20.08217193,67.0549826,10.79364174,0.0551150348270331,"0"
"80","not-burned",583.2176342,2.199088258,0.480429158,2731.930606,339.3045717,1.611490011,2709.432278,"12",27.90166045,49.60774001,12.97680446,0.522859075352124,"0"
"81","not-burned",681.7603539,1.748501131,0.557753559,3805.839433,1247.619839,1.103440046,705.1508079,"4",30.06084995,82.45408876,7.374422077,0.0299769835201023,"0"
"82","not-burned",750.8074687,1.871084455,0.518661447,4232.59804,1013.576293,3.511869907,4900.648871,"4",22.8961436,90.57085258,11.21045069,0.0146285989908106,"0"
"83","not-burned",455.934157,1.040484896,0.703528545,1157.132742,159.4483457,4.226140847,1295.520986,"4",20.37801042,89.92501601,13.74170439,0.00234575839339189,"1"
"84","not-burned",684.4600993,2.067307252,0.449876031,3597.12684,1172.652667,3.511869907,1209.013009,"12",21.12350895,44.21516247,12.75397166,0.77985374933909,"0"
"85","not-burned",673.611647,2.558313603,0.507402074,3570.071689,255.9721429,1.103440046,1236.951798,"4",20.17316776,53.05257918,5.620073926,0.423493568520247,"0"
"86","not-burned",813.2113011,1.084389617,0.259167772,681.0423201,1155.287651,0.895577013,6361.948953,"41",23.71684977,72.00866508,13.15966785,0.48006469081042,"0"
"87","not-burned",574.3826786,1.522037241,0.561735694,664.1135415,740.1163916,2.717230082,1564.836626,"4",21.31579873,53.12297696,11.2686855,0.185135104634048,"1"
"88","not-burned",463.7725603,1.718041664,0.700351162,511.3668478,212.4578089,5.08248553,2015.374426,"4",22.08117017,53.85123658,14.53081673,0.0788266721949848,"0"
"89","not-burned",562.5514693,2.411422688,0.527079757,2898.766678,820.8860781,1.611490011,1145.661845,"4",23.65781767,54.05701503,3.557099242,0.2860527799067,"0"
"90","not-burned",766.3589422,3.250038455,0.575842697,1770.257417,149.2420734,3.176199196,520.2502616,"4",21.52125672,70.26141831,11.05659111,0.0810229573334578,"1"
"91","not-burned",802.8744687,2.915496218,0.573368867,1906.087111,707.3997222,0.895577013,8258.168551,"4",26.85970314,59.19952546,6.74084879,0.158407829924348,"1"
"92","not-burned",792.8940319,1.517407141,0.506970223,2594.575825,331.2817872,0.895577013,5159.555992,"4",22.02990688,53.54637348,7.167465083,0.357934268646528,"0"
"93","not-burned",715.6070513,2.392972629,0.523753118,3592.563235,2730.89841,3.111498818,4543.477452,"4",27.02353238,90.95764374,12.27756263,0.0117815136300718,"1"
"94","not-burned",701.731725,3.309343666,0.551935408,320.0229896,258.6755972,3.400055939,497.3714659,"4",29.0400517,45.53065225,5.893261793,0.438707442463034,"1"
