"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","day","mon","yr"
2.91131646118217,3.06262403557394,3.08160115736881,3.12250983541045,3.13556500016759,3.33193935075092,3.27428162078533,3.22967642925005,3.15813869550274,3.50496189582736,3.78713476616053,3.95522297268631,3.34071834786889,3.25886515784508,3.22520216395227,4.74030233051504,6.17682152555158,6.2367312885307,3.49621169786297,3.54159269558962,3.71680213287275,4.17861694597714,4.11461958332829,5.59159603510611,1,1,1999
1.48780305787953,1.57779774668592,1.60608557021306,1.58877697238769,1.5907522996392,1.93608288052849,1.79275552082054,1.65226462732027,1.58208078505916,2.17683052024155,2.28946562013227,2.20929496702533,1.77792516992042,1.69201748041435,1.64088081737416,3.5725914005441,4.12971567263068,3.95665476891285,2.06363609670597,1.88051500643706,2.04284492484107,2.95039666410597,2.47176080322661,3.91733224806974,2,1,1999
0.49905415370415,0.700638551640796,0.544473286572033,0.642069412280937,0.683111984874722,0.714648969444567,0.651798568872857,0.593962197987851,0.623528494227573,0.829976090130404,0.873978256845147,0.799358474383399,0.621958032684236,0.613752850654218,0.554136357712505,1.64198216510381,1.84548134598756,1.7222521801966,0.732709251296347,0.648115628655464,0.729852935888423,1.24784434047105,0.922793755855264,1.71625005499069,3,1,1999
0.731162025044663,1.39829241914774,0.702838067750001,0.698976320125,0.855812712855496,0.737025892312501,0.734640695250001,0.682301859791667,0.724745216041668,0.685117800461806,0.669352318736112,0.649290360486111,0.744317647631945,0.758346206406251,0.689028035802084,0.980355082684283,1.04008599936204,0.931375099953505,0.771924427222223,0.793508102673612,0.786852001375001,0.588903892722223,0.639476579756945,0.76719720017457,4,1,1999
0.674822463656251,1.00136509649103,0.608016023125001,0.629261613000001,0.712200846305556,0.646342573083334,0.617186179250001,0.594001744979168,0.665095363020834,0.659110119152779,0.616385135625001,0.592360469027778,0.647363804072918,0.654394854895834,0.730375104736112,0.748952541840279,0.749946207895834,0.607527824895834,0.621727419104167,0.622145210513889,0.690571340000001,0.626404823090278,0.628978657291667,0.769539894375,5,1,1999
0.640155407770834,0.633732778142362,0.659115432875001,0.632523574229167,0.670725251715279,0.635816089361112,0.642086613690973,0.66495023198264,0.675642437416667,0.644800929423612,0.623432459722223,0.596463326798612,0.658851075194445,0.690113031458334,0.743337597989584,0.654040163937501,0.633686283072918,0.579514545555556,0.633552443694445,0.678069480041668,0.753469205729167,0.521325966145834,0.536733103729167,0.602464179725695,6,1,1999
0.808769777111112,0.817638379500001,1.5655082504375,1.50344264645139,0.951597980937501,1.60282851425,1.60798448534375,1.5922850930382,1.67350766195834,0.982783552444445,0.934299158243057,1.501275312,1.630685703,1.68187943131945,1.87268423676736,1.61631606968056,1.57004650132292,1.50450472668056,0.992146331000001,0.974571194750001,1.05055476566667,1.46381257401042,0.947896309194446,1.08217671192995,7,1,1999
0.913870553159723,1.10015486569056,1.54459855689373,1.78561901446822,1.03166900060104,1.69636121889842,2.73362081757986,2.01316249445784,1.49998799035879,1.2386338845998,1.80087960689006,2.56680149002778,1.59035223760511,1.63280795178823,2.66720885156658,1.85068354745934,2.15376547507181,2.09334284198874,1.041057815625,1.52059061486022,2.21070903745834,2.65993775627778,1.27932228542184,2.35228916609662,8,1,1999
1.82576008425347,2.08799243218361,2.5043783416229,2.76267968807933,2.10606311680243,2.75603034660675,3.75479999837153,3.03579730303076,2.56348299806713,2.38220336512064,2.93010203741089,3.60992501516667,2.6919698811815,2.7316524965799,3.94183332011519,3.07704679813989,3.3990405952489,3.22937015803041,2.20509243306945,2.71131307005814,3.56718409047223,3.91743775864236,2.56826922800518,3.7541460637494,9,1,1999
2.20656208622577,1.8614069660554,2.28375440758365,2.07289886866906,2.06426506669243,1.92261406388734,2.77279182656477,2.11552396799084,2.06083921029475,1.76153194027549,2.09598527012419,2.47397134799564,1.93265189263199,2.0741917127497,3.30727621718795,2.33170815505701,2.47012743367217,2.18678425811397,1.68499147016396,2.20495128270888,3.42407131206264,3.0718473357275,1.9098477077233,2.75140122520741,10,1,1999
1.07054462214664,0.802344418127712,1.10101958325638,0.946467214321892,1.05929896941413,1.3415870613804,2.14394434633803,1.09591893532556,1.21900744785867,1.0137047419,2.74813607370405,2.12838511161944,1.1545186661753,1.26290582185957,3.2082852377583,3.1253125689459,3.2829077426305,1.40185511300047,1.41815571727602,1.55460616091489,4.53435364393764,2.10694818514693,1.25011463075423,2.65969645605015,11,1,1999
0.371937308020834,0.433539289743056,0.362055777333334,0.427548732152778,0.587873030611112,0.343792514055556,0.862395158780884,0.450107807739584,0.591663042986111,0.369710194194445,1.04536443907437,0.731366785061987,0.451594653638889,0.615337336024306,2.22807028251874,1.27517115225392,1.35176634879774,0.3725151753125,0.440427866388889,0.835483609446815,3.76248551695741,0.738279103160248,0.489971683958334,1.31494807450674,12,1,1999
0.460803334250001,0.490295488906251,0.470438773177084,0.509539466041667,0.605142627833334,0.446272960833334,0.507685029851111,0.581922990152778,0.646397702951389,0.377088961715278,0.4129499445625,1.24014339985713,1.08242647155556,0.6724462335,1.21759290904499,0.427680246777778,0.472360140042666,0.513906017277778,0.558243051284723,0.636717097385417,2.10161406313651,0.506055324802084,0.514163400697917,0.642796659822917,13,1,1999
0.387154147927084,0.4188860365,0.422866014444445,0.406453254930556,0.413144891746528,0.479847050479167,0.512894085302084,0.522432880906251,0.535809180277779,0.541780475625001,0.525679897291667,0.78030513313335,0.677316924131945,0.575175891361111,0.546212119958334,0.572265632121528,0.682689761513889,0.853029349910361,0.754591065333334,0.636060852690973,1.36422128476611,1.32757139309375,1.32360768842361,1.60833817997917,14,1,1999
