HAS_FIRE;Temperature;Relative.Humidity;Precipitation;Wind.speed;Fine.Fuel.Moisture.Code;Duff.Moisture.Code;Drought.Code;Fire.Weather.Index;Initial.Spread.Index;Buildup.Index;Daily.Severity.Rating
0;25,32760417;73,546875;0,129834493;6,49;75,09478577;3,330746266;22,41203526;0,471186711;1,104288454;4,834945654;0,0073441
0;25,04270833;63,29166667;0;9,350572917;83,2233206;5,167935834;28,12372276;2,067254658;2,685778531;7,064795777;0,102113797
0;25,22708333;66,67708333;0,436913515;8,274322917;84,1097709;6,847969702;33,86859776;2,737466689;2,87108794;9,079359446;0,167293518
0;25,61145833;69,65625;0,348355146;8,68140625;84,15038122;8,40067184;39,68266026;3,247054274;2,972317665;10,96837116;0,228269427
0;25,8078125;70,18229167;0,213664638;8,821875;84,7920679;9,938296126;45,53206651;3,94602357;3,209174118;12,84254563;0,312117487
0;25,1140625;68,83333333;0,250851486;8,67296875;85,01649888;11,50327882;51,25659776;4,403325131;3,278029692;14,72114955;0,377650484
0;26,071875;64,52604167;0,184911921;9,220364583;85,6796112;13,3494147;57,15353526;5,404399174;3,692027397;16,83915395;0,541856855
0;26,15677083;62,640625;0,077696232;9,95703125;86,10955512;15,29878475;63,06575401;6,377562721;4,064646882;19,03020117;0,724432036
0;26,20572917;63,97916667;0,476528371;9,465416667;85,69788458;17,18142167;68,98678526;6,345994546;3,790892231;21,16155047;0,727632283
0;26,60625;64,734375;0,75153214;7,257604167;82,73414591;18,17711248;74,97991026;4,833182618;2,826980625;22,58929187;0,518938997
0;25,44895833;66,67708333;0,138651993;4,504583333;84,34140053;19,87036161;80,76472276;4,820183213;2,628241194;24,5534838;0,487207118
0;25,45572917;69,29166667;2,133579425;4,726875;73,92600289;18,80310559;84,82380543;2,756459993;1,547733692;23,93272159;0,244050221
0;23,76979167;80,72395833;4,877483199;3,84;52,75001678;13,30493202;83,91362262;0,269014969;0,301066395;18,9605791;0,00343824
0;24,67864583;78,796875;3,11909479;3,818072917;53,66257548;11,63378421;86,42188923;0,296399786;0,328873325;17,14076024;0,004375752
0;25,49635417;74,15625;0,762138698;6,119322917;69,50494333;12,59575415;91,8273335;1,06206014;0,903004583;18,43160434;0,040216481
0;25,9234375;63,4375;0,046485435;6,637708333;81,12394579;14,39324057;97,69755225;3,372170452;2,064392243;20,73063072;0,280824889
0;25,8609375;56,88541667;0;6,985416667;85,76129581;16,5073994;103,556521;6,078736341;3,389853861;23,33310083;0,697373291
0;26,125;60,71875;0,303829871;6,595104167;86,37342396;18,4531535;109,463021;6,766505108;3,572307718;25,72233855;0,820244678
0;25,79635417;61,890625;0,257612365;8,0128125;86,03380843;20,31918058;115,3103648;7,380135343;3,709316648;27,97851067;0,970333371
0;25,6421875;58,00520833;0,278510715;8,273697917;86,67083415;22,36314273;121,1299585;8,377785475;4,054512629;30,38531569;1,189365459
0;26,4546875;61,09375;0,459897684;9,699479167;86,48073467;24,31456605;127,0958023;9,113489334;4,247826801;32,69286232;1,384991944
0;25,09375;65,94270833;0,61784099;8,70234375;84,04478888;25,34209627;132,3262626;8,113705432;3,621065793;33,95390017;1,22774121
0;25,28177083;65,68229167;0,223719526;7,728229167;85,34967647;26,99209769;138,0809814;8,209413203;3,519094183;35,94811456;1,222547598
0;26,2609375;60,97395833;0;7,48359375;86,34527028;28,93521093;144,0119501;9,019960845;3,761318854;38,21706876;1,381098625
0;27,53385417;55,69791667;0,00602837;7,491875;87,4077225;31,24158346;150,1720439;10,49471316;4,327663458;40,82883613;1,766240577
0;28,22760417;54,99479167;0,038447607;4,844791667;87,79588182;33,64214449;156,4570126;10,20290389;3,994713496;43,49972996;1,676637251
0;28,04947917;57,95833333;0,363175829;7,184479167;87,0152619;35,87269839;162,7099189;10,92031457;4,162403775;45,99782458;1,961307998
0;27,55833333;52,453125;0,007368008;11,06453125;88,09263579;38,35272365;168,8744189;14,50318766;5,719383791;48,68835865;3,131003858
0;27,00572917;57,46354167;0,301016631;11,15989583;88,08550465;40,52746196;174,9394501;14,91569715;5,732440328;51,10530227;3,280339759
0;27,36041667;53,109375;0,001473602;11,19557292;88,21638772;42,95506556;181,0683251;15,54136925;5,841405916;53,71631566;3,514892277
0;27,10625;50,515625;0;10,93697917;88,51651338;45,49414996;187,1514501;16,31479529;6,020544172;56,39931666;3,823616429
0;27,12291667;54,75520833;0,551528915;9,545625;87,37024507;47,13374566;193,2375751;14,42238726;5,088808518;58,38830887;3,178901342
0;26,81875;60,640625;2,336060535;7,834375;78,57759641;44,32397209;197,0334658;6,879797927;2,177709821;56,04914504;1,079292709
0;25,77552083;65,02083333;1,380496835;7,791458333;78,47205179;43,82271976;202,8770596;5,835436833;1,802740426;56,20464396;0,746462069
0;25,14270833;69,17708333;0,87880245;6,522760417;79,88947506;44,71569634;208,6067471;6,542769812;2,00318234;57,45170625;0,904355276
0;25,18229167;68,69791667;3,102065475;4,855;68,12327868;37,81652599;209,9087245;3,176749747;1,094323538;50,97359222;0,412574685
0;23,28802083;83,546875;8,240782419;3,42203125;39,22886202;21,59812827;197,3051055;0,082984629;0,055014352;33,24203237;0,000582009
0;21,9828125;88,421875;20,20468644;3,793385417;21,30429915;8,850346916;155,292345;0,000372789;0,000551325;15,36269893;5,11E-08
0;23,0953125;82,02604167;9,442169671;6,696197917;32,4427898;4,980477258;142,1138248;0,005903556;0,010010652;9,106700559;3,80E-06
0;23,09895833;82,19270833;11,54982195;6,70140625;33,94077014;2,80660891;124,9382495;0,010168318;0,021492959;5,296835395;1,58E-05
0;23,28802083;83,77604167;4,988275611;7,729947917;42,81001992;2,248112476;122,2136143;0,077296082;0,170304717;4,271194385;0,000541288
0;23,775;83,9375;8,919309006;6,29734375;36,53657852;1,300534512;111,8329023;0,014916008;0,043304919;2,517773318;2,65E-05
0;22,58177083;90,52083333;13,5872772;3,59234375;20,10904282;0,531787442;92,11655806;5,77E-05;0,000216175;1,047357668;1,13E-09
0;22,65989583;89,03125;10,72756322;4,19015625;20,77305387;0,448933808;78,99980394;0,000151474;0,000565926;0,883449209;1,41E-08
0;23,115625;86,65104167;12,98730112;3,990260417;23,40865723;0,557721161;63,35815945;0,000224603;0,000832567;1,070268891;1,32E-08
0;22,46458333;83,71354167;6,42889827;6,194427083;32,38027261;0,66235242;60,57517523;0,004998857;0,017479689;1,270087129;3,78E-06
0;22,03333333;91,48958333;16,25498145;6,447395833;19,01878224;0,340910115;42,64297875;0,00011075;0,000433148;0,632735319;8,41E-09
0;22,953125;87,125;9,285885184;7,837604167;27,64629885;0,533787632;37,68135154;0,001151689;0,004343109;0,99636139;2,73E-07
0;22,57083333;87,421875;14,35886678;7,26;26,05900688;0,513353359;29,2890484;0,000479585;0,001829696;0,94701656;4,36E-08
0;22,56145833;89,09375;11,28538172;8,051458333;24,51444154;0,445569389;20,01282135;0,000451789;0,001768692;0,796794419;5,05E-08
0;23,55208333;79,94791667;0,902096144;7,721302083;50,25047458;1,233345026;25,45619635;0,081332341;0,258105278;2,102898019;0,000351757
0;24,04895833;70,63020833;0,034994578;6,97421875;71,58122423;2,508608655;30,98900885;0,371043929;0,945902547;4,011447071;0,004714594
0;24,37708333;72,01041667;0,029696104;5,448697917;79,66625433;3,740155447;36,58088385;0,667790014;1,453251856;5,796181355;0,013365259
0;24,3421875;72,23958333;0,162404416;3,92546875;82,18216115;4,960367794;42,1664776;1,05097533;1,814889223;7,510962638;0,030766443
0;24,61145833;76,125;0,952123605;4,48375;76,53342344;5,527659752;47,38610108;1,373213711;1,632305006;8,485381729;0,060297147
0;24,71666667;78,671875;5,983087062;5,409635417;53,72374215;3,756838303;44,98990907;0,190624135;0,369328664;6,173474186;0,002076923
0;23,309375;87,02604167;17,45416184;5,158229167;28,64940841;1,761774601;22,48904191;0,001555032;0,004157992;2,896228773;4,16E-07
0;22,98697917;88,41145833;7,161319999;6,5296875;28,1878632;0,824007699;19,74922497;0,001306925;0,004287917;1,473913118;3,23E-07
0;23,74635417;82,046875;4,575417844;6,947708333;41,24440482;1,020681078;20,83491706;0,042527971;0,124435079;1,763341695;0,000216639
0;23,55;83,24479167;5,281100757;7,141614583;41,56635945;0,802797396;21,01599754;0,031657082;0,105872585;1,423335913;8,56E-05
0;22,64166667;84,640625;9,94536047;7,236041667;34,2762468;0,636513113;15,69109227;0,006504108;0,023730306;1,094335315;5,38E-06
0;22,94479167;79,890625;1,223947685;7,6934375;54,43051389;1,413392036;21,02515477;0,141378041;0,422457516;2,320588769;0,001034429
0;23,33125;78,83854167;1,18636548;6,638072917;65,62763886;2,14387597;25,80421728;0,284012346;0,74487991;3,454721409;0,003251239
0;23,225;81,50520833;2,901346239;5,448020833;56,84100632;1,694468488;29,32589973;0,150478436;0,430830179;2,913604774;0,000994095
0;24,12395833;76,609375;0,284146116;7,56625;72,22254805;2,712181193;34,87221223;0,411711074;0,999885383;4,477112332;0,005734566
0;24,134375;70,0625;0,043620002;8,67421875;80,72571147;4,015158544;40,42039973;1,034558301;1,929275523;6,350612446;0,030895659
0;24,12395833;68,10416667;0,001355424;7,783645833;83,67239034;5,403599242;45,96671223;2,258729206;2,628460039;8,264596516;0,11977205
0;24,075;64,11458333;0;6,380625;85,07081648;6,962744571;51,50421223;3,095885259;2,950539706;10,31263722;0,205766631
0;25,02291667;64,9375;0,02144034;7,0990625;85,64463013;8,544014423;57,21233723;3,955514072;3,297916224;12,33640147;0,311426871
0;25,20364583;69,41145833;0,177314076;6,386510417;85,63233972;9,931646912;62,95299348;4,142836914;3,175867234;14,13763379;0,338358888
0;25,346875;67,25;0;7,05375;85,73159344;11,42553258;68,71943098;4,718077511;3,329276694;16,04142974;0,425410633
0;25,85625;59,61458333;0;6,3571875;86,59655139;13,30479367;74,57755598;5,615988313;3,64867365;18,30678469;0,584810665
0;26,03020833;64,203125;0,188157467;6,827395833;86,63324263;14,98036566;80,46699348;6,146739813;3,748417268;20,35723855;0,683493727
0;25,41875;60,54166667;0;8,857916667;86,77034793;16,78489573;86,24636848;7,297668914;4,231089121;22,4946679;0,924235158
0;24,228125;64,40625;0,009280945;11,01473958;86,74961114;18,23674841;91,81143098;8,372735306;4,698234913;24,28741676;1,176390167
0;24,31458333;66,56770833;0,167057012;12,49947917;86,63464389;19,60489474;97,39205598;9,15892271;4,981832218;26,004649;1,379807298
0;24,46822917;67,765625;0,295905459;11,52541667;86,41360473;20,93227934;103,0003372;8,868577706;4,603940665;27,68639057;1,304683481
0;24,40833333;66,140625;0,115951549;10,88817708;86,49201942;22,32243511;108,5978372;9,014171528;4,505414253;29,42082746;1,341999542
0;25,0859375;66,05208333;0,073644903;9,2546875;86,54971292;23,75306279;114,317306;8,749127333;4,183100028;31,19997823;1,273055495
0;25,5875;64,95833333;0,220573112;9,067083333;86,59793128;25,25931088;120,127056;9,025069327;4,170354972;33,05051911;1,344065453
0;25,63072917;66,71354167;0,364970155;8,123125;86,42060324;26,69217184;125,9445872;8,73923659;3,878375302;34,83652635;1,268315397
0;25,56979167;67,28125;0,290119935;6,846510417;85,79665398;28,09710851;131,7511497;8,030911021;3,423556432;36,59730533;1,116821287
0;25,1328125;65,96875;0,109563366;9,209583333;86,19379642;29,53453616;137,479056;9,469041164;3,990044543;38,37726665;1,469163075
0;25,3125;62,59375;0,263000289;13,03234375;86,48563158;31,1256505;143,239306;11,75970846;5,008032485;40,28781961;2,140494715
0;24,553125;62,79166667;0,042306646;14,31182292;86,56689691;32,66281642;148,8628685;12,82145442;5,409676762;42,13668329;2,497308052
0;24,32395833;59,18229167;0,000241064;11,53260417;86,82092353;34,33401238;154,445181;12,09735193;4,870830045;44,08989252;2,250646998
0;24,8421875;66,10416667;0,051828654;9,635364583;86,73819131;35,75069511;160,1207747;11,34021782;4,374059105;45,84147622;2,006564025
0;25,78958333;62,671875;0,075211815;7,590208333;86,7864719;37,36708278;165,9668997;10,73016352;3,969169809;47,77339171;1,817647348
0;25,95260417;65,484375;0,313623628;8,182916667;86,65866607;38,87133267;171,8423685;11,09403705;4,025198548;49,61539412;1,932892862
0;25,9625;65,50520833;0,197310484;6,485208333;86,7069204;40,37476291;177,7196185;10,62870044;3,719813029;51,45741791;1,793041467
0;25,4046875;69,11979167;1,30258668;6,931614583;80,95149913;39,19461621;182,2892378;7,330957928;2,514891422;50,78013502;1,088804167
0;24,91822917;74,5;1,756268208;8,172708333;74,2256076;37,22129547;187,0002012;4,565062969;1,607351689;49,25376812;0,547428296
0;24,86770833;76,38020833;3,224706583;8,114791667;64,14194642;30,42353648;188,4405414;1,788620917;0,763762749;42,65864563;0,09857408
0;25,58020833;68,55729167;0,321458191;9,049791667;78,36794579;31,77724248;194,2489789;4,416805168;1,594725355;44,4594525;0,405024611
0;25,02135417;67,45833333;0,321096596;9,050104167;83,2776445;33,14722392;199,9568227;7,466783834;2,669871141;46,24922508;0,983410343
0;25,57916667;61,08333333;0,024106351;10,28536458;85,72923144;34,82011636;205,7650727;10,68802372;3,9295734;48,34302574;1,829387543
0;24,94895833;59,38541667;0,186824221;11,69953125;86,42069096;36,52383419;211,4598852;12,52621463;4,6413991;50,45261871;2,408987283
0;24,49947917;65,36458333;0,600971331;10,98307292;84,73019087;37,38409397;217,0737914;10,90481815;3,884354894;51,75267002;1,981018146
0;24,21197917;66,234375;0,33025701;10,70385417;85,64363475;38,76172914;222,6359477;11,59039683;4,041425335;53,51173589;2,143989218
0;24,70364583;63,5;0,272401767;9,776614583;86,09276159;40,27952022;228,2866039;11,86915595;4,048191652;55,41155925;2,208195575
0;24,471875;62,28645833;0,333872962;10,268125;86,26794044;41,83300646;233,8955414;12,58672571;4,248924191;57,33688892;2,446265482
0;22,98385417;61,52083333;0,102451992;11,55296875;86,38286925;43,32588511;239,2366352;13,63737423;4,600770538;59,17675713;2,810260219
0;24,103125;58,23958333;0,040619201;12,79385417;86,62338191;45,02184489;244,7791977;14,93714871;5,050524621;61,22680292;3,285222069
0;25,04010417;54,578125;0,069305759;12,64234375;87,29275163;46,93371349;250,4904164;16,28151884;5,50796377;63,48507099;3,821513626
0;25,11041667;58,99479167;0,100003506;12,20526042;87,34121531;48,58363226;256,2142914;16,36783363;5,421783483;65,49304432;3,853077204
0;24,02604167;63,97395833;0,358031419;12,49963542;87,14391281;49,97361154;261,7429789;16,46390467;5,35937009;67,23930732;3,901277628
0;24,46145833;61,234375;0,050709324;14,02125;87,19232735;51,49518121;267,3500414;17,79270251;5,825013511;69,108774;4,475996457
0;24,678125;57,00520833;0,028892522;11,43265625;87,25504116;53,19645931;272,9961039;16,51269261;5,159514691;71,14480096;3,921864036
0;24,7796875;58,70833333;0,099767648;9,629166667;87,30349239;54,83742775;278,6604477;15,7322533;4,742856182;73,11923667;3,597949593
0;25,31145833;61,82291667;0,47171465;7,266458333;86,58457632;56,38664298;284,4205102;13,59501632;3,863375066;75,02020913;2,817200777
0;25,03333333;64,52604167;0,440935269;4,982395833;85,4897216;57,81313562;290,1305102;11,52954854;3,131307354;76,81121174;2,172109622
0;24,68958333;71,05208333;2,644196467;6,484010417;71,86421925;51,05376563;292,1902599;4,998174908;1,300508168;70,07844965;0,679679981
0;23,2734375;79,05729167;7,929641188;10,16854167;52,01068988;31,16721871;276,9958061;0,994621833;0,403915916;47,89276477;0,050854653
0;23,1015625;68,484375;0,262391274;14,62505208;74,49765901;32,3415031;282,3580874;5,224295861;1,734234403;49,54028138;0,595179122
0;23,16666667;65,359375;0,082432134;11,74369792;82,28452552;33,63377987;287,7320874;8,378110313;2,806004276;51,32988908;1,273959041
0;24,03489583;63,95833333;0,010731508;6,0125;84,6276487;35,02788851;293,2623686;8,409033276;2,75695301;53,24008954;1,244484165
0;24,40989583;62,18229167;0,217460453;5,86953125;85,63002441;36,5116955;298,8601499;9,49952114;3,105417287;55,25054598;1,513717237
0;23,80052083;63,72916667;0,795310899;10,27765625;83,51151647;37,70366262;304,3482436;9,29386873;3,006195958;56,94191401;1,46929943
0;22,09166667;61,375;0,198591867;12,83760417;85,16148638;39,07947444;309,5287436;12,47720093;4,148834038;58,79002628;2,437915574
0;20,89010417;53,96354167;0;11,40734375;86,47758524;40,63579052;314,4929624;13,86239183;4,617902127;60,82911974;2,925807052
0;21,03854167;56,28645833;0;9,784947917;86,5924164;42,12405484;319,4838999;13,42407418;4,329320709;62,77867378;2,767103625
0;21,58385417;55,44791667;0;8,410625;86,76881724;43,67707945;324,5729936;13,17763302;4,134809453;64,80003914;2,666676525
0;22,36197917;51,69791667;0;7,500520833;87,32577375;45,4164402;329,8021499;13,75631388;4,268070935;67,02787573;2,859794649
0;23,18854167;46,71875;0;7,069583333;88,25427459;47,40376426;335,1800874;15,28663606;4,772795728;69,52297096;3,435457354
0;22,10729167;53,30208333;0;9,635416667;88,23075311;49,07305068;340,3633999;17,10811108;5,415852976;71,63745873;4,193312904
0;22,02760417;54,171875;0;7,80921875;88,26875498;50,70352348;345,5323686;16,33312552;4,977674309;73,70088988;3,880396864
0;23,15885417;55,32291667;0,056723686;8,928802083;88,3032782;52,36688615;350,9049624;17,35381335;5,289879485;75,80490893;4,308582616
0;24,10052083;59,16145833;0,027241521;9,11015625;87,99519421;53,94629303;356,4470561;17,14461207;5,097816466;77,81601415;4,212586384
0;22,83125;56,52083333;0;9,7215625;88,0438898;55,54321924;361,7606811;17,84244912;5,288055246;79,82786582;4,502668496
0;22,46666667;52,46354167;0;11,8703125;88,09260146;57,26226839;367,0086811;19,69933179;5,935906954;81,95650071;5,362501782
0;23,13125;65,15625;0,03349174;10,58328125;87,05358785;58,5581664;372,3763061;17,04450208;4,799119293;83,64282883;4,160677532
0;23,24427083;68,67708333;0,481148942;11,09411458;85,85317879;59,72981692;377,7642749;15,57726643;4,186609888;85,19677582;3,587216969
0;23,5515625;67,71875;0,262862988;9,95046875;85,85907097;60,95275935;383,2075561;15,05423854;3,951663093;86,80609067;3,371090926
0;22,85104167;62,97395833;0;6,0621875;85,96755395;62,31484608;388,5247436;13,19443735;3,287591259;88,54647722;2,66014212
0;23,54479167;59,33333333;0,010731508;8,4825;86,34651022;63,85586388;393,9668061;15,27062741;3,916129175;90,47840456;3,431996817
0;22,903125;58,875;0,104912138;10,55682292;86,56983422;65,31431176;399,2933686;17,06429071;4,478644401;92,32104782;4,161733359
0;23,290625;61,640625;0,002363477;11,40739583;86,61805923;66,69801811;404,6896811;17,87691536;4,703362937;94,08429321;4,514827707
0;23,34427083;60,05208333;0,012473909;9,616041667;86,67425911;68,1416974;410,0956499;16,98442492;4,331232954;95,90527798;4,12222084
0;23,05;59,86458333;0,000393913;7,92484375;86,72759092;69,5747222;415,4486499;16,17177098;4,004462259;97,70996649;3,774860444
0;22,4421875;59,29166667;0,00761565;8,287135417;86,81590726;70,99113568;420,6922436;16,70800492;4,128687497;99,48734394;3,997748869
0;22,81927083;57,88541667;0,00091913;8,650364583;86,87167694;72,47992296;426,0037124;17,20411682;4,238521156;101,3393831;4,209789158
0;22,45208333;55,80208333;0;9,669427083;86,95772727;74,01900429;431,2490874;18,19772446;4,516134386;103,2326476;4,645374484
0;22,7609375;57,390625;0,365945094;13,09338542;86,69988042;75,52159884;436,5500561;20,30524067;5,18714904;105,0918594;5,65101843
0;22,2703125;60,96875;0,023766079;15,13057292;86,76554672;76,87009006;441,7627124;22,17095085;5,804492194;106,7894898;6,60009418
0;22,35364583;62,69270833;0,065258238;12,55026042;86,78085564;78,16446629;446,9903686;20,38033245;5,10392905;108,4328797;5,688000651
0;22,24895833;65,77083333;0,066965195;10,17401042;86,51002645;79,34697353;452,1991811;18,27860296;4,354510862;109,9651048;4,690176276
0;22,53333333;65,70833333;0,057642589;9,56921875;86,47117578;80,5454623;457,4591811;17,90474733;4,19794988;111,5163816;4,515496531
0;22,31354167;56,23958333;0;10,49697917;86,6971739;82,06016849;462,6796186;19,12467674;4,541850182;113,371257;5,074382758
0;21,33645833;60,28645833;0;8,398125;86,74544095;83,37745479;467,7241811;17,89609711;4,112477335;115,0199484;4,508707651
0;22,3859375;55,69791667;0;7,866770833;86,89537842;84,91603673;472,9576499;17,96361207;4,091043211;116,8940602;4,541118048
0;22,3359375;56,15625;0;7,84890625;86,99041431;86,43634309;478,1821186;18,25521527;4,141029882;118,7481922;4,669076157
0;22,16041667;54,77604167;0;7,185885417;87,079557;87,99088454;483,3749936;18,09848946;4,054805035;120,6303661;4,595068462
0;23,04270833;48,33854167;0;7,862447917;87,9560699;89,83397512;488,7266811;20,49971907;4,759110702;122,793754;5,733910384
0;23,4859375;50,63541667;0,001050435;7,685260417;88,01585246;91,62753903;494,1581499;20,62307724;4,753054272;124,9114037;5,785580573
0;23,11614583;54,86979167;0;7,886822917;88,06455487;93,24338298;499,5230561;21,00261996;4,835080019;126,852692;5,970780709
0;23,959375;54,578125;0;7,825520833;88,11327336;94,92538025;505,0397436;21,19990241;4,854662965;128,8677475;6,071976092
0;24,02864583;57,53645833;0,000131304;5,449947917;88,123393;96,50361201;510,5688999;19,57658479;4,316690789;130,7821954;5,272843949
0;24,35260417;56,05208333;0,011029561;7,11875;88,14055284;98,15919446;516,1563686;20,95964963;4,703216221;132,7733038;5,947866613
0;23,15625;53,96875;0,001575652;7,298072917;88,18929642;99,81187689;521,5284936;21,32357818;4,780571034;134,7409151;6,133424336
0;22,88385417;53,78125;0;6,962552083;88,23805609;101,4516094;526,8515874;21,29401684;4,740514107;136,687108;6,123355373
0;23,29583333;53,27083333;0;8,345052083;88,28683187;103,1359649;532,2488374;22,60548771;5,113146671;138,6811541;6,804994947
0;23,25364583;47,98958333;0;12,44838542;88,43938204;105,0078156;537,6384936;26,66147959;6,423378609;140,843258;9,109430069
0;21,953125;53,57291667;0;9,808020833;88,48589365;106,5908455;542,7940561;24,52802222;5,659960513;142,7173915;7,858655754
0;22,40625;58,515625;0;6,873125;88,01009685;108,0318492;548,0311811;21,12051831;4,564004881;144,4715263;6,024712661
0;23,61875;52,78125;0;6,56453125;88,05879736;109,7574989;553,4865561;21,09542489;4,524940752;146,4969375;6,015759786
0;23,49895833;51,08333333;0;10,82020833;88,13350778;111,5583539;558,9203686;24,84429953;5,666208114;148,5870577;8,032621444
0;22,15208333;61,48958333;0,124414879;15,018125;87,45717191;112,8994362;564,1117436;27,00896221;6,363647044;150,2418541;9,323267104
0;22,84270833;60,77083333;0,053405908;10,66354167;87,32024165;114,3059404;569,4274311;22,94114549;5,006622972;151,9655488;6,984822605
0;22,865625;64,96875;0,203280586;9,7465625;86,86762813;115,5635843;574,7472436;21,25252293;4,479242317;153,5563701;6,092967864
0;22,37916667;58,38541667;9,95E-05;8,213697917;86,91595145;117,0262443;579,9794936;20,27270158;4,17705894;155,3215624;5,605486581
0;21,93020833;54,29166667;0,009249068;13,06859375;87,0474147;118,6029149;585,1309311;24,53004006;5,436054655;157,1782003;7,856066378
0;21,70052083;67,20833333;0,255194707;12,45765625;86,08108974;119,7237928;590,2410249;21,93892717;4,638572459;158,627353;6,480659412
0;23,02447917;60,01041667;0,06116319;10,95057292;86,33434062;121,1685503;595,5894311;21,30790901;4,418057627;160,3846007;6,129393596
0;22,18958333;63,109375;0,00467426;7,618125;86,39738086;122,4556143;600,7875561;19,03411329;3,767476957;161,9884766;5,016530644
0;21,74114583;49,82291667;0;10,37421875;87,43541546;124,1713688;605,9049624;23,42590861;5,009091077;163,963766;7,23218756
0;21,03802083;52,421875;0,005270974;13,29567708;87,48392624;125,7477751;610,8958061;26,16781806;5,848030314;165,8029495;8,802332468
0;20,85208333;55,80729167;0;13,91739583;87,53245303;127,2003416;615,8531811;26,92891076;6,073964926;167,5282821;9,257717547
0;20,46875;59,0625;0,033217082;14,52104167;87,40548192;128,522572;620,7415561;27,2168462;6,147997414;169,1329226;9,433629351
0;20,78958333;62,44791667;0,26036623;14,71458333;86,86029991;129,7536066;625,6876811;26,0444255;5,757261276;170,6629839;8,736028797
0;21,23125;67,02083333;0,396118675;11,45385417;86,18124034;130,8563253;630,7133061;21,73660152;4,441681728;172,0888044;6,346773042
0;22,04739583;66,46875;0,166383767;10,60682292;86,20913517;132,018775;635,8858374;21,17881912;4,267955088;173,5793835;6,059471827
0;21,878125;61,34375;0,000596714;8,991927083;86,29522305;133,3485422;641,0278999;20,17900663;3,977419602;175,2134972;5,55784158
0;22,36666667;57,77604167;0,000596714;10,76375;86,54369982;134,8315473;646,2578999;22,10441962;4,502829199;176,9891277;6,527541766
0;22,44791667;56,390625;9,95E-05;11,58171875;86,67812086;136,3689217;651,5025249;23,13621325;4,788452464;178,8113701;7,085676372
0;21,99791667;56,18229167;0;11,30442708;86,76227822;137,8850512;656,6661499;23,13984642;4,774342265;180,6055017;7,08295712
0;21,81666667;51,14583333;0;9,455416667;87,34358447;139,5621109;661,7971499;23,03389045;4,736822601;182,5350014;7,033348358
0;22,13854167;46,58854167;0;9,46703125;88,14458323;141,4212937;666,9860874;25,00389138;5,304489845;184,6248732;8,121228194
0;22,29166667;46,16666667;0;12,73682292;88,39884564;143,3067151;672,2025874;28,78849918;6,493482333;186,7380587;10,42836601
0;22,43697917;57,53645833;0,116856501;12,74869792;88,12083782;144,8038422;677,4452436;28,07162336;6,236928619;188,5192315;9,97210691
0;22,81979167;57,94791667;0;12,45817708;88,01321317;146,3103282;682,7568061;27,53444194;6,047428413;190,3145501;9,631916282
0;22,25885417;55,80729167;0;12,15828125;88,0619147;147,8560349;687,9673999;27,43141876;6,002328817;192,1330693;9,573019979
