HAS_FIRE;datahora;latitude;longitude;elev_cave;slope_cave;NDVI_cave;hidro_dist;road_dista;censo_cave;Classe_cav
1;2008/10/05 19:44:02;-14,90999985;-44,68099976;736,0720215;3,094500065;0,636135995;775,0460205;2629,360107;0,0123089;4
1;2008/10/06 19:17:25;-14,90999985;-44,75;764,7039795;0,545293987;0,648238003;1805,910034;1399,709961;0,292205989;4
1;2009/10/01 21:19:25;-14,93999958;-44,68099976;743,723999;0,752548993;0,547996998;328,8240051;4778,859863;0,0123089;4
1;2011/02/19 19:42:52;-14,93000031;-44,69300079;755,4000244;1,683650017;0,627424002;666,7189941;3821,800049;0,0123089;4
1;2011/09/25 19:00:00;-14,93000031;-44,41999817;785,0499878;1,895059943;0,56883502;1484,619995;1961,910034;1,961470008;4
1;2012/09/24 03:41:00;-14,93000031;-44,52000046;742,007019;1,455109954;0,589616001;1768,680054;1069,189941;0;4
1;2012/09/24 00:32:16;-14,93999958;-44,54999924;715,9710083;0,213094994;0,639308989;0;2551,590088;0;5
1;2012/09/24 13:00:00;-14,93000031;-44,56999969;725,0750122;2,721339941;0,497952014;734,6439819;1925,77002;0;4
1;2012/09/24 16:33:00;-14,93000031;-44,57799911;722,315979;1,554270029;0,590085983;280,2720032;2164,370117;0;3
1;2012/09/24 13:06:00;-14,93000031;-44,58399963;723,4790039;1,24890995;0,209831998;121,598999;2787,02002;0,0123089;4
1;2012/09/24 13:06:00;-14,93000031;-44,57699966;717;2,056190014;0,837337017;42,9917984;2623,909912;0;5
1;2012/09/25 03:42:00;-14,93999958;-44,54399872;715,1350098;1,979889989;0,666539013;60,79959869;2539,790039;0;5
1;2012/09/24 16:33:00;-14,92000008;-44,58300018;722,7849731;2,050859928;0,583418012;286,7909851;1968,719971;0;4
1;2012/09/24 04:01:00;-14,93999958;-44,54399872;713,5599976;0,357634991;0,698255002;60,79959869;2420,560059;0;5
1;2012/09/24 16:33:00;-14,93000031;-44,56999969;719,6680298;2,374409914;0,85661;151,9989929;2593,97998;0;5
1;2012/09/25 03:42:00;-14,93999958;-44,54899979;715,947998;0,229531005;0,715180993;0;2573,22998;0;5
1;2012/09/24 16:33:00;-14,92000008;-44,58599854;721,1400146;1,87274003;0,844273984;42,9917984;2116,879883;0;5
1;2012/09/24 02:15:00;-14,93000031;-44,51399994;737,5930176;1,801450014;0,682753026;1870,27002;1253,420044;0;4
1;2012/09/25 04:24:00;-14,93000031;-44,54499817;715,6199951;1,260159969;0,682909012;30,39979935;2308,179932;0;5
