"year","month","temp","rh","wind","prec","noRainDay","FMC","DMC","DC"
2009,1,32.2517477399677,39.3879789215061,25.8714905782021,172.544022520929,4.33333333333333,48.0853255558529,47.1774070246322,47.4156406562561
2009,2,31.6318781779509,42.5408418474216,24.9454015057317,76.9062461690223,1.125,53.5580548445561,51.2345871605836,51.0163799978756
2009,3,34.7056035194771,31.5189551772958,22.3243187443158,140.903892189365,5.75,51.4687333980728,50.8670362324786,50.422523450641
2009,4,29.4357413133905,50.0601464871171,23.9163849763652,180.078319352638,0,37.0937582942503,36.1988274099177,37.013021325446
2009,5,29.804429767916,39.3547868169239,29.3430644514759,28.8087630620083,9.375,50.9969714298559,48.490896887002,49.2772874827434
2009,6,29.5500548529829,36.0340857505108,29.5612669637445,6.1969851435379,11.625,56.172569315969,54.5903490657483,55.9841849459461
2009,7,31.4511269634365,24.5183412213329,33.3685740676169,1.09992704753632,0,63.1799101808163,62.5129205175947,63.7471995227079
2009,8,34.1488073797714,23.1784380715053,38.936862801546,2.71661407623428,0.958333333333333,68.8654480453974,68.1046785175876,68.8560901459048
2009,9,36.2864407962039,18.8484384003838,32.7411561877635,11.4070499181445,15.875,72.6268117957619,71.6982507068081,72.5384395245105
2009,10,34.5181620299351,25.7654347121453,25.2264868425326,278.597684730449,2.79166666666667,52.140386318688,51.4574050883101,51.1251329003877
2009,11,33.785560237937,32.3084582368534,24.6380751674501,67.5793112915047,0,56.4657436918384,54.7216422672275,54.6176770802272
2009,12,32.3694479615603,39.0759115636429,27.8322940206258,201.309866416217,0,47.6930293273277,46.5265340546697,46.6202218191986
2010,1,32.7761583012913,34.8481788740652,27.053943063721,87.5440475321602,4.125,55.7546521029463,53.4137765367341,54.5287833443874
2010,2,34.5312068624544,33.0002434243692,29.914022816708,58.8872014249266,2.83333333333333,63.9980119894899,63.249828911874,63.3846580714459
2010,3,32.1671529368198,45.5036076007096,23.4698933772222,220.359248949673,0.791666666666667,44.1255297831039,44.4005191557517,44.1268945441417
