"year","month","temp","rh","wind","prec","noRainDay","FMC","DMC","DC"
2009,1,32.2517477399677,39.3879789215061,25.8714905782021,172.544022520929,4.33333333333333,1.28657473465119,1.20811377462857,1.24257816625443
2009,2,31.6318781779509,42.5408418474216,24.9454015057317,76.9062461690223,1.125,1.36514157369516,1.23113499432329,1.24009122556126
2009,3,34.7056035194771,31.5189551772958,22.3243187443158,140.903892189365,5.75,1.40362057539681,1.34116479717925,1.36138583557995
2009,4,29.4357413133905,50.0601464871171,23.9163849763652,180.078319352638,0,0.627391589950072,0.596354219588786,0.635027179776152
2009,5,29.804429767916,39.3547868169239,29.3430644514759,28.8087630620083,9.375,0.950027794566487,0.860039889722513,0.90906859415007
2009,6,29.5500548529829,36.0340857505108,29.5612669637445,6.1969851435379,11.625,1.12241416310661,1.05298897799389,1.12830844328606
2009,7,31.4511269634365,24.5183412213329,33.3685740676169,1.09992704753632,0,1.53343079757534,1.45504916312994,1.56108620370992
2009,8,34.1488073797714,23.1784380715053,38.936862801546,2.71661407623428,0.958333333333333,2.05959849354396,1.96108174078145,2.09404514742299
2009,9,36.2864407962039,18.8484384003838,32.7411561877635,11.4070499181445,15.875,3.04835138754779,2.91547483401802,3.08551043011842
2009,10,34.5181620299351,25.7654347121453,25.2264868425326,278.597684730449,2.79166666666667,1.7702314898859,1.69964071638959,1.7404991449364
2009,11,33.785560237937,32.3084582368534,24.6380751674501,67.5793112915047,0,1.84324343863522,1.70717326654377,1.68923272894327
2009,12,32.3694479615603,39.0759115636429,27.8322940206258,201.309866416217,0,1.21551546432641,1.13831316706898,1.14307509184125
2010,1,32.7761583012913,34.8481788740652,27.053943063721,87.5440475321602,4.125,1.61602017303375,1.44370483960636,1.53307169598927
2010,2,34.5312068624544,33.0002434243692,29.914022816708,58.8872014249266,2.83333333333333,2.26566074439948,2.18395733526177,2.23876644525366
2010,3,32.1671529368198,45.5036076007096,23.4698933772222,220.359248949673,0.791666666666667,0.90038584873309,0.894035498382127,0.892327186976679
2010,4,31.6124002281675,36.0642200616302,31.342916078498,50.5958423904876,11.0416666666667,1.23757678472722,1.25635762286177,1.25074835769602
2010,5,32.4226227415056,36.0039318095563,26.3669332449142,14.6772207269371,0,1.30714744180068,1.30229559019498,1.29300672331775
2010,6,31.2866712905919,22.5512477145645,34.9335343631255,0.429427346216434,1,1.43408482934453,1.39518301945924,1.41603251599833
