"year","month","temp","rh","wind","prec","noRainDay","FMC","DMC","DC"
2009,1,32.2517477399677,39.3879789215061,25.8714905782021,172.544022520929,4.33333333333333,5.594078931272,5.54871293560476,5.60237443342319
2009,2,31.6318781779509,42.5408418474216,24.9454015057317,76.9062461690223,1.125,5.69720384116104,5.63149999903438,5.67561197544697
2009,3,34.7056035194771,31.5189551772958,22.3243187443158,140.903892189365,5.75,5.74145578450868,5.70749289980915,5.74869903995676
2009,4,29.4357413133905,50.0601464871171,23.9163849763652,180.078319352638,0,5.34778868853069,5.32185189260325,5.36828319029155
2009,5,29.804429767916,39.3547868169239,29.3430644514759,28.8087630620083,9.375,5.16811827674156,5.11319525559919,5.16062639413219
2009,6,29.5500548529829,36.0340857505108,29.5612669637445,6.1969851435379,11.625,5.16129748334795,5.08971692476031,5.15230225013693
2009,7,31.4511269634365,24.5183412213329,33.3685740676169,1.09992704753632,0,5.20291052536579,5.13572523686238,5.20793056408736
2009,8,34.1488073797714,23.1784380715053,38.936862801546,2.71661407623428,0.958333333333333,5.39981733044169,5.33676586011328,5.3962596126888
2009,9,36.2864407962039,18.8484384003838,32.7411561877635,11.4070499181445,15.875,5.94534581812338,5.89517428222727,5.97380227124831
2009,10,34.5181620299351,25.7654347121453,25.2264868425326,278.597684730449,2.79166666666667,5.71826140533708,5.68959216339136,5.7333607448417
2009,11,33.785560237937,32.3084582368534,24.6380751674501,67.5793112915047,0,5.71348745108418,5.66896594791799,5.70230863007536
2009,12,32.3694479615603,39.0759115636429,27.8322940206258,201.309866416217,0,5.54091306780931,5.50133938309153,5.54098820949329
2010,1,32.7761583012913,34.8481788740652,27.053943063721,87.5440475321602,4.125,5.70614712169038,5.63152276067478,5.70024705619042
2010,2,34.5312068624544,33.0002434243692,29.914022816708,58.8872014249266,2.83333333333333,5.88585358696244,5.8445991961386,5.89104721228707
2010,3,32.1671529368198,45.5036076007096,23.4698933772222,220.359248949673,0.791666666666667,5.61268469173023,5.60004815408479,5.63305700718433
2010,4,31.6124002281675,36.0642200616302,31.342916078498,50.5958423904876,11.0416666666667,5.49102209360905,5.47484741379582,5.48720562564152
2010,5,32.4226227415056,36.0039318095563,26.3669332449142,14.6772207269371,0,5.5470188999699,5.52398010779778,5.53178093394017
2010,6,31.2866712905919,22.5512477145645,34.9335343631255,0.429427346216434,1,5.11962882572178,5.06514759757623,5.09043036531964
2010,7,31.4369073449412,27.2603833149662,41.3297939215801,1.13781933728715,18.4583333333333,5.1407148825341,5.08533031816251,5.14963041462494
2010,8,32.3102857133964,18.1512894466009,37.5242111669623,0.0104840470879506,28.7916666666667,5.13275684743462,5.0841586354915,5.13999672611788
2010,9,34.4482523889295,18.9864156188103,40.9143863668547,6.84893591905944,24.25,5.59388755210149,5.55918323536731,5.61263273514313
2010,10,36.8123884852297,23.1028175398076,30.980275272658,59.9008936709303,7.83333333333333,6.04621480427583,6.02081419347685,6.07729591766596
