"","HAS_FIRE","elev_cave","slope_cave","NDVI_cave","hidro_dist","road_dista","censo_cave","Classe_cav"
"340",2,735.1929932,0.675523996,0.376682013,1742.359985,1972.47998,5.752779961,2
"341",2,802.6669922,1.618890047,0.619840026,1530.890015,2850.780029,6.438739777,4
"342",2,781.1420288,3.698339939,0.625528991,898.210022,752.0490112,5.438560009,4
"343",2,781.1420288,3.698339939,0.625528991,898.210022,752.0490112,5.438560009,4
"344",2,788.4589844,4.640590191,0.502802014,346.6109924,1382.77002,5.438560009,4
"345",2,802.7880249,1.218279958,0.692797005,860.3729858,1744.47998,5.438560009,4
"346",2,747.8439941,0.627873003,0.383074999,1185.589966,1078.22998,5.438560009,2
"347",2,798.0159912,0.372054994,0.664811015,1453.160034,1618.910034,5.438560009,4
"348",2,778.9299927,1.352730036,0.68393302,1198,4009.550049,6.438739777,4
"349",2,694.0869751,2.420059919,0.387160987,30.39979935,237.4299927,5.438560009,5
"350",2,724.2780151,1.322710037,0.447082996,1940.119995,2044.939941,5.752779961,2
"351",2,808.3629761,0.589569986,0.603372991,1806.170044,2974.98999,6.438739777,4
"352",2,698.1199951,4.725540161,0.48754701,192.2649994,42.9917984,5.438560009,5
"353",2,695.0059814,1.473950028,0.350580007,30.39979935,177.2599945,5.438560009,5
"354",2,693.9890137,1.12045002,0.426485002,85.9835968,91.19940186,5.438560009,5
"355",2,701.3670044,2.091419935,0.524457991,192.2649994,42.9917984,5.438560009,5
"356",2,697.8549805,3.447350025,0.477670997,67.97599792,303.9979858,5.752779961,5
"357",2,725.9719849,4.133860111,0.398535013,580.7869873,951.6640015,5.752779961,2
"358",2,771.5720215,4.704909801,0.597117007,455.9970093,413.4819946,5.438560009,4
"359",2,789.5189819,2.532939911,0.532509029,795.6389771,5962.160156,5.752779961,4
"360",2,823.2509766,2.036360025,0.650017023,3100.929932,747.7360229,0,4
"361",2,795.9349976,3.872649908,0.552879989,669.4860229,1135.02002,6.438739777,2
"362",2,755.5269775,6.333799839,0.49474299,30.39979935,894.085022,5.438560009,5
"363",2,721.8909912,2.891700029,0.561101019,607.9959717,366.0620117,1.010669947,2
"364",2,770.5479736,1.722790003,0.495014995,334.3980103,1671.98999,6.438739777,4
"365",2,698.2819824,1.624279976,0.322685003,85.9835968,701.8339844,1.010669947,2
"366",2,733.0969849,4.690529823,0.400471985,1290.109985,1827.280029,1.010669947,2
"367",2,773.7650146,3.074120045,0.641865015,2107.26001,367.321991,5.438560009,4
"368",2,783.3920288,0.825250983,0.763761997,1428.790039,654.8319702,5.438560009,4
"369",2,749.8729858,1.783779979,0.382147998,1775.719971,2321.560059,1.010669947,2
"370",2,760.302002,1.97905004,0.566343009,334.3980103,1580.790039,1.010669947,4
"371",2,760.302002,1.97905004,0.566343009,334.3980103,1580.790039,1.010669947,4
"372",2,771.348999,2.375010014,0.47181499,790.3950195,2353.379883,1.010669947,2
"373",2,758.6710205,1.627320051,0.400682002,1278.599976,1842.390015,1.010669947,2
"374",2,768.6409912,1.504889965,0.434132993,730.2280273,2239.909912,1.010669947,2
"375",2,776.5549927,2.580490112,0.553478003,788.6389771,2732.600098,6.438739777,4
"376",2,780.0599976,1.898530006,0.503555,699.1950073,1473.369995,6.438739777,4
"377",2,754.617981,2.474600077,0.404089987,30.39979935,2310.379883,6.438739777,5
"378",2,756.6799927,0.854152024,0.467705995,163.7079926,2133.409912,6.438739777,5
"379",2,743.9099731,2.027859926,0.481144994,607.9959717,3770.679932,5.752779961,4
"380",2,815.8629761,2.106230021,0.660269976,912.5,740.28302,0,4
"381",2,832.5770264,1.227460027,0.639508009,3654.300049,2195.949951,0,4
"382",2,716.4719849,2.100500107,0.352077007,171.9669952,192.2649994,1.010669947,2
"383",2,785.8449707,0.661550999,0.474314004,2184.77002,3805.929932,1.010669947,4
"384",2,716.8930054,1.467890024,0.418307006,327.4159851,30.39979935,1.010669947,4
"385",2,742.382019,1.926470041,0.407117993,1121.5,1479.319946,1.010669947,2
"386",2,836.9619751,0.793051004,0.632667005,0,0,0,4
"387",2,836.9619751,0.793051004,0.632667005,0,0,0,4
"388",2,836.9619751,0.793051004,0.632667005,0,0,0,4
"389",2,731.2009888,8.88572979,0.434783012,221.3139954,2124.070068,5.752779961,4
"390",2,717.1129761,1.751649976,0.418967992,625.9699707,1153.589966,1.010669947,4
"391",2,505.3389893,0.207424,0.405169994,1538.420044,1696.410034,2.478929996,4
"392",2,488.7000122,1.128819942,0.372110009,1307.189941,1101.550049,5.752779961,4
"393",2,457.526001,1.165599942,0.374260008,0,0,2.478929996,2
"394",2,457.105011,0.520613015,0.203327,3012.030029,151.9989929,5.752779961,2
"395",2,473.427002,1.932219982,0.408387005,171.9669952,328.8240051,5.752779961,4
"396",2,461.4320068,0.556607008,0.29043901,259.7359924,652.7109985,7.641960144,2
"397",2,461.4400024,0.791463017,0.412656993,1461.719971,3818.290039,12.19499969,4
"398",2,449.901001,0.863861978,0.309956014,0,0,7.641960144,5
"399",2,462.6090088,0.997003973,0.289950997,1003.190002,725.1480103,12.19499969,2
"400",2,447.1350098,1.534800053,0.632681012,0,0,7.641960144,5
"401",2,469.4519958,0.781135976,0.408450991,384.5299988,121.598999,7.641960144,2
"402",2,496.4930115,12.13029957,0.388951987,451.9249878,711.6409912,7.641960144,2
"403",2,474.8210144,1.421300054,0.365648001,451.9249878,652.7109985,12.19499969,2
"404",2,452.1119995,1.849679947,0.339062005,0,0,12.19499969,4
"405",2,449.5130005,0.982136011,0.477358997,0,0,12.19499969,5
"406",2,461.0299988,0.51642698,0.361746013,151.9989929,632.5789795,7.641960144,2
"407",2,488.1740112,2.157259941,0.446235001,0,85.9835968,7.641960144,2
"408",2,457.2149963,0.535228014,0.388336986,259.7359924,2751.47998,7.641960144,2
"409",2,447.6400146,0.538093984,0.449548006,0,0,7.641960144,5
"410",2,451.7640076,0.38310799,0.395644009,184.9149933,2579.51001,7.641960144,2
"411",2,459.0379944,0.910821021,0.390206009,30.39979935,1282.569946,7.641960144,2
"412",2,486.0499878,3.987270117,0.35273999,524.7819824,425.5969849,7.641960144,4
"413",2,448.8370056,0.296465009,0.61916697,2128.199951,6787.399902,7.641960144,5
"414",2,478.6809998,2.048729897,0.272130996,1455.699951,2020.609985,7.641960144,2
"415",2,505.5580139,4.605690002,0.381806999,475.8320007,603.4190063,7.641960144,2
"416",2,482.7630005,2.369270086,0.418148011,679.7600098,547.1959839,7.641960144,4
"417",2,480.6480103,1.467859983,0.253668994,1139.48999,1922.650024,7.641960144,2
"418",2,448.7969971,3.149830103,0.613183975,1651.689941,6879.359863,7.641960144,2
"419",2,454.4020081,0.842808008,0.393110007,584.7520142,4477.029785,12.19499969,2
"420",2,447.4460144,0.717746019,0.699388027,231.5180054,5623.959961,7.641960144,2
"421",2,446.3970032,1.231520057,0.456061006,96.13259888,4106.109863,7.641960144,2
"422",2,448.1319885,1.687019944,0.58394599,303.9979858,5270.049805,12.19499969,2
"423",2,447.7929993,0.322614014,0.514671028,693.2219849,5195.52002,7.641960144,2
"424",2,450.6040039,1.210980058,0.418595999,0,0,7.641960144,5
"425",2,448.5679932,0.458573997,0.835138023,797.9580078,6006.709961,7.641960144,2
"426",2,748.447998,3.192009926,0.712275028,769.6610107,4418.439941,1.010669947,4
"427",2,741.4769897,5.079269886,0.586696982,608.7550049,5943.450195,1.010669947,4
"428",2,462.598999,2.44513011,0.359034002,182.3990021,663.940979,7.641960144,2
"429",2,481.8659973,3.250760078,0.441249996,1858.369995,2580.939941,7.641960144,4
"430",2,470.7269897,0.810672998,0.427635998,2517.320068,3658.72998,7.641960144,4
"431",2,453.4750061,0.812858999,0.338948011,1695.040039,5148.709961,7.641960144,2
"432",2,492.1669922,2.613850117,0.358435005,245.0910034,109.6080017,7.641960144,2
"433",2,518.302002,17.37249947,0.267708004,455.9970093,717.4609985,7.641960144,3
"434",2,510.946991,1.723709941,0.410889,245.0910034,203.9279938,7.641960144,2
"435",2,450.0539856,0.63220799,0.351972014,0,0,7.641960144,5
"436",2,450.519989,0.931418002,0.729058981,1155.589966,6769.399902,7.641960144,5
"437",2,447.0130005,1.455129981,0.527876973,1550.689941,6709.47998,7.641960144,2
"438",2,446.4779968,0.572256982,0.768557012,1063.98999,6391.910156,7.641960144,2
"439",2,462.8410034,1.090600014,0.353861988,346.6109924,1294.400024,7.641960144,2
"440",2,456.7470093,0.47696799,0.326081991,3443.23999,4488.060059,7.641960144,2
"441",2,456.868988,0.682390988,0.329149991,3232.399902,5008.5,7.641960144,2
"442",2,459.1570129,1.580369949,0.418347001,4118.689941,4730.759766,7.641960144,2
"443",2,460.2250061,1.364480019,0.40634799,3399.620117,4182.040039,7.641960144,2
"444",2,458.2529907,0.987654984,0.296698987,3597.469971,5056.609863,7.641960144,2
"445",2,459.9240112,1.10089004,0.431755006,4247.279785,5526.580078,7.641960144,4
"446",2,452.4360046,1.574900031,0.528226018,0,0,7.641960144,5
"447",2,449.2000122,0.544246972,0.371262997,3443.23999,6197.529785,7.641960144,5
"448",2,448.6700134,0.536301017,0.335294008,3328.189941,6013.089844,7.641960144,5
"449",2,449.052002,0.619621992,0.329369009,3850.110107,6170.259766,7.641960144,5
"450",1,773.6279907,2.52177,0.600814998,271.9039917,2618.800049,0.292205989,4
"451",1,763.651001,2.858459949,0.658469975,2951.290039,3009.580078,0,4
"452",1,759.9580078,0.770147026,0.632447004,125.3420029,3363.27002,0.292205989,4
"453",1,784.9819946,3.477080107,0.608560026,1192.199951,1213.709961,0,4
"454",1,781.2949829,2.163779974,0.583638012,2509.959961,3019.389893,0.292205989,4
"455",1,801.5469971,1.309810042,0.606435001,959.8829956,1591.280029,0,2
"456",1,807.8389893,0.345115989,0.635632992,5035.919922,4568.069824,0,4
"457",1,791.3729858,0.962680995,0.564441025,2694.800049,5357.609863,0,4
"458",1,772.9050293,0.798925996,0.631888986,2846.080078,3667.810059,0,4
"459",1,780.2730103,2.305649996,0.584487975,1106.569946,1124.790039,0,4
"460",1,809.5510254,1.03275001,0.614198983,0,1569.349976,0,2
"461",1,770.9609985,1.156340003,0.675007999,3185.459961,3940.72998,0,4
"462",1,783.8839722,1.829180002,0.637831986,1380.099976,1315.650024,0,4
"463",1,748.8569946,0.957542002,0.630819976,339.8800049,1428.790039,0.292205989,4
"464",1,773.3200073,1.829480052,0.622923017,2536.330078,3735.709961,0,4
"465",1,755.8969727,0.864293993,0.60680902,471.9320068,3017.090088,0.292205989,4
"466",1,782.1049805,2.45878005,0.643557012,3404.370117,3693.419922,0,4
"467",1,779.0499878,1.670029998,0.630539,2204.97998,2778.379883,0,4
"468",1,742.3930054,1.486189961,0.655691028,245.0910034,399.8469849,0.292205989,4
"469",1,744.065979,1.38775003,0.590968013,125.3420029,1730.390015,0.292205989,4
"470",1,751.4660034,0.405827999,0.572628975,60.79959869,1086.339966,0,4
"471",1,781.5130005,2.561549902,0.620527029,1305.780029,2241.560059,0.292205989,4
"472",1,739.3040161,2.046580076,0.659848988,135.9519958,990.2119751,0.292205989,4
"473",1,748.6740112,3.324749947,0.589178979,530.9099731,509.5929871,0,4
"474",1,789.6589966,3.069279909,0.599593997,2256.149902,2380.129883,0,4
"475",1,779.4699707,1.221819997,0.650804996,2288.280029,1856.130005,0,4
"476",1,740.8289795,1.540979981,0.309971005,327.4159851,60.79959869,0.292205989,3
"477",1,802.2009888,0.654325008,0.609440029,3561.449951,3770.679932,0,4
"478",1,816.1290283,0.162410006,0.604411006,3803.97998,2990.47998,0,4
"479",1,740.559021,2.537359953,0.64338398,163.7079926,303.9979858,0.292205989,4
"480",1,780.6459961,1.452739954,0.637383997,2130.810059,2420.560059,0,4
"481",1,766.0819702,1.398749948,0.62261498,1830.310059,1999.22998,0.292205989,4
"482",1,748.8809814,2.985100031,0.642012,396.3649902,109.6080017,0,4
"483",1,817.651001,0.605277002,0.641184986,3443.23999,2626.550049,0,4
"484",1,755.6480103,1.689389944,0.654730022,847.9310303,1237.459961,0,4
"485",1,737.2960205,0.70728302,0.599242985,666.7189941,571.1599731,0.292205989,4
"486",1,763.4459839,1.523970008,0.630985975,1825,1902.599976,0.292205989,4
"487",1,784.3060303,1.491070032,0.595745027,335.7770081,1039.829956,0,2
"488",1,768.7249756,1.519189954,0.611151993,1664.22998,2416.159912,0,4
"489",1,762.3880005,2.407569885,0.641236007,811.1680298,2765.550049,0,4
"490",1,732.5969849,1.110630035,0.580283999,730.8610229,271.9039917,0.292205989,3
"491",1,759.9979858,2.13628006,0.613644004,900.2650146,1504.709961,0.292205989,4
"492",1,735.8740234,2.616650105,0.642090976,626.7080078,184.9149933,0.292205989,4
"493",1,792.4580078,0.930262983,0.578306019,1578.449951,3052.27002,0,4
"494",1,736.0880127,0.503493011,0.399531007,245.0910034,125.3420029,0.292205989,3
"495",1,776.0809937,1.466009974,0.635150015,775.0460205,2008.459961,0,4
"496",1,742.3699951,2.074690104,0.57613802,1872.97998,413.4819946,0,4
"497",1,777.4219971,0.524559021,0.622956991,1290.469971,1229.599976,0,2
"498",1,790.4730225,0.967058003,0.647971988,1784.290039,1821.959961,0,4
"499",1,777.4329834,1.394309998,0.62055099,1526.660034,1343.790039,0,2
"500",1,762.0280151,2.010099888,0.644777,759.9949951,1754.26001,0.292205989,4
"501",1,786.7529907,1.912400007,0.670265973,2677.429932,3644.429932,0,4
"502",1,738.9240112,0.148938999,0.649895012,435.2590027,328.8240051,0.292205989,4
"503",1,727.125,2.925169945,0.632679999,1754.780029,212.798996,0,4
"504",1,806.7969971,2.644500017,0.534622014,614.7979736,2636.560059,1.195619941,4
"505",1,748.9699707,0.960412025,0.638162971,273.5979919,836.4089966,0.292205989,4
"506",1,765.3870239,0.355955005,0.627367973,4035.280029,844.6550293,0.0123089,4
"507",1,787.8939819,1.349810004,0.570842028,2371.179932,2049.449951,0,4
"508",1,733.9400024,0.666679025,0.497891992,1405.640015,182.3990021,0.292205989,5
"509",1,737.2869873,1.636630058,0.62390399,442.6279907,194.654007,0.0123089,4
"510",1,779.914978,0.832252026,0.685939014,1414.48999,300.9429932,0.292205989,4
"511",1,744.4069824,0.94690299,0.584748983,3798.51001,601.8850098,0.0123089,4
"512",1,798.1040039,2.208309889,0.592386007,505.9530029,1362.579956,0.292205989,2
"513",1,802.6790161,0.992680013,0.582099974,3055.139893,571.1599731,0.292205989,4
"514",1,772.2650146,2.194190025,0.553532004,448.8479919,567.914978,0.292205989,4
"515",1,796.5720215,2.37928009,0.545621991,3199.929932,1813.829956,1.961470008,4
"516",1,785.2529907,1.000859976,0.602719009,649.8729858,2091.409912,0,4
"517",1,724.8469849,2.632740021,0.798623979,2543.790039,67.97599792,0,5
"518",1,792.7269897,3.022830009,0.549190998,1747.660034,1210.660034,1.195619941,3
"519",1,735.026001,3.726210117,0.510618985,1512.97998,214.9589996,0.292205989,4
"520",1,768.5910034,1.384699941,0.691085994,3070.379883,1524.849976,0.0123089,4
"521",1,735.0349731,1.420060039,0.619531989,1247.869995,0,0.0123089,4
"522",1,733.9439697,2.308160067,0.65783298,961.3259888,945.8200073,0.0123089,4
"523",1,746.3259888,2.622639894,0.543412983,1121.089966,1234.469971,0,4
"524",1,733.3410034,0.899967015,0.843258023,2934.800049,280.2720032,0.0123089,5
"525",1,742.1950073,1.511710048,0.664617002,1010.539978,2210.629883,0,4
"526",1,769.9160156,3.421210051,0.48219201,42.9917984,128.9750061,1.195619941,4
"527",1,764.7540283,2.875960112,0.444205999,182.3990021,109.6080017,1.195619941,4
"528",1,804.802002,5.943600178,0.496275991,870.5180054,395.196991,1.195619941,4
"529",1,744.5289917,1.124469995,0.763175011,3386.540039,1125.199951,0.0123089,4
"530",1,780.1820068,3.385809898,0.477526993,346.6109924,992.5430298,1.195619941,4
"531",1,815.1170044,3.952310085,0.517241001,1019.190002,620.0360107,1.195619941,4
"532",1,748.1729736,3.006459951,0.606397986,3465.310059,871.0479736,0.0123089,4
"533",1,727.1190186,1.963940024,0.839340985,3045.139893,151.9989929,0.0123089,5
"534",1,719.7130127,0.233928993,0.338728011,2212.51001,366.0620117,0,3
"535",1,755.789978,2.434639931,0.574640989,60.79959869,1280.040039,0.292205989,4
"536",1,744.4619751,1.498639941,0.587009013,2495.189941,959.8829956,0.0123089,4
"537",1,727.9050293,1.578130007,0.621851981,2468.939941,271.9039917,0.0123089,4
"538",1,752.0739746,0.356052995,0.652773023,685.8510132,779.2080078,0,4
"539",1,795.177002,2.078500032,0.667276025,1032.25,1369.339966,0,4
"540",1,773.6599731,1.046880007,0.53925699,1324.400024,354.5190125,0.292205989,4
"541",1,740.8569946,0.678029001,0.613098979,151.9989929,734.6439819,0.0123089,4
"542",1,728.7969971,1.497959971,0.578257978,2138.379883,366.0620117,0,4
"543",1,784.0689697,2.292289972,0.469469994,583.9609985,993.9379883,0.292205989,4
"544",1,704.2260132,1.819650054,0.390525997,364.7969971,91.19940186,5.438560009,5
"545",1,763.6350098,0.864677012,0.655057013,3457.699951,1246.390015,0.0123089,4
"546",1,740.526001,1.516659975,0.592756987,587.1170044,1917.359985,1.961470008,4
"547",1,755.7470093,3.2509799,0.466580987,1501.949951,1305.780029,1.961470008,4
"548",1,723.8569946,1.099339962,0.584357023,4409.22998,1434.920044,0,4
"549",1,710.6779785,1.910449982,0.46528399,422.3269958,516.7960205,1.961470008,4
"550",1,787.5170288,1.086420059,0.650876999,760.6030273,259.7359924,0.0123089,4
"551",1,761.4110107,2.673969984,0.595570982,597.2609863,192.2649994,0.0123089,4
"552",1,790.2919922,1.96973002,0.565886021,1459.189941,1673.089966,0.0123089,2
"553",1,797.1309814,1.264219999,0.526022017,4012.77002,671.5529785,0.0123089,4
"554",1,765.8740234,2.284780025,0.546707988,366.0620117,541.2529907,0.292205989,4
"555",1,753.2379761,1.841950059,0.428975999,1914.219971,715.526001,1.961470008,4
"556",1,769.6749878,1.622730017,0.614835024,395.196991,366.0620117,0.0123089,4
"557",1,775.723999,2.416520119,0.456452012,0,0,1.961470008,4
"558",1,736.7689819,1.130679965,0.567893028,2516.030029,1281.48999,0,4
"559",1,704.8070068,1.736420035,0.531657994,30.39979935,182.3990021,1.961470008,5
"560",1,755.1389771,1.92821002,0.558103979,182.3990021,184.9149933,0.0123089,4
"561",1,702.9379883,1.143229961,0.528263986,303.9979858,0,1.961470008,5
"562",1,783.46698,2.413949966,0.623089015,1204.540039,732.1240234,0.292205989,4
"563",1,764.9379883,2.191099882,0.649895012,2506.830078,1705.099976,0.0123089,4
"564",1,751.6900024,4.631790161,0.623381019,376.0249939,0,0.292205989,4
"565",1,763.0800171,1.431409955,0.543505013,576.7949829,752.0490112,0.292205989,4
"566",1,804.2969971,1.724400043,0.61509198,4499.169922,657.6480103,0.0123089,4
"567",1,778.9879761,1.360350013,0.584592998,821.3569946,626.7080078,0.0123089,4
"568",1,805.1530151,2.977339983,0.607051015,4562.910156,877.3909912,0.292205989,4
"569",1,790.9329834,1.213140011,0.631469011,2474.360107,182.3990021,0.0123089,4
"570",1,738.5599976,1.514430046,0.533142984,4328,1033.589966,0,2
"571",1,783.9539795,3.316359997,0.654807985,693.2219849,259.7359924,0.0123089,4
"572",1,713.242981,3.312799931,0.432025999,85.9835968,451.9249878,1.961470008,4
"573",1,768.5869751,0.909424007,0.581472993,790.3950195,1509.310059,1.961470008,4
"574",1,732.9849854,1.771720052,0.428034008,705.117981,303.9979858,1.961470008,4
"575",1,754.3469849,2.364900112,0.654844999,237.4299927,42.9917984,0.0123089,4
"576",1,795.2670288,2.588959932,0.614075005,2419.97998,299.4030151,0.0123089,4
"577",1,799.4290161,1.98973,0.531988978,4377.569824,902.8280029,0,2
"578",1,711.7189941,1.430729985,0.362821013,3716.73999,480.6629944,0,5
"579",1,785.8540039,1.687420011,0.626694977,2244.23999,67.97599792,0.0123089,4
"580",1,739.5469971,3.123660088,0.678906024,699.1950073,30.39979935,0.0123089,4
"581",1,772.6370239,1.967880011,0.611166,151.9989929,231.5180054,0,2
"582",1,738.4899902,2.130630016,0.633553028,4870.22998,2219.179932,0,4
"583",1,722.7509766,2.238440037,0.428483993,259.7359924,486.3970032,1.961470008,4
"584",1,729.7810059,1.083349943,0.615005016,3937.449951,1317.050049,0,4
"585",1,795.2290039,2.424900055,0.681307018,5111.870117,1562.560059,0.0123089,4
"586",1,796.0280151,1.714329958,0.588644981,4385.160156,543.8079834,0,2
"587",1,770.6359863,2.287169933,0.634325981,699.1950073,701.8339844,0.0123089,4
"588",1,793.9160156,1.860479951,0.630403996,2007.540039,503.2059937,0.0123089,4
"589",1,750.3969727,2.409300089,0.607490003,60.79959869,709.6900024,0.0123089,4
"590",1,813.4589844,1.15576005,0.62607199,2669.820068,1441.349976,0.0123089,4
"591",1,774.4869995,1.47052002,0.613838971,243.197998,286.7909851,0,4
"592",1,747.7730103,0.757040977,0.57526499,882.117981,1550.689941,1.195619941,4
"593",1,817.7960205,0.0116574,0.632201016,5026.359863,1444.22998,0.292205989,4
"594",1,754.5839844,2.327029943,0.595766008,243.197998,60.79959869,0.0123089,4
"595",1,799.6170044,0.982442021,0.654578984,1307.189941,701.8339844,0.0123089,4
"596",1,815.3590088,1.403749943,0.615096986,4883.02002,1307.189941,0.292205989,4
"597",1,812.6359863,1.393509984,0.587692022,3155.870117,1032.25,0,2
"598",1,705.2399902,1.45272994,0.419999987,109.6080017,571.1599731,5.438560009,2
"599",1,700.882019,1.671740055,0.343098998,369.82901,109.6080017,5.438560009,2
"600",1,817.882019,0.450886995,0.611567974,3100.780029,2156.459961,0.0123089,4
"601",1,726.2689819,3.465709925,0.618206978,1695.040039,626.7080078,6.438739777,4
"602",1,796.9240112,3.054080009,0.617332995,945.8200073,194.654007,0,2
"603",1,735.9370117,2.212990046,0.555894971,271.9039917,471.9320068,6.438739777,5
"604",1,722.1519775,1.465409994,0.491618007,584.7520142,0,6.438739777,5
"605",1,741.6459961,2.819000006,0.351431996,2006.390015,1006.409973,6.438739777,2
"606",1,732.6970215,1.253620028,0.495793015,1550.089966,2672.76001,5.752779961,4
"607",1,799.8989868,1.16644001,0.599860013,212.798996,717.4609985,0.0123089,4
"608",1,820.9890137,0.126269996,0.632346988,788.6389771,1909.630005,0.292205989,4
"609",1,803.7969971,1.123569965,0.656503975,1634.25,761.8170166,0.0123089,4
"610",1,815.9019775,2.477649927,0.610117972,2945.02002,1550.089966,0,2
"611",1,771.0770264,3.589099884,0.412535995,1312.829956,674.9849854,5.438560009,4
"612",1,819.4099731,0.789577007,0.708208978,1514.51001,2814.23999,0.292205989,4
"613",1,825.9520264,1.491840005,0.613011003,1380.099976,2470.629883,0.0123089,4
"614",1,770.5040283,2.544310093,0.49455899,1569.349976,767.2559814,0,2
"615",1,718.8759766,0.500174999,0.508666992,707.0809937,1808.209961,18.78120041,4
"616",1,821.1519775,0.554455996,0.645088971,961.3259888,1398.719971,0.292205989,4
"617",1,804.8129883,2.194710016,0.607670009,795.6389771,67.97599792,0,2
"618",1,814.8590088,1.808030009,0.64744997,3784.26001,811.1680298,0.292205989,4
"619",1,792.4219971,1.671800017,0.601490021,2192.580078,1592.72998,0,2
"620",1,786.7540283,1.54727006,0.544637024,1301.170044,709.6900024,0,2
"621",1,822.0349731,1.181779981,0.652967989,788.6389771,1824.48999,0.292205989,4
"622",1,741.2349854,2.559010029,0.526042998,1074.790039,2149.590088,5.438560009,4
"623",1,720.5579834,1.697260022,0.489437997,1079.51001,245.0910034,6.438739777,5
"624",1,727.9869995,3.656409979,0.440394998,67.97599792,280.2720032,5.438560009,4
"625",1,765.2379761,1.724619985,0.543323994,0,1889.930054,5.438560009,4
"626",1,707.15802,1.405580044,0.410613,177.2599945,109.6080017,5.438560009,2
"627",1,822.53302,0.443383992,0.628930986,3103.159912,2989.860107,0.0123089,4
"628",1,820.3690186,0.739965022,0.59463501,1405.640015,1367.98999,0.292205989,4
"629",1,725.2769775,0.678617001,0.397276998,135.9519958,60.79959869,6.438739777,2
"630",1,751.5170288,1.941529989,0.678364992,2868.719971,674.9849854,6.438739777,4
"631",1,788.4119873,2.840749979,0.621132016,4879.620117,2130.810059,0,2
"632",1,715.3410034,1.103680015,0.444938987,259.7359924,1319.859985,5.438560009,4
"633",1,806.6989746,1.621510029,0.649123013,3685.899902,516.7960205,0.292205989,4
"634",1,819.4530029,1.17516005,0.635810018,5883.75,1474.619995,0.292205989,4
"635",1,823.632019,0.961700976,0.609082997,2859.040039,1915.430054,0,2
"636",1,754.1160278,1.931810021,0.527140975,1397.400024,4395.370117,5.752779961,4
"637",1,739.1069946,1.721029997,0.361476004,1975.98999,938.4630127,6.438739777,2
"638",1,748.9559937,2.04843998,0.317337006,312.9849854,946.7960205,6.438739777,4
"639",1,770.0009766,2.550980091,0.635766029,3224.379883,1033.589966,0,4
"640",1,767.1229858,5.478759766,0.491456985,2279.97998,85.9835968,5.438560009,4
"641",1,812.8380127,1.445690036,0.666317999,1821.959961,1539.319946,0.0123089,4
"642",1,797.5430298,1.351590037,0.664159,3545.189941,125.3420029,0.292205989,4
"643",1,820.8200073,1.072049975,0.638439,4614.560059,1642.709961,0.292205989,4
"644",1,737.3510132,2.946369886,0.468098998,1386.780029,3561.449951,5.752779961,4
"645",1,725.5549927,1.804329991,0.480457991,717.4609985,364.7969971,5.438560009,4
"646",1,778.3989868,1.548900008,0.563741028,3138.399902,1730.390015,0,2
"647",1,814.6420288,3.485539913,0.549843013,2235.570068,1487.109985,0,2
"648",1,695.7650146,0.464616001,0.383949012,389.3070068,151.9989929,5.438560009,5
"649",1,800.8790283,1.028530002,0.627873003,2365.719971,486.3970032,0.0123089,4
"650",1,818.7940063,0.351025999,0.680770993,3844.459961,1724.5,0.0123089,4
"651",1,743.5939941,2.635580063,0.404579997,257.9509888,693.8880005,18.78120041,2
"652",1,714.2299805,1.540019989,0.551407993,30.39979935,1003.650024,1.961470008,4
"653",1,821.1229858,2.044929981,0.572789013,2063.610107,1311.430054,0,2
"654",1,802.0579834,1.536710024,0.690582991,2896.290039,423.4200134,0.292205989,4
"655",1,775.9509888,2.136559963,0.483274013,666.7189941,192.2649994,0,2
"656",1,739.5020142,5.010900021,0.381583989,422.3269958,784.5269775,5.752779961,2
"657",1,826.8060303,1.320919991,0.621358991,1775.97998,2101.110107,0.0123089,4
"658",1,808.0219727,1.793540001,0.590206027,386.9259949,328.8240051,0.0123089,2
"659",1,778.0159912,1.672889948,0.562440991,3698.790039,2092.070068,0,4
"660",1,820.7769775,0.603101015,0.639652014,4058.570068,3309.110107,0.0123089,4
"661",1,743.7369995,3.113290071,0.431418985,67.97599792,177.2599945,5.438560009,4
"662",1,738.3120117,5.246029854,0.525255978,30.39979935,389.3070068,5.438560009,4
"663",1,728.526001,2.366830111,0.446561009,354.5190125,1394.75,5.438560009,4
"664",1,808.934021,2.329020023,0.655875981,1086.339966,303.9979858,0.292205989,4
"665",1,711.9249878,0.461602002,0.507106006,538.6859741,212.798996,5.438560009,4
"666",1,821.1199951,1.11145997,0.676685989,480.6629944,2089.419922,0.292205989,4
"667",1,742.684021,2.653889894,0.565163016,3108.070068,516.7960205,0,4
"668",1,742.934021,3.228179932,0.490705997,491.1239929,1101.130005,5.438560009,4
"669",1,745.6469727,2.26157999,0.414692998,821.3569946,1346.199951,5.438560009,2
"670",1,748.6640015,2.60593009,0.462496012,683.1500244,1074.359985,5.752779961,2
"671",1,747.3220215,1.582550049,0.457673997,1635.949951,4214.509766,5.752779961,4
"672",1,721.5139771,0.446516007,0.774172008,1599.969971,171.9669952,0,5
"673",1,766.5700073,2.011329889,0.607958019,339.8800049,480.6629944,0.292205989,4
"674",1,767.8150024,3.262089968,0.51445502,2623.909912,1277.150024,0,2
"675",1,824.6160278,0.702188015,0.610163987,1389.439941,1537.219971,0.0123089,4
