"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","year","month"
22.5625,22.8625,22.8875,23.0208333333334,23.2,23.175,23.2291666666667,23.125,23.3875,23.625,23.6,23.4791666666667,23.4125,23.65,24.1958333333334,24.3166666666667,24.3875,23.7583333333334,23.3166666666667,23.6666666666667,24.55,23.8916666666667,23.4833333333334,24.4333333333334,1999,1
23.075,23.2833333333334,23.3666666666667,23.3583333333334,23.5541666666667,24.0833333333334,23.75,23.4083333333334,23.6833333333334,24.7,24.4625,23.9916666666667,23.7208333333334,23.8916666666667,24.25,25.4625,25.1666666666667,24.3875,23.8458333333334,23.9833333333334,24.7166666666667,24.5083333333334,24.1041666666667,25.0833333333334,1999,1
22.0666666666667,22.6083333333334,22.2875,22.6291666666667,22.9541666666667,22.5208333333334,22.5916666666667,22.5583333333334,22.9541666666667,22.9375,22.8083333333334,22.6708333333334,22.65,23.0458333333334,23.3375,23.5416666666667,23.3375,22.8625,22.5625,22.8875,23.3875,22.9333333333334,22.5083333333333,23.2708333333334,1999,1
22.9583333333334,23.0791666666667,23.125,23.125,23.2375,23.3625,23.2833333333334,23.15,23.475,23.5291666666667,23.3833333333334,23.2166666666667,23.3458333333334,23.6125,23.8125,23.7958333333334,23.7291666666667,23.3458333333334,23.2333333333334,23.4208333333334,23.8291666666667,23.2041666666667,22.9208333333334,23.3291666666667,1999,1
23.0208333333334,23.3291666666667,23.1166666666667,23.2666666666667,23.5833333333334,23.325,23.25,23.175,23.5875,23.6583333333334,23.45,23.2666666666667,23.4375,23.7791666666667,24.2833333333334,24.2958333333334,24.125,23.4875,23.4291666666667,23.7583333333334,24.2333333333334,23.6916666666667,23.4833333333334,24.4416666666667,1999,1
22.5916666666667,22.9208333333334,22.6625,22.875,23.2208333333334,22.7833333333334,22.8041666666667,22.8041666666667,23.2583333333334,23.1208333333334,22.9666666666667,22.8083333333334,22.9291666666667,23.3583333333334,24.0375,23.5416666666667,23.3625,22.8166666666667,22.8416666666667,23.3458333333334,24.1083333333334,22.8583333333334,22.7791666666667,23.5208333333334,1999,1
23.2916666666667,23.5,23.675,23.7333333333334,24.0875,23.9666666666667,24.0416666666667,23.8666666666667,24.3458333333334,24.1666666666667,24.0541666666667,23.9041666666667,24.0916666666667,24.6083333333334,25.5333333333334,24.6416666666667,24.55,24.1833333333334,24.2,24.5333333333334,25.3666666666667,24.3291666666667,24.0958333333334,24.975,1999,1
23.5041666666667,23.6583333333334,23.8791666666667,23.8,24.0666666666667,24.5083333333334,24.3916666666667,24.0708333333334,24.2875,24.7375,24.6541666666667,24.2666666666667,24.1791666666667,24.525,25.4958333333334,25.1833333333334,25.2041666666667,24.575,24.2125,24.7708333333334,25.5583333333334,24.7291666666667,24.4083333333334,25.4583333333334,1999,1
23.0875,23.4416666666667,23.325,23.4166666666667,23.9083333333334,23.75,23.7291666666667,23.6208333333334,24.075,24.0708333333334,23.975,23.7333333333334,24.0291666666667,24.525,25.5083333333334,24.4583333333334,24.5541666666667,24.1708333333334,24.1666666666667,24.6125,25.6166666666667,24.3875,24.4875,25.2291666666667,1999,1
22.7458333333334,23.1666666666667,22.9125,23.0708333333334,23.7458333333334,23.1,23.125,23.0666666666667,23.6791666666667,23.3875,23.2083333333334,23.0708333333334,23.2375,23.875,25.1,23.8291666666667,23.7,23.2875,23.45,24.0166666666667,25.1916666666667,23.5458333333334,23.525,24.275,1999,1
21.7333333333334,21.8875,21.9333333333334,21.9791666666667,22.4125,22.2458333333334,22.3583333333334,22.2041666666667,22.7333333333334,22.45,22.4791666666667,22.4291666666667,22.5791666666667,23.1958333333334,24.3625,23.0666666666667,23.1791666666667,22.7625,22.7041666666667,23.3625,24.6958333333334,22.9541666666667,22.775,23.625,1999,1
21.1208333333334,21.6583333333334,21.1666666666667,21.6291666666667,22.1666666666667,21.1333333333334,21.3208333333334,21.5791666666667,22.3166666666667,21.4166666666667,21.3625,21.3625,21.7458333333334,22.6541666666667,23.825,22.0333333333334,21.9541666666667,21.5875,21.7333333333334,22.7916666666667,24.1166666666667,21.675,21.8375,22.7166666666667,1999,1
21.8416666666667,22.1125,22.0458333333334,22.3166666666667,22.7,22.2291666666667,22.4041666666667,22.6041666666667,23.1083333333334,22.3208333333334,22.2375,22.4541666666667,22.8833333333334,23.425,24.1083333333334,22.8541666666667,22.8083333333334,22.6041666666667,22.6416666666667,23.3291666666667,24.2958333333334,22.6791666666667,22.5291666666667,23.4125,1999,1
21.7041666666667,21.95,21.9666666666667,22.0791666666667,22.3541666666667,22.325,22.4708333333334,22.5625,22.9083333333334,22.75,22.7958333333334,22.9791666666667,23.1791666666667,23.2791666666667,23.7291666666667,23.4041666666667,23.5833333333334,23.4,23.3,23.4541666666667,24.3041666666667,23.6166666666667,23.3708333333334,24.2958333333334,1999,1
22.7041666666667,22.925,22.9375,23.0541666666667,23.4875,23.2458333333334,23.1833333333334,23.2583333333334,23.7916666666667,23.4833333333334,23.4208333333334,23.2916666666667,23.5416666666667,23.9666666666667,24.5625,23.8833333333334,23.8583333333334,23.4708333333334,23.5041666666667,23.8916666666667,24.6791666666667,23.6375,23.5791666666667,24.5208333333334,1999,1
23.8083333333334,24.1708333333334,23.9375,24.25,24.8458333333334,24.1333333333334,24.175,24.4166666666667,24.9666666666667,24.3333333333334,24.3416666666667,24.225,24.4666666666667,24.95,26.05,24.9333333333334,24.9291666666667,24.475,24.525,24.9375,26.025,24.625,24.5375,25.3208333333334,1999,1
24.5041666666667,24.7583333333334,24.6083333333333,24.7958333333334,25.1125,24.925,24.8041666666667,24.8416666666667,25.1291666666667,25.325,25.1291666666667,24.8916666666667,25.0541666666667,25.2125,26.1875,25.8666666666667,25.5541666666667,24.925,25.3083333333334,25.2583333333334,26.2125,25.1708333333334,25.125,26.2,1999,1
24.0958333333334,24.2833333333334,24.425,24.5208333333334,25.0041666666667,24.9333333333334,24.7625,24.8125,25.1458333333334,24.9583333333334,24.8375,24.7875,25.0458333333334,25.0583333333333,26.1833333333334,25.2,25.1541666666667,24.7666666666667,25.1041666666667,25.1583333333334,26.3583333333334,24.7333333333334,25.15,25.8416666666667,1999,1
24.1791666666667,24.6708333333334,24.2333333333334,24.75,25.475,24.3958333333334,24.4458333333334,24.9041666666667,25.1791666666667,25.1125,24.8958333333334,24.7916666666667,25.1916666666667,25.2791666666667,26.375,25.7083333333334,25.4375,24.9291666666667,25.2625,25.4833333333334,26.8458333333334,25.2958333333334,25.5625,26.3666666666667,1999,1
24.3458333333334,24.85,24.6458333333334,24.8416666666667,25.4958333333334,25.2458333333334,25.2041666666667,25.0875,25.55,25.55,25.5208333333334,25.2541666666667,25.2625,25.4291666666667,26.5125,25.975,26.1666666666667,25.2708333333334,25.4791666666667,25.6,26.6916666666667,25.3125,25.5,26.2708333333334,1999,1
24.4333333333334,24.625,24.7041666666667,24.6583333333334,25.05,25.5041666666667,25.3666666666667,24.8458333333334,25.1166666666667,26.0041666666667,25.8541666666667,25.3416666666667,25.125,25.4208333333334,26.4625,26.4541666666667,26.4791666666667,25.6583333333334,25.6291666666667,25.7166666666667,26.6625,25.9,25.6291666666667,26.3666666666667,1999,1
23.6583333333334,24.2208333333334,23.9708333333334,24.2666666666667,24.95,24.3625,24.3875,24.45,25.1541666666667,25.0041666666667,24.8291666666667,24.4625,24.775,25.275,26.4833333333334,25.4958333333334,25.4416666666667,24.8458333333334,24.975,25.2375,26.475,25.0791666666667,25.2041666666667,26.0375,1999,1
24.7416666666667,25.1708333333334,25.225,25.3458333333334,25.6708333333334,25.6625,25.8333333333334,25.7541666666667,25.9666666666667,25.9125,25.925,25.9458333333334,26.075,26.2708333333334,27.2291666666667,26.4166666666667,26.4083333333334,25.975,26.2458333333334,26.5083333333334,27.3625,26.0875,26.1916666666667,26.8958333333334,1999,1
25.1458333333334,25.5708333333334,25.4,25.6583333333334,26.0083333333334,25.6958333333334,25.8208333333334,25.8666666666667,26.1458333333334,25.9166666666667,25.8958333333334,25.9333333333333,26.1166666666667,26.3583333333334,27.3666666666667,26.2416666666667,26.3791666666667,26.1625,26.3625,26.55,27.5041666666667,26.2333333333334,26.2041666666667,26.825,1999,1
24.8958333333334,25.2166666666667,25.3625,25.4416666666667,25.8166666666667,25.7333333333334,25.9166666666667,25.8125,26.1333333333334,26.1,25.9958333333334,26.0625,26.125,26.4291666666667,27.2833333333334,26.4541666666667,26.55,26.2333333333333,26.1833333333334,26.5583333333334,27.6625,26.1875,25.9333333333334,26.5833333333334,1999,1
25.4291666666667,25.5208333333334,25.7625,25.6958333333334,25.7333333333333,26.0791666666667,26.2125,25.9333333333334,26.1458333333334,26.4541666666667,26.4875,26.375,26.275,26.5791666666667,27.45,27.0166666666667,27.1791666666667,26.6875,26.5666666666667,26.8583333333334,27.925,26.8041666666667,26.7125,27.4083333333334,1999,1
24.8708333333334,24.9041666666667,24.8833333333334,24.6833333333334,24.7625,25.0375,25.0041666666667,25.1333333333334,25.0583333333334,25.1166666666667,25.2041666666667,25.0458333333334,25.4041666666667,25.6083333333334,26.5625,25.8875,25.7625,25.1291666666667,25.3666666666667,25.5958333333334,26.9541666666667,25.4625,25.9,26.8125,1999,1
24.3083333333334,24.3541666666667,24.525,24.3916666666667,24.3083333333334,25.0458333333334,25.125,24.825,24.8083333333334,25.4083333333334,25.6041666666667,24.8333333333334,24.925,25.1916666666667,25.7708333333334,26.2666666666667,26.275,25.2041666666667,25.2791666666667,25.2125,26.25,25.6583333333333,25.5125,26.5375,1999,1
22.6666666666667,22.7958333333334,22.8875,22.8,22.9833333333334,23.2625,23.1708333333334,23.0083333333334,23.3083333333334,23.7583333333334,23.8166666666667,23.35,23.4583333333334,23.5333333333334,24.1083333333334,24.425,24.3625,23.7125,23.425,23.5833333333334,24.4458333333334,23.9041666666667,23.5708333333334,24.6458333333334,1999,1
23.5333333333334,24.0041666666667,23.9166666666667,23.9958333333334,24.2875,24.4166666666667,24.4458333333334,24.1375,24.4916666666667,24.6,24.5416666666667,24.3708333333334,24.3833333333334,24.7125,25.6333333333334,25.2083333333334,25.1083333333334,24.3125,24.1041666666667,24.55,25.9,24.5583333333334,24.2291666666667,25.6125,1999,1
24.0333333333334,24.1583333333334,24.3291666666667,24.2958333333334,24.5541666666667,24.8291666666667,24.8666666666667,24.7041666666667,25.1083333333334,25.5458333333334,25.3208333333334,25.0875,25.2625,25.4958333333334,26.2166666666667,26.2791666666667,26.0625,25.4041666666667,25.1916666666667,25.6583333333334,26.725,25.5375,25.3375,26.3083333333334,1999,1
24.8458333333334,25.1416666666667,25.0875,25.1375,25.5,25.4833333333334,25.6166666666667,25.4958333333334,25.9791666666667,25.6791666666667,25.6291666666667,25.8791666666667,25.7208333333334,26.0166666666667,27.2333333333334,26.2375,26.0583333333334,25.725,25.7958333333334,26.0208333333334,27.6166666666667,25.6416666666667,25.9083333333334,26.8291666666667,1999,2
24.8291666666667,25.0583333333334,25.2416666666667,24.8375,25.4041666666667,26.1416666666667,25.5083333333334,24.9166666666667,25.5583333333334,25.875,25.725,25.5333333333334,25.1291666666667,25.6125,26.9458333333334,26.3041666666667,26.0958333333334,25.5541666666667,25.5708333333334,25.8958333333334,27.3833333333334,25.3,26.0208333333334,26.6541666666667,1999,2
24.825,25.2875,25.2208333333334,25.2541666666667,26.4,25.425,25.3,25.4875,26.5666666666667,25.8458333333334,25.7875,25.7416666666667,25.9416666666667,26.3791666666667,27.1625,26.2958333333334,26.5041666666667,26.0125,25.8916666666667,26.4916666666667,27.7791666666667,26.0625,26.0125,26.8833333333334,1999,2
24.475,24.7333333333334,24.8458333333333,24.6916666666667,25.075,25.1583333333334,25.2291666666667,25.0791666666667,25.5958333333333,25.4416666666667,25.6125,25.5375,25.525,25.9083333333334,26.9041666666667,26.4208333333334,26.3041666666667,25.6166666666667,25.7708333333333,26.2416666666667,27.4083333333334,25.5291666666667,25.6333333333334,26.4458333333334,1999,2
24.1375,24.375,24.6625,24.5041666666667,24.8625,25.275,25.3416666666667,24.8625,25.2041666666667,25.6333333333334,25.4583333333334,25.4,25.3291666666667,25.5583333333334,26.6291666666667,26.3208333333334,26.2166666666667,25.5375,25.5708333333334,25.9,27.0125,25.5666666666667,25.6541666666667,26.6166666666667,1999,2
25.5958333333334,25.8958333333334,25.8083333333334,25.8208333333334,26.2875,25.975,26.1375,25.9875,26.5083333333334,26.1708333333334,25.9125,25.9833333333334,26.1666666666667,26.6375,27.6833333333334,26.9208333333334,26.7,26.1458333333334,26.2458333333334,26.6541666666667,27.7625,26.3041666666667,26.0708333333334,26.9125,1999,2
23.9125,24.3125,24.4,24.325,24.7291666666667,24.5125,24.7625,24.5083333333334,25.0791666666667,24.6791666666667,24.675,24.8083333333334,24.8791666666667,25.3541666666667,26.2791666666667,25.65,25.5291666666667,24.9458333333334,25.0666666666667,25.4708333333333,26.5416666666667,24.8416666666667,24.8541666666667,25.6458333333333,1999,2
23.9541666666667,24.3375,24.3833333333334,24.375,24.8625,24.9375,24.7916666666667,24.4916666666667,25.1083333333334,25.1833333333334,24.85,24.6708333333334,24.5833333333334,25.1916666666667,26.475,25.8708333333334,25.7333333333334,25.0791666666667,25.1416666666667,25.3583333333334,26.5416666666667,25.2333333333334,25.1208333333334,26.1458333333334,1999,2
25.3458333333334,25.6166666666667,25.5875,25.5458333333334,25.8791666666667,25.7791666666667,25.975,25.6791666666667,26.0833333333334,26.1916666666667,25.8791666666667,25.7333333333334,26.0833333333334,26.3041666666667,27.2583333333334,26.9041666666667,26.55,25.875,26.3666666666667,26.5083333333334,27.525,26.0458333333334,26.3,27.2916666666667,1999,2
26.9708333333334,26.9083333333334,27.6791666666667,27.0291666666667,27.1,27.6291666666667,28.1083333333334,26.9666666666667,27.0833333333334,27.4375,27.35,27.8333333333334,27.0125,27.1125,27.9125,28.0583333333334,27.7375,27.7208333333334,27.3708333333334,27.325,28.2,27.7958333333334,27.575,28.55,1999,2
27.0375,27.2083333333334,27.2875,27.1916666666667,27.7375,27.9041666666667,27.725,27.4958333333334,28.1083333333334,27.7666666666667,27.9833333333334,28.2125,28.2666666666667,28.4875,29.1625,28.6583333333333,28.7083333333334,28.3958333333334,28.7958333333334,28.7208333333334,29.5833333333334,28.3083333333334,28.7375,29.5625,1999,2
