"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","year","month"
85.7916666666667,84.8333333333333,84.5416666666667,84.0833333333333,84.2083333333333,83.5416666666667,83.7083333333333,84.2916666666667,84.5833333333333,82.2916666666667,81.8333333333333,82.9583333333333,83.2916666666667,83.875,83.625,80.875,78.75,80.5416666666667,82.875,82.8333333333333,81.4583333333333,79.75,81.2083333333333,78.6666666666667,1999,1
85.9583333333333,85.5833333333333,84.6666666666667,85.2916666666667,84.9583333333333,81.5,83.4166666666667,84.5833333333333,85.0833333333333,79.75,80.0416666666667,82.5,83.625,84.5833333333333,85.375,77.1666666666667,78.4166666666667,79.9583333333333,82.25,84.1666666666667,83.5416666666667,79.9583333333333,81.5833333333333,79,1999,1
89.8333333333333,88.25,90.0833333333333,88.875,87.875,89.875,89.7916666666667,89.375,88.1666666666667,89.9166666666667,90.125,90.8333333333333,89.9166666666667,89.25,90.0416666666667,87.7083333333333,89,90.0833333333333,90.7083333333333,90.4583333333333,90.5833333333333,89.3333333333333,90.9166666666667,89.375,1999,1
84.75,84.9166666666667,84.8333333333333,84.9166666666667,84.7083333333333,84.25,84.25,85.2916666666667,84.5833333333333,85.4583333333333,85.7083333333333,86.0416666666667,84.0833333333333,83.9583333333333,85.5416666666667,86.375,86.1666666666667,85.0416666666667,83.4166666666667,83.0833333333333,83.5,87.3333333333333,86.0833333333333,87.875,1999,1
85.375,85.25,86.875,86.5,84.9166666666667,86.1666666666667,86.75,87.2083333333333,85.9166666666667,86.0833333333333,86.875,87.2916666666667,86.2083333333333,86.25,84.9583333333333,84.5833333333333,84.4583333333333,87.0833333333333,86.75,86.9166666666667,85.75,86.7916666666667,86.625,84.25,1999,1
85.875,86.2083333333333,85.5,86.2083333333333,85.5833333333333,86.0833333333333,85.9583333333333,85.4583333333333,85.5,86.0833333333333,86.4583333333333,86.9583333333333,85.6666666666667,85.25,84.5416666666667,86.125,86.4583333333333,87.3333333333333,86.1666666666667,85.5,84.375,88.625,88.25,87.2083333333333,1999,1
82.6666666666667,82.625,80.875,81.6666666666667,80.25,79.8333333333333,79.9166666666667,80.5833333333333,79.5,79.6666666666667,80.5833333333333,81.0833333333333,79.8333333333333,79.8333333333333,77.8333333333333,80.4583333333333,80.9166666666667,80.875,79.5,80.125,79.25,80.625,80.3333333333333,80.0416666666667,1999,1
80.5833333333333,80.4166666666667,79.0416666666667,80.375,80.1666666666667,76.2083333333333,76.9166666666667,79.125,80.5416666666667,75.75,75.1666666666667,78.0416666666667,78.625,79.9583333333333,77.5,74.2083333333333,73.9583333333333,76.3333333333333,78.5,77.8333333333333,77.25,75.7916666666667,77.875,75,1999,1
80.2916666666667,78.9583333333333,79.4583333333333,79.1666666666667,77.5416666666667,77.7083333333333,78.5,78.375,77.9166666666667,76.25,76.4583333333333,78.0416666666667,77.0833333333333,77.5833333333333,74.9583333333333,74.9166666666667,74.625,76.5,75.9166666666667,75.7916666666667,73.4583333333333,74.2083333333333,73.6666666666667,72.1666666666667,1999,1
74.9583333333333,73,74.5416666666667,73.3333333333333,70.125,74.25,73.7083333333333,73.8333333333333,72.1666666666667,74.1666666666667,74.6666666666667,74.75,73.6666666666667,72.5416666666667,68.0833333333333,74.25,73.9166666666667,74.4583333333333,73,71.4583333333333,67.6666666666667,73.125,72.6666666666667,72.0833333333333,1999,1
87.0833333333333,88.0416666666667,87.625,88.2916666666667,86.9583333333333,86.5416666666667,86.2916666666667,87.4166666666667,86.0416666666667,85.0416666666667,85.5416666666667,86.0416666666667,85.7916666666667,84.8333333333333,79.9166666666667,82.8333333333333,82.5,84.2916666666667,84.2916666666667,83.2916666666667,77.5,82.5416666666667,83.6666666666667,81.2916666666667,1999,1
91.25,90.0416666666667,91.5,90.1666666666667,86.7916666666667,91.9166666666667,91.5833333333333,89.625,86.7916666666667,91.4166666666667,91.8333333333333,91.9583333333333,89.6666666666667,86.4583333333333,81.8333333333333,90.9166666666667,90.875,91.4166666666667,89.9166666666667,85.5416666666667,80.25,91.1666666666667,88.8333333333333,86.2083333333333,1999,1
89.5,88.9583333333333,89.375,88.625,86.7083333333333,90,88.8333333333333,87.1666666666667,86.0416666666667,91.5833333333333,90.75,88.7083333333333,86.25,85.6666666666667,84.8333333333333,90.6666666666667,89.7083333333333,88.6666666666667,87.7083333333333,86.375,84.125,88.875,88.625,86.2916666666667,1999,1
91.125,90.5,90.4166666666667,90.8333333333333,90.7916666666667,89.2916666666667,88.625,88.4583333333333,88.3333333333333,88.125,88.5,86.5,85.4166666666667,87.6666666666667,88.5,87.7916666666667,85.5416666666667,83.9583333333333,83.8333333333333,86.4583333333333,85.1666666666667,82.625,82.7083333333333,80.125,1999,1
83.9583333333333,83.7916666666667,82.5833333333333,83.125,81.7083333333333,81.6666666666667,81.9166666666667,81.875,80.7916666666667,82.0416666666667,81.7916666666667,81.9166666666667,81.3333333333333,81.7083333333333,81.2916666666667,83.3333333333333,82.7083333333333,82.625,81.3333333333333,82.375,81.6666666666667,82.75,81.25,79.5,1999,1
