"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",3.24330143980653,0.440684987374586,7.35968216010431,1.84348635669877e-13
"Elevation",-0.00340793976407596,0.000559474053679657,-6.09132763469899,1.11978109163056e-09
"Hydrography",-0.000375704067610884,4.83312054906453e-05,-7.7735298301964,7.6328668676022e-15
"Pop_dens",0.0588808261709519,0.014839551041697,3.96783069821353,7.25298282213202e-05
"Road",-0.000127801384618537,2.75338297839298e-05,-4.64161308548253,3.4569973677488e-06
"Slope",-0.194941789785832,0.0246859377568667,-7.89687601523693,2.8598058995368e-15
