"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",2.80405697737551,0.366817861252491,7.6442760115364,2.10124240408197e-14
"Elevation",-0.00201053251634789,0.000505753234477265,-3.9753231008516,7.0283770687344e-05
"Hydrography",-0.000298923231849521,4.91156481113488e-05,-6.08610989255074,1.15687052379856e-09
"Ocupations",-0.000157738353830277,1.42182851046438e-05,-11.094049153562,1.34078187638981e-28
"Road",-5.84479450105453e-05,2.85293705797832e-05,-2.04869381352435,0.0404920645297277
"Slope",-0.206540159081421,0.025350937231709,-8.14723957515387,3.72325587215558e-16
