"","OR","2.5 %","97.5 %"
"(Intercept)",16.5114978459525,8.04545375071735,33.8861634861287
"Elevation",0.997991487250323,0.997002710227857,0.998981244891989
"Hydrography",0.999701121441248,0.99960488994332,0.999797362203338
"Ocupations",0.99984227408621,0.999814411543111,0.999870137405774
"Road",0.999941553763037,0.99988564205552,0.999997468597031
"Slope",0.813393595661416,0.773966194246861,0.854829508550838
