"","Temperature","RH","Precipitation","Wind Speed","FMC","DMC","DC","HAS_FIRE","Prob_fogo","HasFire_Predict"
"552",19.37135,53.28646,0.02087528,15.09245,88.40564913,138.9181792,620.5635457,"not-burned",0.0540124040159994,"0"
"553",20.22396,57.70833,0.006922371,13.12589,87.8143965,140.269491,625.4078582,"not-burned",0.0555861605342058,"0"
"554",20.90104,57.47396,0.000108,12.53391,87.7195711,141.6710535,630.3740457,"not-burned",0.065585011710587,"0"
"555",20.9526,56.00521,0,14.80885,87.76817569,143.1238754,635.3495144,"not-burned",0.0752313611298026,"0"
"556",20.56094,54.39062,0,14.88792,87.81679633,144.6033661,640.2544832,"not-burned",0.0721004679385343,"0"
"557",20.77708,66.57292,0.8549129,14.35724,83.21016153,144.6924896,645.1983582,"not-burned",0.0460294584025629,"0"
"558",22.33594,57.13021,0.04034445,12.10313,85.78979512,146.1975593,650.4228269,"not-burned",0.0951680492011309,"0"
"559",22.79271,55.26042,0.005948913,13.37531,86.71547606,147.797552,655.7295144,"not-burned",0.117867728380626,"0"
"560",22.41615,48.14062,0,13.81568,87.86596297,149.6234889,660.9684207,"not-burned",0.133573307761606,"0"
"561",21.96146,50.14062,0,14.66734,87.94804287,151.343867,666.1254832,"not-burned",0.117386666863681,"0"
"562",21.29896,55.09375,0.001297944,13.50599,87.99672289,152.8497825,671.1632957,"not-burned",0.0843438347619256,"0"
"563",20.36458,54.31771,0,12.45646,87.9976877,154.3183078,676.0329207,"not-burned",0.0664313226673071,"0"
"564",21.16615,58.90104,0.000973,9.862135,87.67956627,155.6896514,681.0468269,"not-burned",0.0656239519599353,"0"
"565",21.4099,56.43229,0.000216,8.071198,87.72815765,157.1580877,686.1046082,"not-burned",0.0710365504406331,"0"
"566",21.90833,45.08333,0,9.748646,88.4121896,159.050465,691.2521082,"not-burned",0.117310528812077,"0"
"567",22.51458,45.55208,0,10.80536,88.61528752,160.9771267,696.5087332,"not-burned",0.13871787069611,"0"
"568",22.57448,47.41146,0,8.713958,88.66418783,162.842059,701.7761394,"not-burned",0.126038541638033,"0"
"569",22.70417,43.01562,0,9.780729,89.03302689,164.8733616,707.0668894,"not-burned",0.151739190260407,"1"
"570",21.84688,35.21354,0,12.88151,90.17962135,167.0991589,712.2033269,"not-burned",0.168944280337694,"0"
"571",21.72552,47.41146,0,13.26005,89.78121749,168.8955469,717.3179207,"burned",0.120734510064943,"0"
"572",21.74583,51.22917,0.000541,13.92417,89.17044843,170.5638339,722.4361707,"not-burned",0.112174098263175,"0"
"573",20.73802,45.01042,0,14.32938,89.21953203,172.3610675,727.3730144,"not-burned",0.106579085902881,"1"
"574",20.94479,49.60938,0,13.57875,89.17550946,174.0247275,732.3470769,"not-burned",0.0967034391323034,"0"
"575",21.40781,57.17708,0.2791663,16.81406,88.15760363,175.4683429,737.4044832,"not-burned",0.0935858305695058,"0"
"576",21.2125,56.76042,0.09118062,17.58089,87.97154202,176.9124097,742.4267332,"not-burned",0.0959001896603778,"1"
"577",21.07813,51.98438,0.000865,15.52917,88.0202298,178.5065318,747.4247957,"not-burned",0.101297176457341,"0"
"578",20.32292,52.94792,0.02011814,12.22271,88.06082493,180.015858,752.2869207,"not-burned",0.073688180549041,"0"
"579",20.49531,50.29167,0.001808711,9.491354,88.13683838,181.7060237,757.1800769,"not-burned",0.0764725878849746,"0"
"580",21.03958,47.375,0,7.470781,88.24930771,183.5378965,762.1712019,"not-burned",0.0894264200330109,"0"
"581",22.73438,42.5,0,6.943229,88.99579357,185.6938381,767.4673894,"not-burned",0.150982223184027,"0"
"582",23.90104,37.49479,0,5.599115,90.06678229,188.1519578,772.9735769,"not-burned",0.214038942566366,"0"
"583",24.92865,38.90104,0,8.613229,90.53772312,190.653199,778.6647332,"not-burned",0.277876071697413,"1"
"584",24.00573,51.64583,0.008591379,10.9349,89.55187761,192.5625861,784.1897644,"not-burned",0.180751088050577,"0"
"585",23.36563,52.0625,0,11.86531,89.22575657,194.4075463,789.5995769,"not-burned",0.160422901088481,"0"
"586",23.76458,45.58854,0,9.167656,89.27485843,196.5367621,795.0812019,"not-burned",0.191968588069867,"1"
"587",25.13333,40.85938,0,7.251615,89.78948123,198.9771345,800.8092019,"burned",0.27184208933058,"0"
"588",25.04844,36.60417,0,7.065677,90.5445875,201.587838,806.5219207,"not-burned",0.293700101569025,"0"
"589",24.82917,35.65104,0,10.915,90.86322374,204.2124716,812.1951707,"not-burned",0.317749111530604,"0"
"590",23.73542,42.85417,0,11.99526,90.77217852,206.4446368,817.6715457,"not-burned",0.224789661389157,"0"
"591",22.69844,43.75,0,8.602917,90.56012439,208.5509478,822.9612644,"not-burned",0.159682312421311,"0"
"592",23.07604,41.5625,0,8.631458,90.60966679,210.7738708,828.3189519,"not-burned",0.184714996679157,"0"
"593",23.63802,38.95833,0,10.17641,90.65922555,213.1491914,833.7777957,"not-burned",0.232857759421329,"0"
"594",22.78958,44.30729,0,10.53349,90.46304461,215.2421691,839.0839207,"not-burned",0.172453344999371,"0"
"595",22.47865,43.04688,0,8.003229,90.49532914,217.3549477,844.3340769,"not-burned",0.154733636448375,"0"
"596",23.72396,39.04688,0,8.521198,90.54485015,219.7357469,849.8083894,"not-burned",0.228803085504237,"0"
"597",24.28333,38.33333,0,12.42547,90.5943875,222.1988832,855.3833894,"not-burned",0.28953898768576,"0"
"598",23.7776,42.29167,0,9.57349,90.64394122,224.4577235,860.8673582,"not-burned",0.22213161201109,"0"
"599",24.90469,38.21354,0,8.291562,90.71011122,226.9865288,866.5542019,"not-burned",0.296469819787323,"0"
"600",25.17396,43.9375,0,17.68943,90.71772048,229.3025107,872.2895144,"not-burned",0.348087193097508,"1"
"601",22.74792,58.39062,0.0396786,18.22812,88.36380539,230.8634261,877.5881394,"not-burned",0.153206306048107,"0"
"602",22.15104,60.65104,0.08568769,14.97583,87.6222048,232.3026651,882.7793269,"not-burned",0.113279938558688,"0"
"603",22.43646,56.48958,0.001243489,12.39229,87.67077724,233.913719,888.0218894,"not-burned",0.127556529869636,"0"
"604",22.50573,52.35417,0,10.58693,87.79439136,235.6841858,893.2769207,"not-burned",0.13780829845997,"0"
"605",22.76146,45.26562,0,9.961354,88.53184655,237.7409202,898.5779832,"not-burned",0.173473062686805,"0"
"606",24.00677,42.5625,0,9.796458,89.2437668,240.0106703,904.1032019,"not-burned",0.241825538905486,"0"
"607",24.18802,41.38021,0,9.98526,89.57601593,242.3428421,909.6610457,"not-burned",0.260184196346246,"0"
"608",24.47813,40.25,0,8.926042,89.84556537,244.7468678,915.2711082,"not-burned",0.275990717692382,"0"
"609",24.93958,36.74479,0,8.861458,90.51212609,247.3375344,920.9642332,"not-burned",0.325483689072195,"1"
"610",24.70521,35.35417,0,14.02099,90.81972783,250.1506306,926.6151707,"burned",0.363672029723225,"0"
"611",23.49896,49.79688,0.06553305,16.27484,89.76484118,252.2327738,932.0489832,"not-burned",0.221391027694777,"0"
"612",22.49688,51.41146,0,15.45885,89.19486231,254.1666693,937.3024207,"not-burned",0.169487624490975,"0"
"613",22.2026,44.9375,0,14.42026,89.24395397,256.3301676,942.5028894,"not-burned",0.182552859728171,"0"
"614",22.43646,45.26042,0,11.24307,89.29987333,258.5028146,947.7454519,"not-burned",0.174388373685541,"0"
"615",23.45469,44.27604,0,9.718281,89.43559882,260.8110253,953.1712957,"not-burned",0.214195453136334,"0"
"616",25.16146,43.03125,0,9.984479,89.75229198,263.3361012,958.9043582,"not-burned",0.312727339016602,"0"
"617",25.02292,42.69792,0,12.00339,89.80237382,265.8608504,964.6124832,"not-burned",0.323706197031612,"0"
